Key,Text,Tooltip,English,Source,OverrideByKey,MappedByPattern,MappedByText,Vanilla,Leiwai,Procrastinator,PikaMan,Mtu,File
campaign_effect_scopes_localised_text_hv_scope_dummy_character_unlock_units_rank_buqu,[[col:scope_description]]（此人等级1以上时）[[/col]],True,[[col:scope_description]](when this character's rank is 1 or higher)[[/col]],MappedByText,,,[[col:scope_description]]（此人等级1以上时）[[/col]],,,[[col:scope_description]]（此人等级1以上时）[[/col]],,,hv_TEXT_effect_scope.loc.tsv
campaign_effect_scopes_localised_text_hv_scope_dummy_character_unlock_units_rank_elite,[[col:scope_description]]（此人等级7以上时）[[/col]],True,[[col:scope_description]](when this character's rank is 7 or higher)[[/col]],MappedByText,,,[[col:scope_description]]（此人等级7以上时）[[/col]],,,[[col:scope_description]]（此人等级7以上时）[[/col]],,,hv_TEXT_effect_scope.loc.tsv
campaign_effect_scopes_localised_text_hv_scope_dummy_character_unlock_units_rank_militia,[[col:scope_description]]（此人等级1以上时）[[/col]],True,[[col:scope_description]](when this character's rank is 1 or higher)[[/col]],MappedByText,,,[[col:scope_description]]（此人等级1以上时）[[/col]],,,[[col:scope_description]]（此人等级1以上时）[[/col]],,,hv_TEXT_effect_scope.loc.tsv
campaign_effect_scopes_localised_text_hv_scope_dummy_character_unlock_units_rank_royal_guards,[[col:scope_description]]（此人等级11以上时）[[/col]],True,[[col:scope_description]](when this character's rank is 11 or higher)[[/col]],MappedByText,,,[[col:scope_description]]（此人等级11以上时）[[/col]],,,[[col:scope_description]]（此人等级11以上时）[[/col]],,,hv_TEXT_effect_scope.loc.tsv
campaign_effect_scopes_localised_text_region_to_force_own_in_adjacent_regions,[[col:scope_description]]（相邻各{{tr:map_regions}}）[[/col]],True,[[col:scope_description]](adjacent all {{tr:map_regions}})[[/col]],MappedByText,,,[[col:scope_description]]（相邻各{{tr:map_regions}}）[[/col]],,,[[col:scope_description]]（相邻各{{tr:map_regions}}）[[/col]],[[col:scope_description]]（临近{{tr:map_regions}}）[[/col]],,hv_TEXT_effects_building.loc.tsv
campaign_localised_strings_string_3k_dlc07_captains_armoury_whitewater_title,一条密计,True,A Secret Plan,MappedByText,,,一条密计,,,密计,,,hv_TEXT_effects_skills.loc.tsv
campaign_localised_strings_string_3k_dlc07_tutorial_mode_imperial_hud_description,选择此项将打开朝廷权谋面板，该面板统管着公元195年献帝加元服后开启的所有机制，代表着皇权所面临的政治角力。,False,"Selecting this will open the Imperial Intrigue panel, which governs all the mechanics which become active once Emperor Xian comes of age in 195 CE, introducing a struggle over the influence of the new imperial power.",MappedByText,,,选择此项将打开朝廷权谋面板，该面板统管着公元195年献帝加元服后开启的所有机制，代表着皇权所面临的政治角力。,,,选择此项将打开朝廷权谋面板，该面板统管着公元195年献帝加元服后开启的所有机制，代表着皇权所面临的政治角力。,,,ifo_text_TWEAK.loc.tsv
campaign_localised_strings_string_dlc07_imperial_intrigue_panel_invalid_self_target,不能指向自己。,False,You can't target yourself. ,MappedByText,,,不能指向自己。,,,不能指向自己。,,,ifo_text_TWEAK.loc.tsv
campaign_localised_strings_string_military_force_morale_effect_bonus_value_animosity,过剩,False,Congestion,MappedByText,,,过剩,,,过剩,,,hv_TEXT_effect_faction.loc.tsv
campaign_localised_strings_string_unit_locked_ceo,你没有所需的：%S。,False,You do not have the prerequisite: %S.,MappedByText,,,你没有所需的：%S。,,,你没有所需的随从或饰品：%S。,,,!hv_TEXT_system.loc.tsv
campaign_payload_ui_details_description_3k_dlc_07_child_emperor_banquet_dilemma_text,结果不明,False,Unknown result,MappedByText,,,结果不明,,,结果不明,,,ifo_text_TWEAK.loc.tsv
campaign_payload_ui_details_description_3k_dlc_07_child_emperor_rites_dilemma_text,结果不明,False,Unknown result,MappedByText,,,结果不明,,,结果不明,,,ifo_text_TWEAK.loc.tsv
campaign_payload_ui_details_description_dummy_hv_cao_cao_qingzhoubing,或许可以招揽……,True,Perhaps you can bring them into your fold...,MappedByText,,,或许可以招揽……,,,或许可以招揽他们……,,,hv_TEXT_events.loc.tsv
campaign_payload_ui_details_description_dummy_hv_mission_northern_mission,一个北军兵团会加入你的派系。,False,A regiment of the Northern Army will join your faction.,MappedByText,,,一个北军兵团会加入你的派系。,,,一个北军兵团会加入你的派系。,,,hv_TEXT_events.loc.tsv
campaign_payload_ui_details_description_dummy_mtu_lady_trieu_historic,赵妪将遵循历史自成一派,False,The Lady Trieu will appear according to the flow of history.,Mtu,,,,,赵妪将遵循历史自成一派,赵妪将遵循历史自成一派,,赵妪将遵循历史自成一派,[04]__MTU_events__Common.loc.tsv
campaign_payload_ui_details_description_dummy_mtu_lady_trieu_rumor,赵妪将现身于一个南方国度,False,The Zhao Yu will appear in a country in the south.,Mtu,,,,,赵妪将现身于一个南方国度,赵妪将现身于一个南方国度,,赵妪将现身于一个南方国度,[04]__MTU_events__Common.loc.tsv
campaign_payload_ui_details_description_dummy_mtu_lu_bu_interpose,吕布介入了袁术与刘备的争斗之中，并尝试促使双方讲和。,True,Lu Bu will interpose in dispute between Yuan Shu and Liu Bei and will lead peace between them.,Mtu,,,,,吕布介入了袁术与刘备的争斗之中，并尝试促使双方讲和。,吕布介入了袁术与刘备的争斗之中，并尝试促使双方讲和。,,吕布介入了袁术与刘备的争斗之中，并尝试促使双方讲和。,[04]__MTU_events__Common.loc.tsv
campaign_payload_ui_details_description_hv_dilemma_dongbai,人物加入：董白,False,Character Joins: Dong Bai,MappedByText,,,人物加入：董白,,,,,,hv_TEXT_events.loc.tsv
campaign_payload_ui_details_description_hv_dilemma_kill_dong_bai,董卓全族已被诛灭。,False,The house of Dong is destroyed.,MappedByText,,,董卓全族已被诛灭。,,,,,,hv_TEXT_events.loc.tsv
campaign_payload_ui_details_description_hv_dilemma_lu_bu_legacy,吕布之兵将追随于你。,False,Lu Bu's army follows your faction.,MappedByText,,,吕布之兵将追随于你。,,,袁术的大军将追随你的派系,,,hv_TEXT_events.loc.tsv
campaign_payload_ui_details_description_hv_dilemma_northern_army_intro,完成任务可以增强你的派系！,False,Complete missions to bolster your faction!,MappedByText,,,完成任务可以增强你的派系！,,,完成任务可以增强你的势力！,,,hv_TEXT_events.loc.tsv
campaign_payload_ui_details_description_hv_dilemma_yuan_shu_legacy,袁术之兵将追随于你。,False,Yuan Shu's army follows your faction.,MappedByText,,,袁术之兵将追随于你。,,,袁术的大军将追随你的派系,,,hv_TEXT_events.loc.tsv
campaign_payload_ui_details_description_hv_event_budda_unlock,你现在可以招募：{{tr:hv_unit_warrior_monks}},False,You may now recruit {{tr:hv_unit_warrior_monks}},MappedByPattern,,你现在可以招募：{{tr:hv_unit_warrior_monks}},,,,你现在可以招募：{{tr:hv_unit_warrior_monks}},,,hv_TEXT_events.loc.tsv
campaign_payload_ui_details_description_hv_event_cao_cao_qingzhou,你现在可以招募：{{tr:hv_unit_qingzhou_hand_ji_infantry}}，{{tr:hv_unit_qingzhou_2h_axe_infantry}}，{{tr:hv_unit_qingzhou_raider_cavalry}}。,True,"You may now recruit {{tr:hv_unit_qingzhou_hand_ji_infantry}}, {{tr:hv_unit_qingzhou_2h_axe_infantry}}, {{tr:hv_unit_qingzhou_raider_cavalry}}.",MappedByText,,,你现在可以招募：{{tr:hv_unit_qingzhou_hand_ji_infantry}}，{{tr:hv_unit_qingzhou_2h_axe_infantry}}，{{tr:hv_unit_qingzhou_raider_cavalry}}。,,,你现在可以招募：{{tr:hv_unit_qingzhou_hand_ji_infantry}}， {{tr:hv_unit_qingzhou_2h_axe_infantry}}， {{tr:hv_unit_qingzhou_raider_cavalry}},,,hv_TEXT_events.loc.tsv
campaign_payload_ui_details_description_hv_event_tiger_hunt_white_tiger_cap,可招募的{{tr:hv_unit_white_tiger_warriors}}：+1,False,{{tr:hv_unit_white_tiger_warriors}} for recruitment: +1,MappedByPattern,,可招募的{{tr:hv_unit_white_tiger_warriors}}：+1,,,,{{tr:hv_unit_white_tiger_warriors}}部署量：+1,,,hv_TEXT_events.loc.tsv
campaign_payload_ui_details_description_hv_event_tiger_hunt_white_tiger_unlock,你现在可以招募：{{tr:hv_unit_white_tiger_warriors}},False,You may now recruit {{tr:hv_unit_white_tiger_warriors}},MappedByPattern,,你现在可以招募：{{tr:hv_unit_white_tiger_warriors}},,,,你现在可以招募：{{tr:hv_unit_white_tiger_warriors}},,,hv_TEXT_events.loc.tsv
campaign_payload_ui_details_description_hv_event_tiger_tracking,寻觅怪兽……,False,Looking for the monster...,MappedByText,,,寻觅怪兽……,,,寻觅怪兽……,,,hv_TEXT_events.loc.tsv
campaign_payload_ui_details_description_hv_event_white_tiger,严白虎现可招募{{tr:hv_unit_white_tiger_warriors}}。,True,Yan Baihu may now recruit {{tr:hv_unit_white_tiger_warriors}}.,MappedByText,,,严白虎现可招募{{tr:hv_unit_white_tiger_warriors}}。,,,严白虎现在可以招募：{{tr:hv_unit_white_tiger_warriors}},,,hv_TEXT_events.loc.tsv
campaign_payload_ui_details_description_hv_event_zhuge_liang_yuanrong,你现在可以招募：{{tr:hv_unit_yuan_rong_crossbowmen}}。,True,You may now recruit {{tr:hv_unit_yuan_rong_crossbowmen}}.,MappedByPattern,,你现在可以招募：{{tr:hv_unit_yuan_rong_crossbowmen}}。,,,,你现在可以招募：{{tr:hv_unit_yuan_rong_crossbowmen}},,,hv_TEXT_events.loc.tsv
campaign_payload_ui_details_description_hv_incident_danyang_army,你现在可以招募：丹阳部队,False,You may now recruit Danyang units,MappedByPattern,,你现在可以招募：丹阳部队,,,,你现在可以招募：丹阳部队,,,hv_TEXT_events.loc.tsv
campaign_payload_ui_details_description_hv_incident_education,你的一些官员获得额外经验。,False,A few of your officers have gained additional experience.,MappedByText,,,你的一些官员获得额外经验。,,,我方的一些官员获得了额外的经验。,,,hv_TEXT_events.loc.tsv
campaign_payload_ui_details_description_hv_incident_ironfist_army,你现在可以招募：铁拳骑兵,False,You may now recruit Ironfist Cavalry,MappedByPattern,,你现在可以招募：铁拳骑兵,,,,你现在可以招募：铁拳骑兵,,,hv_TEXT_events.loc.tsv
campaign_payload_ui_details_description_hv_incident_jingchou_army,你现在可以招募：荆楚部队,False,You may now recruit Jingchu units,MappedByPattern,,你现在可以招募：荆楚部队,,,,你现在可以招募：荆楚部队,,,hv_TEXT_events.loc.tsv
campaign_payload_ui_details_description_hv_incident_xiliang_army,你现在可以招募：西凉部队,False,You may now recruit Xiliang units,MappedByPattern,,你现在可以招募：西凉部队,,,,你现在可以招募：西凉部队,,,hv_TEXT_events.loc.tsv
campaign_payload_ui_details_description_hv_incident_ytr_resurrection,黄天之下千万教友将纷纷揭竿而起。,True,Thousands of comrades across China will rise against oppression.,MappedByText,,,黄天之下千万教友将纷纷揭竿而起。,,,,,,hv_TEXT_events.loc.tsv
campaign_payload_ui_details_description_mtu_born_dummy_guan_xing,人物出生：关兴,False,Character born: Guan Xing,Mtu,,,,,人物出生：关兴,人物出生：关兴,,人物出生：关兴,[04]__MTU_events__Born.loc.tsv
campaign_payload_ui_details_description_mtu_born_dummy_guan_yinping,人物出生：关嫣,False,Character born: Guan Yinping,Mtu,,,,,人物出生：关嫣,人物出生：关嫣,,人物出生：关嫣,[04]__MTU_events__Born.loc.tsv
campaign_payload_ui_details_description_mtu_born_dummy_liu_shan,人物出生：刘禅,False,Character born: Liu Shan,Mtu,,,,,人物出生：刘禅,人物出生：刘禅,,人物出生：刘禅,[04]__MTU_events__Born.loc.tsv
campaign_payload_ui_details_description_mtu_born_dummy_zhang_bao,人物出生：张苞,False,Character born: Zhang Bao,Mtu,,,,,人物出生：张苞,人物出生：张苞,,人物出生：张苞,[04]__MTU_events__Born.loc.tsv
campaign_payload_ui_details_description_mtu_born_dummy_zhang_xingcai,人物出生：张氏,False,Character born: Zhang Xueer,Mtu,,,,,人物出生：张氏,人物出生：张氏,,人物出生：张氏,[04]__MTU_events__Born.loc.tsv
campaign_payload_ui_details_description_mtu_zhao_yun_appointed_zhenjunjiangjun,加封赵云为虎威将军,True,"Zhao Yun has been appointed ""Tiger General""",Mtu,,,,,加封赵云为虎威将军,加封赵云为虎威将军,,加封赵云为虎威将军,[04]__MTU_events__Common.loc.tsv
campaign_payload_ui_details_description_mtu_zhao_yun_get_blue_blade,赵云在战场上夺得了一把泛着青光的短剑，看靶上有金嵌「青釭」二字，方知是宝剑也,True,"While fighting against countless foes on the battlefield, Zhao Yun acquires a sword that glows blue and has a sharp edge.",Mtu,,,,,赵云在战场上夺得了一把泛着青光的短剑，看靶上有金嵌「青釭」二字，方知是宝剑也,赵云在战场上夺得了一把泛着青光的短剑，看靶上有金嵌「青釭」二字，方知是宝剑也,,赵云在战场上夺得了一把泛着青光的短剑，看靶上有金嵌「青釭」二字，方知是宝剑也,[04]__MTU_events__Common.loc.tsv
campaign_payload_ui_details_description_mtu_zhao_yun_get_new_armour,解锁虎威将军的护甲,True,"New armor has been awarded. From now on, armor can be replaced.",Mtu,,,,,解锁虎威将军的护甲,解锁虎威将军的护甲,,解锁虎威将军的护甲,[04]__MTU_events__Common.loc.tsv
campaign_post_battle_captive_options_description_enslavehv_campaign_group_captive_option_recruit_zhang_yan,敌军中许多士卒愿意向我方投诚，并将不从者处以极刑。这将为我军提供有生力量，但也可能动摇我方与敌方派系的关系,False,"Many of the enemy troops would gladly join our forces; those who refuse will be put to the sword. This will replenish our troops, but may impact our relations with the enemy faction.",Vanilla,,,,敌军中许多士卒愿意向我方投诚，并将不从者处以极刑。这将为我军提供有生力量，但也可能动摇我方与敌方派系的关系,,敌军中许多士卒愿意向我方投诚，并将不从者处以极刑。这将为我军提供有生力量，但也可能动摇我方与敌方派系的关系,,,hv_TEXT_pooled_resource.loc.tsv
campaign_post_battle_captive_options_onscreen_name_enslavehv_campaign_group_captive_option_recruit_zhang_yan,招募,False,Recruit,Vanilla,,,,招募,,招募,,,hv_TEXT_pooled_resource.loc.tsv
cdir_events_dilemma_choice_details_localised_choice_label_3k_dlc07_child_emperor_dilemma_imperial_ancestral_ritesFIRST,派文官前去,True,Send civil officials,MappedByText,,,派文官前去,,,派文官前去,,,ifo_text_TWEAK.loc.tsv
cdir_events_dilemma_choice_details_localised_choice_label_3k_dlc07_child_emperor_dilemma_imperial_ancestral_ritesSECOND,派武官前去,True,Send military officers,MappedByText,,,派武官前去,,,派武官前去,,,ifo_text_TWEAK.loc.tsv
