English,MappedZhcn,SourceZhcn,VanillaZhcn,IascusZhcn,ProcrastinatorZhcn,DiffZhcn,DiffZhtw,MappedZhtw,SourceZhtw,VanillaZhtw,IascusZhtw,ProcrastinatorZhtw,SkillKey
Turning the Tide,力挽狂澜,Vanilla,力挽狂澜,力挽狂澜,力挽,True,True,力挽狂瀾,Vanilla,力挽狂瀾,力挽狂瀾,力挽,hv_skill_ability_turning_the_tide_cunning_name
Upon nearby enemy unit routing nearby own units recieve a morale buff.,敌众溃散之时，三军振奋，追战愈勇。,Vanilla,敌众溃散之时，三军振奋，追战愈勇。,敌众溃散之时，三军振奋，追战愈勇。,敌众溃散之时，三军振奋，追战愈勇。,False,True,周遭敵軍單位潰逃時，賦予周遭我方單位士氣增強效果。,Vanilla,周遭敵軍單位潰逃時，賦予周遭我方單位士氣增強效果。,周遭敵軍單位潰逃時，賦予周遭我方單位士氣增強效果。,敵衆潰散之時，三軍振奮，追戰愈勇。,hv_skill_ability_turning_the_tide_cunning_description
White Tiger,虎威,MappedByPattern,,白虎,虎威,False,True,白虎之威,MappedByPattern,,白虎,虎威,hv_skill_ability_tiger_resolve_name
His spirit is like a tiger. It takes great courage to face him.,勇武如猛虎，胆敢与此人对峙之人可称之为有万夫不当之勇。,Procrastinator,,此人精神如猛虎，在没有伟大的勇气支持下无人胆敢面对此人。,勇武如猛虎，胆敢与此人对峙之人可称之为有万夫不当之勇。,False,False,勇武如猛虎，膽敢與此人對峙之人可稱之爲有萬夫不當之勇。,Procrastinator,,此人精神如猛虎，在沒有偉大的勇氣支持下無人膽敢面對此人。,勇武如猛虎，膽敢與此人對峙之人可稱之爲有萬夫不當之勇。,hv_skill_ability_tiger_resolve_description
White Tiger,虎威,MappedByPattern,,白虎,虎威,False,True,白虎之威,MappedByPattern,,白虎,虎威,hv_skill_ability_tiger_expertise_name
His spirit is like a tiger. It takes great courage to face him.,勇武如猛虎，胆敢与此人对峙之人可称之为有万夫不当之勇。,Procrastinator,,此人精神如猛虎，在没有伟大的勇气支持下无人胆敢面对此人。,勇武如猛虎，胆敢与此人对峙之人可称之为有万夫不当之勇。,False,False,勇武如猛虎，膽敢與此人對峙之人可稱之爲有萬夫不當之勇。,Procrastinator,,此人精神如猛虎，在沒有偉大的勇氣支持下無人膽敢面對此人。,勇武如猛虎，膽敢與此人對峙之人可稱之爲有萬夫不當之勇。,hv_skill_ability_tiger_expertise_description
The weight on the shoulders,砥柱,MappedByPattern,,,,True,True,身負重擔,MappedByPattern,,,,hv_skill_ability_the_weight_on_the_shoulders_scholar_name
Someone has to take the first step even if no one wants it.,遭扰攘之时，值兵革之际。,MappedByPattern,,,,True,True,遭擾攘之時，值兵革之際。,MappedByPattern,,,,hv_skill_ability_the_weight_on_the_shoulders_scholar_description
The weight on the shoulders,砥柱,MappedByPattern,,身负重担,砥柱,False,True,身負重擔,MappedByPattern,,身負重擔,砥柱,hv_skill_ability_the_weight_on_the_shoulders_authority_name
Someone has to take the first step even if no one wants it.,遭扰攘之时，值兵革之际。,MappedByPattern,,总有人要付诸行动，就算没有人愿意处理。,遭扰攘之时，值兵革之际。,False,False,遭擾攘之時，值兵革之際。,MappedByPattern,,總有人要付諸行動，就算沒有人願意處理。,遭擾攘之時，值兵革之際。,hv_skill_ability_the_weight_on_the_shoulders_authority_description
The Dragon's Gaze,龙视,Vanilla,龙视,龙视,龙视,False,True,蛟龍怒目,Vanilla,蛟龍怒目,蛟龍怒目,龍視,hv_skill_ability_the_dragon_s_gaze_instinct_name
Lü Bu's furious gaze causes all to cower!,吕布的狂怒凝视，足以让所有人都畏缩不前！,Vanilla,吕布的狂怒凝视，足以让所有人都畏缩不前！,吕布的狂怒凝视，足以让所有人都畏缩不前！,吕布的狂怒凝视，足以让所有人都畏缩不前！,False,True,呂布怒目一瞪，眾兵卒無不驚懼畏怯！,Vanilla,呂布怒目一瞪，眾兵卒無不驚懼畏怯！,呂布怒目一瞪，眾兵卒無不驚懼畏怯！,呂布的狂怒凝視，足以讓所有人都畏縮不前！,hv_skill_ability_the_dragon_s_gaze_instinct_description
Tenacity of Steel,刚韧,Vanilla,刚韧,刚韧,刚韧,False,True,堅韌如鋼,Vanilla,堅韌如鋼,堅韌如鋼,剛韌,hv_skill_ability_tenacity_of_steel_resolve_name
"The longer this warrior fights, the stronger they become!",战之愈久，愈游刃有余！,Vanilla,战之愈久，愈游刃有余！,战之愈久，愈游刃有余！,战之愈久，愈游刃有余！,False,True,這名戰士越戰越勇！,Vanilla,這名戰士越戰越勇！,這名戰士越戰越勇！,戰之愈久，愈遊刃有餘！,hv_skill_ability_tenacity_of_steel_resolve_description
Tenacity of Steel,刚韧,Vanilla,刚韧,刚韧,刚韧,False,True,堅韌如鋼,Vanilla,堅韌如鋼,堅韌如鋼,剛韌,hv_skill_ability_tenacity_of_steel_expertise_name
"The longer this warrior fights, the stronger they become!",战之愈久，愈游刃有余！,Vanilla,战之愈久，愈游刃有余！,战之愈久，愈游刃有余！,战之愈久，愈游刃有余！,False,True,這名戰士越戰越勇！,Vanilla,這名戰士越戰越勇！,這名戰士越戰越勇！,戰之愈久，愈遊刃有餘！,hv_skill_ability_tenacity_of_steel_expertise_description
Tempered Deflection,固守,Vanilla,固守,固守,固守,False,True,鍛甲禦矢,Vanilla,鍛甲禦矢,鍛甲禦矢,固守,hv_skill_ability_tempered_deflection_resolve_name
"With calm, steely resolve, attacks are better deflected.",铁意石心，抵御万物,Vanilla,铁意石心，抵御万物,铁意石心，抵御万物,铁意石心，抵御万物。,True,True,如鋼鐵般冷靜堅毅，就更能擋開攻勢。,Vanilla,如鋼鐵般冷靜堅毅，就更能擋開攻勢。,如鋼鐵般冷靜堅毅，就更能擋開攻勢。,鐵意石心，抵禦萬物。,hv_skill_ability_tempered_deflection_resolve_description
Tempered Deflection,固守,Vanilla,固守,固守,固守,False,True,鍛甲禦矢,Vanilla,鍛甲禦矢,鍛甲禦矢,固守,hv_skill_ability_tempered_deflection_expertise_name
"With calm, steely resolve, attacks are better deflected.",铁意石心，抵御万物,Vanilla,铁意石心，抵御万物,铁意石心，抵御万物,铁意石心，抵御万物。,True,True,如鋼鐵般冷靜堅毅，就更能擋開攻勢。,Vanilla,如鋼鐵般冷靜堅毅，就更能擋開攻勢。,如鋼鐵般冷靜堅毅，就更能擋開攻勢。,鐵意石心，抵禦萬物。,hv_skill_ability_tempered_deflection_expertise_description
Swift Steps,运步如飞,Vanilla,运步如飞,运步如飞,运步,True,True,靈動步伐,Vanilla,靈動步伐,靈動步伐,運步,hv_skill_ability_swift_steps_expertise_name
One foot in front of the other in rapid succession – this is the key to swiftness.,以极快的速度迈步，这便是行动迅速的诀窍。,Vanilla,以极快的速度迈步，这便是行动迅速的诀窍。,以极快的速度迈步，这便是行动迅速的诀窍。,以极快的速度迈步，这便是行动迅速的诀窍。,False,True,雙腳連續快速交互向前，這就是迅敏的關鍵。,Vanilla,雙腳連續快速交互向前，這就是迅敏的關鍵。,雙腳連續快速交互向前，這就是迅敏的關鍵。,以極快的速度邁步，這便是行動迅速的訣竅。,hv_skill_ability_swift_steps_expertise_description
Swift Steps,运步如飞,Vanilla,运步如飞,运步如飞,运步,True,True,靈動步伐,Vanilla,靈動步伐,靈動步伐,運步,hv_skill_ability_swift_steps_cunning_name
One foot in front of the other in rapid succession – this is the key to swiftness.,以极快的速度迈步，这便是行动迅速的诀窍。,Vanilla,以极快的速度迈步，这便是行动迅速的诀窍。,以极快的速度迈步，这便是行动迅速的诀窍。,以极快的速度迈步，这便是行动迅速的诀窍。,False,True,雙腳連續快速交互向前，這就是迅敏的關鍵。,Vanilla,雙腳連續快速交互向前，這就是迅敏的關鍵。,雙腳連續快速交互向前，這就是迅敏的關鍵。,以極快的速度邁步，這便是行動迅速的訣竅。,hv_skill_ability_swift_steps_cunning_description
Swift Fingers,妙手,Vanilla,妙手,,,True,True,十指靈巧,Vanilla,十指靈巧,,,hv_skill_ability_swift_fingers_instinct_name
"Recalling their training, these generals reload with startling quickness.",三军需依训练妙法，弯弓搭箭迅如脱兔,Vanilla,三军需依训练妙法，弯弓搭箭迅如脱兔,,,True,True,這些將領回想起自己受過的訓練，以令人刮目相看的飛速裝填矢石。,Vanilla,這些將領回想起自己受過的訓練，以令人刮目相看的飛速裝填矢石。,,,hv_skill_ability_swift_fingers_instinct_description
Swift Fingers,妙手,Vanilla,妙手,妙手,妙手,False,True,十指靈巧,Vanilla,十指靈巧,十指靈巧,妙手,hv_skill_ability_swift_fingers_expertise_name
"Recalling their training, these generals reload with startling quickness.",三军需依训练妙法，弯弓搭箭迅如脱兔,Vanilla,三军需依训练妙法，弯弓搭箭迅如脱兔,三军需依训练妙法，弯弓搭箭迅如脱兔,三军需依训练妙法，弯弓搭箭迅如脱兔。,True,True,這些將領回想起自己受過的訓練，以令人刮目相看的飛速裝填矢石。,Vanilla,這些將領回想起自己受過的訓練，以令人刮目相看的飛速裝填矢石。,這些將領回想起自己受過的訓練，以令人刮目相看的飛速裝填矢石。,三軍需依訓練妙法，彎弓搭箭迅如脫兔。,hv_skill_ability_swift_fingers_expertise_description
Sundering Strike,裂斩,Vanilla,裂斩,裂斩,裂斩,False,True,開山劈石,Vanilla,開山劈石,開山劈石,裂斬,hv_skill_ability_sundering_strike_instinct_name
"With a mighty cleave, Zhang Fei rends his foes' defences.",张飞奋力一击，敌军防御土崩瓦解,Vanilla,张飞奋力一击，敌军防御土崩瓦解,张飞奋力一击，敌军防御土崩瓦解,张飞奋力一击，敌军防御土崩瓦解,False,True,張飛強力劈擊，撕裂敵人的防線。,Vanilla,張飛強力劈擊，撕裂敵人的防線。,張飛強力劈擊，撕裂敵人的防線。,張飛奮力一擊，敵軍防禦土崩瓦解,hv_skill_ability_sundering_strike_instinct_description
Stength of the Land,地力,Vanilla,地力,地力,地动,True,True,大地之力,Vanilla,大地之力,大地之力,地動,hv_skill_ability_strength_of_the_land_name
"The land is not just the earth, but the forests and mountains, and all the hidden, ancient places.",千林万山皆地也，上古遗宫莫不如是,Vanilla,千林万山皆地也，上古遗宫莫不如是,千林万山皆地也，上古遗宫莫不如是,千林万山皆地也，上古遗宫莫不如是。,True,True,大地並非只有土，還有上面的森林與山脈，以及各種神秘的古老地點。,Vanilla,大地並非只有土，還有上面的森林與山脈，以及各種神秘的古老地點。,大地並非只有土，還有上面的森林與山脈，以及各種神秘的古老地點。,千林萬山皆地也，上古遺宮莫不如是。,hv_skill_ability_strength_of_the_land_description
A Storm of Swords,舞爪,MappedByPattern,,剑刃风暴,舞爪,False,True,劍刃風暴,MappedByPattern,,劍刃風暴,舞爪,hv_skill_ability_storm_of_swords_instinct_name
A clash is inevitable.,冲突无法避免。,MappedByPattern,,冲突无法避免。,冲突无法避免。,False,False,衝突無法避免。,MappedByPattern,,衝突無法避免。,衝突無法避免。,hv_skill_ability_storm_of_swords_instinct_description
A Storm of Swords,舞爪,MappedByPattern,,剑刃风暴,舞爪,False,True,劍刃風暴,MappedByPattern,,劍刃風暴,舞爪,hv_skill_ability_storm_of_swords_expertise_name
A clash is inevitable.,冲突无法避免。,MappedByPattern,,冲突无法避免。,冲突无法避免。,False,False,衝突無法避免。,MappedByPattern,,衝突無法避免。,衝突無法避免。,hv_skill_ability_storm_of_swords_expertise_description
A Storm of Swords,舞爪,MappedByPattern,,剑刃风暴,舞爪,False,True,劍刃風暴,MappedByPattern,,劍刃風暴,舞爪,hv_skill_ability_storm_of_swords_authority_name
A clash is inevitable.,冲突无法避免。,MappedByPattern,,冲突无法避免。,冲突无法避免。,False,False,衝突無法避免。,MappedByPattern,,衝突無法避免。,衝突無法避免。,hv_skill_ability_storm_of_swords_authority_description
Stone Bulwark,磐石,MappedByPattern,磐石,磐石,磐石,False,True,堅若磐石,MappedByPattern,堅若磐石,堅若磐石,磐石,hv_skill_ability_stone_bulwark_cunning_name
"With skin of earth, arrows rebound, harmless.",凭地利，如披坚甲，箭若无物,MappedByPattern,凭地利，如披坚甲，箭若无物,凭地利，如披坚甲，箭若无物,凭地利，如披坚甲，箭若无物。,True,True,皮若堅石，箭矢觸及皆反彈無傷。,MappedByPattern,皮若堅石，箭矢觸及皆反彈無傷。,皮若堅石，箭矢觸及皆反彈無傷。,憑地利，如披堅甲，箭若無物。,hv_skill_ability_stone_bulwark_cunning_description
Stone Bulwark,磐石,MappedByPattern,磐石,磐石,磐石,False,True,堅若磐石,MappedByPattern,堅若磐石,堅若磐石,磐石,hv_skill_ability_stone_bulwark_authority_name
"With skin of earth, arrows rebound, harmless.",凭地利，如披坚甲，箭若无物,MappedByPattern,凭地利，如披坚甲，箭若无物,凭地利，如披坚甲，箭若无物,凭地利，如披坚甲，箭若无物。,True,True,皮若堅石，箭矢觸及皆反彈無傷。,MappedByPattern,皮若堅石，箭矢觸及皆反彈無傷。,皮若堅石，箭矢觸及皆反彈無傷。,憑地利，如披堅甲，箭若無物。,hv_skill_ability_stone_bulwark_authority_description
Stalwart Defender,坚防,MappedByPattern,坚防,坚防,坚防,False,True,步步為營,MappedByPattern,步步為營,步步為營,堅防,hv_skill_ability_stalwart_defender_resolve_name
"Born to hold the line, This warrior shrugs off attacks as if they were nothing!",此人真乃守御惊世之才，敌众猛攻视若无物！,MappedByPattern,,此人是天生的护卫将才，所有攻击对他来说都不痛不痒！,此人真乃守御惊世之才，敌众猛攻视若无物！,False,True,此人是天生的護衛將才，所有攻擊對他來說都不痛不癢！,MappedByPattern,,此人是天生的護衛將才，所有攻擊對他來說都不痛不癢！,此人真乃守禦驚世之才，敵衆猛攻視若無物！,hv_skill_ability_stalwart_defender_resolve_description
Stalwart Defender,坚防,MappedByPattern,坚防,坚防,坚防,False,True,步步為營,MappedByPattern,步步為營,步步為營,堅防,hv_skill_ability_stalwart_defender_expertise_name
