Text,Count,Mapped by text,Mapped by pattern,File
"Average Range, Low Armour-Piercing Damage, Fast Reload",3,一般距离，穿甲伤害低，射击速率快,,text/_hvo/hv_TEXT_unit_ui_group_t1_VM.loc
Azure Dragons,1,,,text/_hvo/hv_TEXT_unit_text_replacements.loc
Bandit Hunters,1,,山贼猎手,text/_hvo/hv_TEXT_unit_text_replacements.loc
Bandit Marauders,1,,山贼劫匪,text/_hvo/hv_TEXT_unit_text_replacements.loc
Bandit Queen,1,,,text/_hvo/hv_TEXT_cb_loadout.loc
Bandit Raiders,1,,山贼劫匪,text/_hvo/hv_TEXT_unit_text_replacements.loc
Bandit Slayer,1,荡寇将军,,text/_hvo/hv_TEXT_ceo_career.loc
Bandit Spear Gang,1,,山贼矛兵团,text/_hvo/hv_TEXT_unit_text_replacements.loc
Bandit Warriors,1,,山贼勇士,text/_hvo/hv_TEXT_unit_text_replacements.loc
Banditry,1,,,text/_hvo/hv_TEXT_building.loc
Bandits Captain,1,,山贼伯长,text/_hvo/hv_TEXT_unit_text_replacements.loc
Barded,3,,,text/_hvo/hv_TEXT_unit_abilities.loc
Barn Swallows,1,燕子兵,,text/_hvo/hv_TEXT_unit_text_replacements.loc
Battle Trance,4,乱战,,text/_hvo/hv_TEXT_unit_abilities.loc
Be cunning and full of tricks and your people shall never be destroyed.,2,,,text/_hvo/z_dummy_hv_TEXT_non_deployable.loc
"Being a tribal people, the Shanyue are unused to the urban and decadent cities of the Han and prefer a life in encamped in the wilderness. Although not nomadic, the hill tribes are nevertheless a more pastoral, agricultural peoples. \\n\\n From their camps, they can both tend to their needs as a people and prepare themselves, militarily, for the ever-present and increasing threat of invasion from the North.",1,,,text/_hvo/hv_TEXT_building.loc
Binding Fury,3,,,text/_hvo/hv_TEXT_skills_skill_skill_name_desc.loc
Black Mountain,1,黑山,,text/_hvo/hv_TEXT_pooled_resource.loc
Black Mountain / Opportunistic Alignment,1,黑山/趋利之盟,,text/_hvo/hv_TEXT_frontend_features.loc
Black Mountain Bandits Axemen,1,,黑山匪徒斧手,text/_hvo/hv_TEXT_unit_text_replacements.loc
Black Mountain Bandits Spearmen,1,,黑山匪徒矛兵,text/_hvo/hv_TEXT_unit_text_replacements.loc
Black Mountain Brotherhood,3,,,text/_hvo/hv_TEXT_unit_abilities.loc
Black Mountain bandits exploit the chaos to bolster their numbers.,2,黑山贼乘乱以增其之数。,,text/_hvo/hv_TEXT_pooled_resource.loc
Black Mountain: Few,1,黑山：量小力微,,text/_hvo/hv_TEXT_effects_pooled_resource.loc
Black Mountain: Formidable,1,黑山：望而生畏,,text/_hvo/hv_TEXT_effects_pooled_resource.loc
Black Mountain: Organised,1,黑山：同心协力,,text/_hvo/hv_TEXT_effects_pooled_resource.loc
Black Mountain: Overwhelming,1,黑山：势不可遏,,text/_hvo/hv_TEXT_effects_pooled_resource.loc
Black Mountain: Scattered,1,黑山：四散而逃,,text/_hvo/hv_TEXT_effects_pooled_resource.loc
Blade Breaker,1,,,text/_hvo/hv_TEXT_skills_skill_skill_name_desc.loc
Blade Mastery,7,,,text/_hvo/hv_TEXT_skills_skill_ability_name_desc.loc
Blazing Roar,1,,,text/_hvo/hv_TEXT_skills_skill_skill_name_desc.loc
Blazing Saddles,1,,,text/_hvo/hv_TEXT_skills_skill_skill_name_desc.loc
Blood Seekers,1,嗜血兵,,text/_hvo/hv_TEXT_unit_text_replacements.loc
Blood Thirst,3,嗜血成性,,text/_hvo/hv_TEXT_unit_abilities.loc
Bloody Fury,1,,,text/_hvo/hv_TEXT_skills_skill_skill_name_desc.loc
Blowpipes (Buqu),2,,吹箭手（部曲）,text/_hvo/hv_TEXT_unit_ui_group_t2.loc
Blowpipes (Elite),2,,吹箭手（精锐）,text/_hvo/hv_TEXT_unit_ui_group_t3.loc
Blowpipes (Militia),2,,吹箭手（民兵）,text/_hvo/hv_TEXT_unit_ui_group_t1.loc
Blue Turbans,1,蓝巾兵,,text/_hvo/hv_TEXT_unit_text_replacements.loc
Bolster,3,支持,,text/_hvo/hv_TEXT_unit_abilities.loc
Bomb Slingers,1,爆弹兵,,text/_hvo/hv_TEXT_unit_text_replacements.loc
"Born from refugees and those peoples who would not submit to the Han empire, these White Tiger Strays have thrown their lot with Yan Baihu, hoping to safeguard their independance. Wearing bad equipment, the most valuable thing they offer to their commanders is their lives; to sell dearly as better men win the battle for them.",1,,,text/_hvo/hv_TEXT_unit_long_desc.loc
"Born to hold the line, This warrior shrugs off attacks as if they were nothing!",3,此人是天生的护卫将才，所有攻击对他来说都不痛不痒！,,text/_hvo/hv_TEXT_skills_skill_ability_name_desc.loc
Bow Cavalry (Buqu),8,,持弓骑兵（部曲）,text/_hvo/hv_TEXT_unit_ui_group_t2.loc
Bow Cavalry (Elite),7,,持弓骑兵（精锐）,text/_hvo/hv_TEXT_unit_ui_group_t3.loc
Bow Cavalry (Militia),7,,持弓骑兵（民兵）,text/_hvo/hv_TEXT_unit_ui_group_t1.loc
Bow Infantry (Buqu),6,,持弓步兵（部曲）,text/_hvo/hv_TEXT_unit_ui_group_t2.loc
Bow Infantry (Captain),1,,持弓步兵（伯长）,text/_hvo/hv_TEXT_unit_ui_group_VM.loc
Bow Infantry (Elite),8,,持弓步兵（精锐）,text/_hvo/hv_TEXT_unit_ui_group_t3.loc
Bow Infantry (Militia),6,,持弓步兵（民兵）,text/_hvo/hv_TEXT_unit_ui_group_t1.loc
"Brandishing their Ji expertly, these men will uphold the fearsome reputation of the Xiliang army.",1,这些人熟练地挥舞着战戟，他们会维护西凉军可怕的声誉。,,text/_hvo/hv_TEXT_unit_desc.loc
Bravery drives a warrior to battle more effectively than any general; a great axe keeps them there.,1,勇气是最好的将领，能带领士兵踏上沙场。良斧在手，则能让士兵在沙场存活。,,text/_hvo/hv_TEXT_unit_desc.loc
Brawl,5,殴打,,text/_hvo/hv_TEXT_skills_skill_ability_name_desc.loc
Bring the fight to them and they will hold their ground.,2,,,text/_hvo/hv_TEXT_unit_abilities.loc
Bringers of Righteousness,1,,,text/_hvo/hv_TEXT_unit_text_replacements.loc
Brute Power,9,愈战愈怒,,text/_hvo/hv_TEXT_skills_skill_ability_name_desc.loc
Buddhism,1,佛教,,text/_hvo/hv_TEXT_etc.loc
Buildings,6,,,text/_hvo/hv_TEXT_pooled_resource.loc
Bulldoze,4,横冲直撞,,text/_hvo/hv_TEXT_unit_abilities.loc
Buqu Archers,1,,部曲弓手,text/_hvo/hv_TEXT_unit_text_replacements.loc
Buqu Axemen,1,,部曲斧手,text/_hvo/hv_TEXT_unit_text_replacements.loc
Buqu Crossbowmen,1,,部曲弩兵,text/_hvo/hv_TEXT_unit_text_replacements.loc
Buqu Ji Infantry,1,,部曲戟步兵,text/_hvo/hv_TEXT_unit_text_replacements.loc
Buqu Lancer Cavalry,1,,部曲戟骑兵,text/_hvo/hv_TEXT_unit_text_replacements.loc
Buqu Long Axemen,1,,部曲长斧手,text/_hvo/hv_TEXT_unit_text_replacements.loc
Buqu Mounted Archers,1,,部曲弓骑兵,text/_hvo/hv_TEXT_unit_text_replacements.loc
Buqu Raid Cavalry,1,,部曲游骑,text/_hvo/hv_TEXT_unit_text_replacements.loc
Buqu Repeating Crossbowmen,1,,部曲连弩手,text/_hvo/hv_TEXT_unit_text_replacements.loc
Buqu Sabre Cavalry,1,,部曲刀骑兵,text/_hvo/hv_TEXT_unit_text_replacements.loc
Buqu Sabre Infantry,1,,部曲持刀步兵,text/_hvo/hv_TEXT_unit_text_replacements.loc
Buqu Spearmen,1,,部曲矛兵,text/_hvo/hv_TEXT_unit_text_replacements.loc
Buqu Swordsmen of Yuan,1,,部曲袁氏剑兵,text/_hvo/hv_TEXT_unit_text_replacements.loc
Buqu of the Left General,1,左将军部曲,,text/_hvo/hv_TEXT_unit_text_replacements.loc
Burning Soul,5,,,text/_hvo/hv_TEXT_skills_skill_ability_name_desc.loc
Buy nothing,1,无意购买,,text/_hvo/hv_TEXT_events.loc
"By the time the victim is aware of what has happened, it is already too late.",1,等到敌人发现之时就已为时已晚。,,text/_hvo/hv_TEXT_skills_skill_ability_name_desc.loc
CUSTOM BATTLE (BETA),1,自定义战斗（BETA）,,text/_hvo/hv_TEXT_etc.loc
CUSTOM BATTLE (WIP),1,自定义战斗（WIP）,,text/_hvo/!hv_TEXT_system.loc
Cai Yan is free once more.,1,蔡文姬获救。,,text/_hvo/hv_TEXT_events.loc
Calm Down,1,镇静,,text/_hvo/hv_TEXT_skills_skill_ability_name_desc.loc
Caltrops,3,,,text/_hvo/hv_TEXT_unit_abilities.loc
Cao Ang's Armour,1,曹昂的护甲,,text/_hvo/hv_TEXT_ceo_career.loc
Cao Cao,1,,,text/_hvo/hv_TEXT_cb_loadout.loc
Cao Cao's ordered mind encourages his forces to more efficient action!,1,,,text/_hvo/hv_TEXT_skills_skill_skill_name_desc.loc
Cao Cao's presence dampens the enemy's will.,2,曹操在场，敌人意志消沉。,,text/_hvo/hv_TEXT_unit_abilities.loc
Cao Cao's presence unnerves the enemy general!,2,曹操在场，敌将备受压制！,,text/_hvo/hv_TEXT_skills_skill_ability_name_desc.loc
Cao Zhi's Armour,1,曹植的护甲,,text/_hvo/hv_TEXT_ceo_career.loc
Captain,1,校尉,,text/_hvo/hv_TEXT_unit_text_replacements.loc
Captain of Yuan House,1,袁氏校尉,,text/_hvo/hv_TEXT_unit_text_replacements.loc
Carefully approach and go for the throat.,3,,,text/_hvo/hv_TEXT_skills_skill_ability_name_desc.loc
Ceasefire,1,,,text/_hvo/hv_TEXT_skills_skill_skill_name_desc.loc
Cement your rule with legitimacy! Build an Imperial City that will be the envy of other warlords. All under heaven will look to you for leadership.,6,要称霸就要有正统的名义。若能建造一座万人敬仰的都城，便可彰显实力，天下人必当归顺。,,text/_hvo/hv_TEXT_events.loc
"Certain polearms, such as the Ji, can parry incoming attacks.",1,像戟这样的长柄武器可以阻挡对方的攻击。,,text/_hvo/hv_TEXT_unit_abilities_hit_effects.loc
Chanters,1,,,text/_hvo/hv_TEXT_unit_text_replacements.loc
Charge like unstoppable bulls.,1,,,text/_hvo/hv_TEXT_unit_abilities.loc
Chen Crossbow Defenders,1,,陈国弩卫,text/_hvo/hv_TEXT_unit_text_replacements.loc
Chen Crossbow Peacekeepers,1,,陈国泰平弩卫,text/_hvo/hv_TEXT_unit_text_replacements.loc
Chen Crossbow Shot,3,,,text/_hvo/hv_TEXT_unit_abilities_hit_effects.loc
Chen Halberd Peacekeepers,1,,陈国泰平戟卫,text/_hvo/hv_TEXT_unit_text_replacements.loc
Chen Peacekeepers for recruitment: %+n,1,,,text/_hvo/hv_TEXT_effects_unit_cap.loc
Chen Repeating Crossbow Defenders,1,,陈国连弩卫,text/_hvo/hv_TEXT_unit_text_replacements.loc
Chen Royal Guard Cavalry,1,,陈国羽林骑,text/_hvo/hv_TEXT_unit_text_replacements.loc
Chen Spear Defenders,1,,陈国持矛卫士,text/_hvo/hv_TEXT_unit_text_replacements.loc
Cheng Pu,1,,,text/_hvo/hv_TEXT_cb_loadout.loc
Children of the forest,1,森林之子,,text/_hvo/hv_TEXT_unit_text_replacements.loc
China will be ruled by might,1,,,text/_hvo/hv_TEXT_events_rules.loc
China will be ruled by virtue,1,,,text/_hvo/hv_TEXT_events_rules.loc
Choose the targets to focus fire.,4,,,text/_hvo/hv_TEXT_skills_skill_ability_name_desc.loc
Chosen of the Eight Immortals,1,,,text/_hvo/hv_TEXT_unit_text_replacements.loc
Chunyu Qiong,1,淳于琼,,text/_hvo/hv_TEXT_cb_loadout.loc
Chunyu Qiong finally came to his senses! He is no longer a drunkard but a general who can lead an army.,1,淳于琼终于想通了！他不再是个酒鬼，而是个能带兵的将领。,,text/_hvo/hv_TEXT_events.loc
Chunyu Qiong sobers up,1,淳于琼不再酗酒,,text/_hvo/hv_TEXT_events.loc
City Expansion,2,扩展城市,,text/_hvo/hv_TEXT_skills_additional.loc
City Recovery,1,城市复兴,,text/_hvo/z_dummy_hv_TEXT_non_deployable.loc
Clarity,1,,,text/_hvo/hv_TEXT_skills_basic.loc
Coherence in thought and speech brings clear advantage.,1,,,text/_hvo/hv_TEXT_skills_basic.loc
Colonel of the Xiliang Army,1,西凉军校尉,,text/_hvo/hv_TEXT_effects_ceo.loc
Colonel of the Xiliang Army can be earned when occupied,1,占据时可获得西凉军校尉,,text/_hvo/hv_TEXT_region_army.loc
Combined Weapons Infantry (Buqu),12,,复合武器步兵（部曲）,text/_hvo/hv_TEXT_unit_ui_group_t2.loc
Combined Weapons Infantry (Elite),10,,复合武器步兵（精锐）,text/_hvo/hv_TEXT_unit_ui_group_t3.loc
Combined Weapons Infantry (Militia),9,,复合武器步兵（民兵）,text/_hvo/hv_TEXT_unit_ui_group_t1.loc
Commanding Shout,11,,,text/_hvo/hv_TEXT_skills_skill_ability__historical.loc
Commission,6,委任,,text/_hvo/hv_TEXT_events.loc
Common Cavalry,1,,普通骑兵,text/_hvo/hv_TEXT_unit_ui_group_VM.loc
Common Melee Infantry,1,,普通近战步兵,text/_hvo/hv_TEXT_unit_ui_group_VM.loc
Common Polearm Infantry,1,,普通持戟步兵,text/_hvo/hv_TEXT_unit_ui_group_VM.loc
Common Ranged Infantry,1,,普通远程步兵,text/_hvo/hv_TEXT_unit_ui_group_VM.loc
Complete missions to bolster your faction!,1,完成任务可以增强您的势力！,,text/_hvo/hv_TEXT_events.loc
Completing these missions will gather northern colonels to your cause.,1,完成这些任务，北军校尉就会为您效力。,,text/_hvo/hv_TEXT_events.loc
"Concentrate on the moment: fight, don't think. Use your instincts.",2,,,text/_hvo/z_dummy_hv_TEXT_non_deployable.loc
Condemn,3,,,text/_hvo/hv_TEXT_skills_skill_ability_name_desc.loc
Condemned Howl,2,,,text/_hvo/hv_TEXT_skills_skill_ability_name_desc.loc
Confidence and pride go hand in hand.,1,,,text/_hvo/hv_TEXT_skills_skill_skill_name_desc.loc
Confront the large white tiger,1,与巨型白虎对峙,,text/_hvo/hv_TEXT_events.loc
Confucianist,1,儒生,,text/_hvo/z_dummy_hv_TEXT_non_deployable.loc
Confucius Institute,4,孔子学院,,text/_hvo/hv_TEXT_building.loc
Congestion,1,拥堵,,text/_hvo/hv_TEXT_effect_faction.loc
Conquest Yellow Turbans,1,剿灭黄巾,,text/_hvo/hv_TEXT_etc.loc
Council Proctor,1,县丞,,text/_hvo/z_dummy_hv_TEXT_non_deployable.loc
Courage and energy are rising.,1,勇气与精力皆以重振。,,text/_hvo/hv_TEXT_unit_abilities.loc
Courage of Eastern Wu,4,东吴之勇,,text/_hvo/hv_TEXT_skills_skill_ability_wu_brave.loc
Court Management,1,宫廷管理,,text/_hvo/hv_TEXT_skills_additional.loc
Covers ally troops to retreat safely.,1,掩护友军安全撤离。,,text/_hvo/hv_TEXT_unit_abilities.loc
Crossbow Artillery,3,弩炮,,text/_hvo/hv_TEXT_unit_ui_group_t1.loc
Crossbow Artillery (Buqu),1,,弩炮（部曲）,text/_hvo/hv_TEXT_unit_ui_group_t2_VM.loc
Crossbow Artillery (Elite),1,,弩炮（精锐）,text/_hvo/hv_TEXT_unit_ui_group_t3_VM.loc
Crossbow Artillery (Militia),1,,弩炮（民兵）,text/_hvo/hv_TEXT_unit_ui_group_t1_VM.loc
Crossbow Cavalry (Buqu),4,,持弩骑兵（部曲）,text/_hvo/hv_TEXT_unit_ui_group_t2.loc
Crossbow Cavalry (Elite),4,,持弩骑兵（精锐）,text/_hvo/hv_TEXT_unit_ui_group_t3.loc
Crossbow Cavalry (Militia),4,,持弩骑兵（民兵）,text/_hvo/hv_TEXT_unit_ui_group_t1.loc
Crossbow Infantry (Buqu),12,,持弩步兵（部曲）,text/_hvo/hv_TEXT_unit_ui_group_t2.loc
Crossbow Infantry (Elite),12,,持弩步兵（精锐）,text/_hvo/hv_TEXT_unit_ui_group_t3.loc
Crossbow Infantry (Militia),11,,持弩步兵（民兵）,text/_hvo/hv_TEXT_unit_ui_group_t1.loc
Cruel Command,5,,,text/_hvo/hv_TEXT_skills_skill_ability_name_desc.loc
Cry of the Forest,1,,,text/_hvo/hv_TEXT_skills_skill_skill_name_desc.loc
Cultural friction has caused inter-ethnic conflict between Qiang barbarians and Han settlers. The turmoil is pushing many to leave the region.,2,,,text/_hvo/hv_TEXT_events.loc
Cultural friction has caused inter-ethnic conflict between Shanyue barbarians and Han settlers. The turmoil is pushing many to leave the region.,2,,,text/_hvo/hv_TEXT_events.loc
Cultural friction has caused inter-ethnic conflict between Wuhuan barbarians and Han settlers. The turmoil is pushing many to leave the region.,2,,,text/_hvo/hv_TEXT_events.loc
Cultural friction has caused inter-ethnic conflict between Xiongnu barbarians and Han settlers. The turmoil is pushing many to leave the region.,2,,,text/_hvo/hv_TEXT_events.loc
Cunning,2,智谋,,text/_hvo/z_dummy_hv_TEXT_non_deployable.loc
Cunning Monkeys,1,狡猴兵,,text/_hvo/hv_TEXT_unit_text_replacements.loc
DEBUG GUY,1,校尉,,text/_hvo/hv_TEXT_cb_loadout.loc
Danyang Archers,1,,丹阳弓手,text/_hvo/hv_TEXT_unit_text_replacements.loc
Danyang Spearmen,1,,丹阳矛兵,text/_hvo/hv_TEXT_unit_text_replacements.loc
Danyang Troop Barrack,1,丹阳部队军营,,text/_hvo/hv_TEXT_building.loc
Danyang Troop Encampment,1,丹阳部队营寨,,text/_hvo/hv_TEXT_building.loc
Danyang Troop Post,2,丹阳部队据点,,text/_hvo/hv_TEXT_building.loc
Danyang Troop Tally,1,丹阳虎符,,text/_hvo/hv_TEXT_effects_ceo.loc
Danyang Troops Officer,1,丹阳部队士官,,text/_hvo/hv_TEXT_effects_ceo.loc
Danyang Veterans,1,,丹阳宿卫,text/_hvo/hv_TEXT_unit_text_replacements.loc
Danyang troop tally can be earned when occupied,1,占据时可获得丹阳虎符,,text/_hvo/hv_TEXT_region_army.loc
Dead or Alive,3,,,text/_hvo/hv_TEXT_unit_abilities.loc
Decay,6,,,text/_hvo/hv_TEXT_pooled_resource.loc
Decrease,5,,,text/_hvo/hv_TEXT_pooled_resource.loc
Defeat,2,,,text/_hvo/hv_TEXT_pooled_resource.loc
Defence Hardened,3,,,text/_hvo/hv_TEXT_unit_abilities.loc
Defenders of Earth,2,,,text/_hvo/hv_TEXT_unit_text_replacements.loc
Defense is the best attack.,1,,,text/_hvo/hv_TEXT_unit_abilities.loc
Defensive Stance,3,防御姿态,,text/_hvo/hv_TEXT_unit_abilities.loc
Delivers a very powerful blow.,4,可发出非常有力的一击。,,text/_hvo/hv_TEXT_skills_skill_ability_name_desc.loc
Desperate Cry,4,,,text/_hvo/hv_TEXT_skills_skill_ability_name_desc.loc
Desperate Stand,3,背水一战,,text/_hvo/hv_TEXT_unit_abilities.loc
Desperation soon leads to violence.,1,,,text/_hvo/hv_TEXT_unit_abilities.loc
Determination and grit allow all attacks to be dodged.,2,,,text/_hvo/hv_TEXT_skills_skill_skill_name_desc.loc
Devastating Roar,1,,,text/_hvo/hv_TEXT_skills_skill_skill_name_desc.loc
Devoted Mother,2,躬亲主母,,text/_hvo/hv_TEXT_ceo_career.loc
Dian Wei,1,,,text/_hvo/hv_TEXT_cb_loadout.loc
Diligence,1,,,text/_hvo/hv_TEXT_skills_basic.loc
Disorientate,4,,,text/_hvo/hv_TEXT_skills_skill_ability_name_desc.loc
Distant Courage,2,,,text/_hvo/hv_TEXT_skills_skill_skill_name_desc.loc
Distracts the focus of enemy ranged troops.,3,分散敌军远程部队的注意力。,,text/_hvo/hv_TEXT_skills_skill_ability_name_desc.loc
Disturb,5,搅扰,,text/_hvo/hv_TEXT_skills_skill_ability_name_desc.loc
Disturbance,1,扰乱,,text/_hvo/hv_TEXT_skills_additional.loc
Do not let emotion cloud your acuity.,1,,,text/_hvo/hv_TEXT_skills_skill_skill_name_desc.loc
Dong Min,1,董旻,,text/_hvo/hv_TEXT_cb_loadout.loc
Dong Zhuo,1,,,text/_hvo/hv_TEXT_cb_loadout.loc
Dong Zhuo's Command,5,,,text/_hvo/hv_TEXT_skills_skill_ability_name_desc.loc
Dongzhoubing Defenders,1,,,text/_hvo/hv_TEXT_unit_text_replacements.loc
Dongzhoubing Marksmen,1,,,text/_hvo/hv_TEXT_unit_text_replacements.loc
Dragon Rising,3,觉醒之龙,,text/_hvo/hv_TEXT_unit_abilities.loc
Dragonlings,1,少龙兵,,text/_hvo/hv_TEXT_unit_text_replacements.loc
Drifting Warmongers,1,漂流战贩,,text/_hvo/hv_TEXT_unit_text_replacements.loc
Dual Wield Hafted Weapon Cavalry (Buqu),1,,双斧骑兵（部曲）,text/_hvo/hv_TEXT_unit_ui_group_t2.loc
