English,MappedZhcn,SourceZhcn,VanillaZhcn,IascusZhcn,ProcrastinatorZhcn,PikaManZhcn,DiffZhcn,MappedZhtw,SourceZhtw,VanillaZhtw,IascusZhtw,ProcrastinatorZhtw,PikaManZhtw,DiffZhtw,SkillKey
A remarkable talent.,才华横溢,MappedByText,,才华横溢,才华横溢,,False,才華橫溢,MappedByText,,才華橫溢,才華橫溢,,False,hv_skill_add_talent_xiahou_dun_4B_description
Second Characteristic,个性二,MappedByPattern,,,,,True,特性二,MappedByPattern,,,,,True,hv_skill_add_talent_wu_anguo_4B_name
A remarkable talent.,才华横溢,MappedByText,,,,,True,才華橫溢,MappedByText,,,,,True,hv_skill_add_talent_wu_anguo_4B_description
Second Characteristic,个性二,MappedByPattern,,特性二,个性二,,False,特性二,MappedByPattern,,特性二,個性二,,True,hv_skill_add_talent_wood_03_4B_name
A remarkable talent.,才华横溢,MappedByText,,才华横溢,才华横溢,,False,才華橫溢,MappedByText,,才華橫溢,才華橫溢,,False,hv_skill_add_talent_wood_03_4B_description
Second Characteristic,个性二,MappedByPattern,,特性二,个性二,,False,特性二,MappedByPattern,,特性二,個性二,,True,hv_skill_add_talent_wood_02_4B_name
A remarkable talent.,才华横溢,MappedByText,,才华横溢,才华横溢,,False,才華橫溢,MappedByText,,才華橫溢,才華橫溢,,False,hv_skill_add_talent_wood_02_4B_description
Second Characteristic,个性二,MappedByPattern,,特性二,个性二,,False,特性二,MappedByPattern,,特性二,個性二,,True,hv_skill_add_talent_wood_01_4B_name
A remarkable talent.,才华横溢,MappedByText,,才华横溢,才华横溢,,False,才華橫溢,MappedByText,,才華橫溢,才華橫溢,,False,hv_skill_add_talent_wood_01_4B_description
Second Characteristic,个性二,MappedByPattern,,特性二,个性二,,False,特性二,MappedByPattern,,特性二,個性二,,True,hv_skill_add_talent_wen_chou_4B_name
A remarkable talent.,才华横溢,MappedByText,,才华横溢,才华横溢,,False,才華橫溢,MappedByText,,才華橫溢,才華橫溢,,False,hv_skill_add_talent_wen_chou_4B_description
Second Characteristic,个性二,MappedByPattern,,特性二,个性二,,False,特性二,MappedByPattern,,特性二,個性二,,True,hv_skill_add_talent_wei_yan_4B_name
A remarkable talent.,才华横溢,MappedByText,,才华横溢,才华横溢,,False,才華橫溢,MappedByText,,才華橫溢,才華橫溢,,False,hv_skill_add_talent_wei_yan_4B_description
Second Characteristic,个性二,MappedByPattern,,特性二,个性二,,False,特性二,MappedByPattern,,特性二,個性二,,True,hv_skill_add_talent_water_03_4B_name
A remarkable talent.,才华横溢,MappedByText,,才华横溢,才华横溢,,False,才華橫溢,MappedByText,,才華橫溢,才華橫溢,,False,hv_skill_add_talent_water_03_4B_description
Second Characteristic,个性二,MappedByPattern,,特性二,个性二,,False,特性二,MappedByPattern,,特性二,個性二,,True,hv_skill_add_talent_water_02_4B_name
A remarkable talent.,才华横溢,MappedByText,,才华横溢,才华横溢,,False,才華橫溢,MappedByText,,才華橫溢,才華橫溢,,False,hv_skill_add_talent_water_02_4B_description
Second Characteristic,个性二,MappedByPattern,,特性二,个性二,,False,特性二,MappedByPattern,,特性二,個性二,,True,hv_skill_add_talent_water_01_4B_name
A remarkable talent.,才华横溢,MappedByText,,才华横溢,才华横溢,,False,才華橫溢,MappedByText,,才華橫溢,才華橫溢,,False,hv_skill_add_talent_water_01_4B_description
Second Characteristic,个性二,MappedByPattern,,特性二,个性二,,False,特性二,MappedByPattern,,特性二,個性二,,True,hv_skill_add_talent_wang_lang_4B_name
A remarkable talent.,才华横溢,MappedByText,,才华横溢,才华横溢,,False,才華橫溢,MappedByText,,才華橫溢,才華橫溢,,False,hv_skill_add_talent_wang_lang_4B_description
Second Characteristic,个性二,MappedByPattern,,特性二,个性二,,False,特性二,MappedByPattern,,特性二,個性二,,True,hv_skill_add_talent_tao_qian_4B_name
A remarkable talent.,才华横溢,MappedByText,,才华横溢,才华横溢,,False,才華橫溢,MappedByText,,才華橫溢,才華橫溢,,False,hv_skill_add_talent_tao_qian_4B_description
Second Characteristic,个性二,MappedByPattern,,特性二,个性二,,False,特性二,MappedByPattern,,特性二,個性二,,True,hv_skill_add_talent_taishi_ci_4B_name
A remarkable talent.,才华横溢,MappedByText,,才华横溢,才华横溢,,False,才華橫溢,MappedByText,,才華橫溢,才華橫溢,,False,hv_skill_add_talent_taishi_ci_4B_description
Second Characteristic,个性二,MappedByPattern,,特性二,个性二,,False,特性二,MappedByPattern,,特性二,個性二,,True,hv_skill_add_talent_sun_quan_4B_name
A remarkable talent.,才华横溢,MappedByText,,才华横溢,才华横溢,,False,才華橫溢,MappedByText,,才華橫溢,才華橫溢,,False,hv_skill_add_talent_sun_quan_4B_description
Second Characteristic,个性二,MappedByPattern,,特性二,个性二,,False,特性二,MappedByPattern,,特性二,個性二,,True,hv_skill_add_talent_sun_jian_4B_name
A remarkable talent.,才华横溢,MappedByText,,才华横溢,才华横溢,,False,才華橫溢,MappedByText,,才華橫溢,才華橫溢,,False,hv_skill_add_talent_sun_jian_4B_description
Second Characteristic,个性二,MappedByPattern,,特性二,个性二,,False,特性二,MappedByPattern,,特性二,個性二,,True,hv_skill_add_talent_sun_ce_4B_name
A remarkable talent.,才华横溢,MappedByText,,才华横溢,才华横溢,,False,才華橫溢,MappedByText,,才華橫溢,才華橫溢,,False,hv_skill_add_talent_sun_ce_4B_description
Second Characteristic,个性二,MappedByPattern,,特性二,个性二,,False,特性二,MappedByPattern,,特性二,個性二,,True,hv_skill_add_talent_sima_yi_4B_name
A remarkable talent.,才华横溢,MappedByText,,才华横溢,才华横溢,,False,才華橫溢,MappedByText,,才華橫溢,才華橫溢,,False,hv_skill_add_talent_sima_yi_4B_description
Second Characteristic,个性二,MappedByPattern,,特性二,个性二,,False,特性二,MappedByPattern,,特性二,個性二,,True,hv_skill_add_talent_shi_xie_4B_name
A remarkable talent.,才华横溢,MappedByText,,才华横溢,才华横溢,,False,才華橫溢,MappedByText,,才華橫溢,才華橫溢,,False,hv_skill_add_talent_shi_xie_4B_description
Second Characteristic,个性二,MappedByPattern,,特性二,个性二,,False,特性二,MappedByPattern,,特性二,個性二,,True,hv_skill_add_talent_shen_pei_4B_name
A remarkable talent.,才华横溢,MappedByText,,才华横溢,才华横溢,,False,才華橫溢,MappedByText,,才華橫溢,才華橫溢,,False,hv_skill_add_talent_shen_pei_4B_description
Second Characteristic,个性二,MappedByPattern,,特性二,个性二,,False,特性二,MappedByPattern,,特性二,個性二,,True,hv_skill_add_talent_qu_gong_4B_name
A remarkable talent.,才华横溢,MappedByText,,才华横溢,才华横溢,,False,才華橫溢,MappedByText,,才華橫溢,才華橫溢,,False,hv_skill_add_talent_qu_gong_4B_description
Second Characteristic,个性二,MappedByPattern,,特性二,个性二,,False,特性二,MappedByPattern,,特性二,個性二,,True,hv_skill_add_talent_prince_liu_chong_4B_name
A remarkable talent.,才华横溢,MappedByText,,才华横溢,才华横溢,,False,才華橫溢,MappedByText,,才華橫溢,才華橫溢,,False,hv_skill_add_talent_prince_liu_chong_4B_description
Second Characteristic,个性二,MappedByPattern,,特性二,个性二,,False,特性二,MappedByPattern,,特性二,個性二,,True,hv_skill_add_talent_pang_tong_4B_name
A remarkable talent.,才华横溢,MappedByText,,才华横溢,才华横溢,,False,才華橫溢,MappedByText,,才華橫溢,才華橫溢,,False,hv_skill_add_talent_pang_tong_4B_description
Second Characteristic,个性二,MappedByPattern,,特性二,个性二,,False,特性二,MappedByPattern,,特性二,個性二,,True,hv_skill_add_talent_pang_de_4B_name
A remarkable talent.,才华横溢,MappedByText,,才华横溢,才华横溢,,False,才華橫溢,MappedByText,,才華橫溢,才華橫溢,,False,hv_skill_add_talent_pang_de_4B_description
Second Characteristic,个性二,MappedByPattern,,特性二,个性二,,False,特性二,MappedByPattern,,特性二,個性二,,True,hv_skill_add_talent_metal_03_4B_name
A remarkable talent.,才华横溢,MappedByText,,才华横溢,才华横溢,,False,才華橫溢,MappedByText,,才華橫溢,才華橫溢,,False,hv_skill_add_talent_metal_03_4B_description
Second Characteristic,个性二,MappedByPattern,,特性二,个性二,,False,特性二,MappedByPattern,,特性二,個性二,,True,hv_skill_add_talent_metal_02_4B_name
A remarkable talent.,才华横溢,MappedByText,,才华横溢,才华横溢,,False,才華橫溢,MappedByText,,才華橫溢,才華橫溢,,False,hv_skill_add_talent_metal_02_4B_description
Second Characteristic,个性二,MappedByPattern,,特性二,个性二,,False,特性二,MappedByPattern,,特性二,個性二,,True,hv_skill_add_talent_metal_01_4B_name
A remarkable talent.,才华横溢,MappedByText,,才华横溢,才华横溢,,False,才華橫溢,MappedByText,,才華橫溢,才華橫溢,,False,hv_skill_add_talent_metal_01_4B_description
Second Characteristic,个性二,MappedByPattern,,特性二,个性二,,False,特性二,MappedByPattern,,特性二,個性二,,True,hv_skill_add_talent_ma_teng_4B_name
A remarkable talent.,才华横溢,MappedByText,,才华横溢,才华横溢,,False,才華橫溢,MappedByText,,才華橫溢,才華橫溢,,False,hv_skill_add_talent_ma_teng_4B_description
Second Characteristic,个性二,MappedByPattern,,特性二,个性二,,False,特性二,MappedByPattern,,特性二,個性二,,True,hv_skill_add_talent_ma_chao_4B_name
A remarkable talent.,才华横溢,MappedByText,,才华横溢,才华横溢,,False,才華橫溢,MappedByText,,才華橫溢,才華橫溢,,False,hv_skill_add_talent_ma_chao_4B_description
Second Characteristic,个性二,MappedByPattern,,特性二,个性二,,False,特性二,MappedByPattern,,特性二,個性二,,True,hv_skill_add_talent_luo_jun_4B_name
A remarkable talent.,才华横溢,MappedByText,,才华横溢,才华横溢,,False,才華橫溢,MappedByText,,才華橫溢,才華橫溢,,False,hv_skill_add_talent_luo_jun_4B_description
Second Characteristic,个性二,MappedByPattern,,特性二,个性二,,False,特性二,MappedByPattern,,特性二,個性二,,True,hv_skill_add_talent_lu_zhi_4B_name
A remarkable talent.,才华横溢,MappedByText,,才华横溢,才华横溢,,False,才華橫溢,MappedByText,,才華橫溢,才華橫溢,,False,hv_skill_add_talent_lu_zhi_4B_description
Second Characteristic,个性二,MappedByPattern,,特性二,个性二,,False,特性二,MappedByPattern,,特性二,個性二,,True,hv_skill_add_talent_lu_bu_4B_name
A remarkable talent.,才华横溢,MappedByText,,才华横溢,才华横溢,,False,才華橫溢,MappedByText,,才華橫溢,才華橫溢,,False,hv_skill_add_talent_lu_bu_4B_description
Second Characteristic,个性二,MappedByPattern,,特性二,个性二,,False,特性二,MappedByPattern,,特性二,個性二,,True,hv_skill_add_talent_liu_zhang_4B_name
A remarkable talent.,才华横溢,MappedByText,,才华横溢,才华横溢,,False,才華橫溢,MappedByText,,才華橫溢,才華橫溢,,False,hv_skill_add_talent_liu_zhang_4B_description
Second Characteristic,个性二,MappedByPattern,,特性二,个性二,,False,特性二,MappedByPattern,,特性二,個性二,,True,hv_skill_add_talent_liu_yao_4B_name
A remarkable talent.,才华横溢,MappedByText,,才华横溢,才华横溢,,False,才華橫溢,MappedByText,,才華橫溢,才華橫溢,,False,hv_skill_add_talent_liu_yao_4B_description
Second Characteristic,个性二,MappedByPattern,,,,,True,特性二,MappedByPattern,,,,,True,hv_skill_add_talent_liu_yan_4B_name
A remarkable talent.,才华横溢,MappedByText,,,,,True,才華橫溢,MappedByText,,,,,True,hv_skill_add_talent_liu_yan_4B_description
Second Characteristic,个性二,MappedByPattern,,特性二,个性二,,False,特性二,MappedByPattern,,特性二,個性二,,True,hv_skill_add_talent_liu_biao_4B_name
A remarkable talent.,才华横溢,MappedByText,,才华横溢,才华横溢,,False,才華橫溢,MappedByText,,才華橫溢,才華橫溢,,False,hv_skill_add_talent_liu_biao_4B_description
Second Characteristic,个性二,MappedByPattern,,特性二,个性二,,False,特性二,MappedByPattern,,特性二,個性二,,True,hv_skill_add_talent_liu_bei_4B_name
A remarkable talent.,才华横溢,MappedByText,,才华横溢,才华横溢,,False,才華橫溢,MappedByText,,才華橫溢,才華橫溢,,False,hv_skill_add_talent_liu_bei_4B_description
Second Characteristic,个性二,MappedByPattern,,特性二,个性二,,False,特性二,MappedByPattern,,特性二,個性二,,True,hv_skill_add_talent_li_ru_4B_name
A remarkable talent.,才华横溢,MappedByText,,才华横溢,才华横溢,,False,才華橫溢,MappedByText,,才華橫溢,才華橫溢,,False,hv_skill_add_talent_li_ru_4B_description
Second Characteristic,个性二,MappedByPattern,,特性二,个性二,,False,特性二,MappedByPattern,,特性二,個性二,,True,hv_skill_add_talent_li_jue_4B_name
A remarkable talent.,才华横溢,MappedByText,,才华横溢,才华横溢,,False,才華橫溢,MappedByText,,才華橫溢,才華橫溢,,False,hv_skill_add_talent_li_jue_4B_description
Second Characteristic,个性二,MappedByPattern,,特性二,个性二,,False,特性二,MappedByPattern,,特性二,個性二,,True,hv_skill_add_talent_lady_zou_4B_name
A remarkable talent.,才华横溢,MappedByText,,才华横溢,才华横溢,,False,才華橫溢,MappedByText,,才華橫溢,才華橫溢,,False,hv_skill_add_talent_lady_zou_4B_description
Second Characteristic,个性二,MappedByPattern,,特性二,个性二,,False,特性二,MappedByPattern,,特性二,個性二,,True,hv_skill_add_talent_lady_zhen_4B_name
A remarkable talent.,才华横溢,MappedByText,,才华横溢,才华横溢,,False,才華橫溢,MappedByText,,才華橫溢,才華橫溢,,False,hv_skill_add_talent_lady_zhen_4B_description
Second Characteristic,个性二,MappedByPattern,,特性二,个性二,,False,特性二,MappedByPattern,,特性二,個性二,,True,hv_skill_add_talent_lady_zhang_xingcai_4B_name
A remarkable talent.,才华横溢,MappedByText,,才华横溢,才华横溢,,False,才華橫溢,MappedByText,,才華橫溢,才華橫溢,,False,hv_skill_add_talent_lady_zhang_xingcai_4B_description
Second Characteristic,个性二,MappedByPattern,,特性二,个性二,,False,特性二,MappedByPattern,,特性二,個性二,,True,hv_skill_add_talent_lady_zhang_jinglan_4B_name
A remarkable talent.,才华横溢,MappedByText,,才华横溢,才华横溢,,False,才華橫溢,MappedByText,,才華橫溢,才華橫溢,,False,hv_skill_add_talent_lady_zhang_jinglan_4B_description
Second Characteristic,个性二,MappedByPattern,,特性二,个性二,,False,特性二,MappedByPattern,,特性二,個性二,,True,hv_skill_add_talent_lady_yuan_anyang_4B_name
A remarkable talent.,才华横溢,MappedByText,,才华横溢,才华横溢,,False,才華橫溢,MappedByText,,才華橫溢,才華橫溢,,False,hv_skill_add_talent_lady_yuan_anyang_4B_description
Second Characteristic,个性二,MappedByPattern,,特性二,个性二,,False,特性二,MappedByPattern,,特性二,個性二,,True,hv_skill_add_talent_lady_wu_minyu_4B_name
A remarkable talent.,才华横溢,MappedByText,,才华横溢,才华横溢,,False,才華橫溢,MappedByText,,才華橫溢,才華橫溢,,False,hv_skill_add_talent_lady_wu_minyu_4B_description
