Key,Text,Tooltip,English,Override by key,Mapped by text,Vanilla,Exact,Eng-short,Source,Short Key,File
building_short_description_texts_short_description_hv_subtown_yellow_turban_synad_01,短描述,False,short_description,,短描述,,,,Mapped by text,building_short_description_texts_short_description_hv_subtown_yellow_turban_synad,hv_TEXT_building.loc
building_short_description_texts_short_description_hv_subtown_yellow_turban_synad_02,短描述,False,short_description,,短描述,,,,Mapped by text,building_short_description_texts_short_description_hv_subtown_yellow_turban_synad,hv_TEXT_building.loc
building_short_description_texts_short_description_hv_subtown_yellow_turban_synad_03,短描述,False,short_description,,短描述,,,,Mapped by text,building_short_description_texts_short_description_hv_subtown_yellow_turban_synad,hv_TEXT_building.loc
custom_battle_loadouts_name_3k_main_custom_battle_loadout_test,校尉,False,DEBUG GUY,,校尉,,,,Mapped by text,custom_battle_loadouts_name_3k_main_custom_battle_loadout,hv_TEXT_cb_loadout.loc
custom_battle_loadouts_name_hv_cb_loadout_liu_bei_01,劉備,False,Liu Bei,,,劉備,,,Vanilla,custom_battle_loadouts_name_hv_cb_loadout_liu_bei,hv_TEXT_cb_loadout.loc
custom_battle_loadouts_name_hv_cb_loadout_liu_bei_02,蜀王,False,King of Shu,,,蜀王,,,Vanilla,custom_battle_loadouts_name_hv_cb_loadout_liu_bei,hv_TEXT_cb_loadout.loc
custom_battle_loadouts_name_hv_cb_loadout_zheng_jiang_01,鄭姜,False,Zheng Jiang,,,鄭姜,,,Vanilla,custom_battle_loadouts_name_hv_cb_loadout_zheng_jiang,hv_TEXT_cb_loadout.loc
custom_battle_loadouts_name_hv_cb_loadout_zheng_jiang_02,盜賊女王,False,Bandit Queen,,,盜賊女王,,,Vanilla,custom_battle_loadouts_name_hv_cb_loadout_zheng_jiang,hv_TEXT_cb_loadout.loc
custom_battle_loadouts_name_hv_cb_loadout_he_yi_01,何儀,False,He Yi,,,何儀,,,Vanilla,custom_battle_loadouts_name_hv_cb_loadout_he_yi,hv_TEXT_cb_loadout.loc
custom_battle_loadouts_name_hv_cb_loadout_he_yi_02,黃巾軍將領,False,The Yellow Warlord,,黃巾軍將領,,,,Mapped by text,custom_battle_loadouts_name_hv_cb_loadout_he_yi,hv_TEXT_cb_loadout.loc
custom_battle_loadouts_name_hv_cb_loadout_zhuge_liang_01,諸葛亮,False,Zhuge Liang,,,諸葛亮,,,Vanilla,custom_battle_loadouts_name_hv_cb_loadout_zhuge_liang,hv_TEXT_cb_loadout.loc
custom_battle_loadouts_name_hv_cb_loadout_guan_yu_01,關羽,False,Guan Yu,,,關羽,,,Vanilla,custom_battle_loadouts_name_hv_cb_loadout_guan_yu,hv_TEXT_cb_loadout.loc
custom_battle_loadouts_name_hv_cb_loadout_zhang_fei_01,張飛,False,Zhang Fei,,,張飛,,,Vanilla,custom_battle_loadouts_name_hv_cb_loadout_zhang_fei,hv_TEXT_cb_loadout.loc
custom_battle_loadouts_name_hv_cb_loadout_zhao_yun_01,趙雲,False,Zhao Yun,,,趙雲,,,Vanilla,custom_battle_loadouts_name_hv_cb_loadout_zhao_yun,hv_TEXT_cb_loadout.loc
custom_battle_loadouts_name_hv_cb_loadout_cao_cao_01,曹操,False,Cao Cao,,,曹操,,,Vanilla,custom_battle_loadouts_name_hv_cb_loadout_cao_cao,hv_TEXT_cb_loadout.loc
custom_battle_loadouts_name_hv_cb_loadout_cao_cao_02,魏王,False,King of Wei,,,魏王,,,Vanilla,custom_battle_loadouts_name_hv_cb_loadout_cao_cao,hv_TEXT_cb_loadout.loc
custom_battle_loadouts_name_hv_cb_loadout_lu_zheng_01,陸政,False,Lu Zheng,,陸政,,,,Mapped by text,custom_battle_loadouts_name_hv_cb_loadout_lu_zheng,hv_TEXT_cb_loadout.loc
custom_battle_loadouts_name_hv_cb_loadout_zhang_yan_01,張燕,False,Zhang Yan,,,張燕,,,Vanilla,custom_battle_loadouts_name_hv_cb_loadout_zhang_yan,hv_TEXT_cb_loadout.loc
custom_battle_loadouts_name_hv_cb_loadout_zhang_yan_02,黑山首領,False,King of the Black Mountain,,,黑山首領,,,Vanilla,custom_battle_loadouts_name_hv_cb_loadout_zhang_yan,hv_TEXT_cb_loadout.loc
custom_battle_loadouts_name_hv_cb_loadout_yan_baihu_01,嚴白虎,False,Yan Baihu,,,嚴白虎,,,Vanilla,custom_battle_loadouts_name_hv_cb_loadout_yan_baihu,hv_TEXT_cb_loadout.loc
custom_battle_loadouts_name_hv_cb_loadout_yan_baihu_02,東吳德王,False,The White Tiger,,,東吳德王,,,Vanilla,custom_battle_loadouts_name_hv_cb_loadout_yan_baihu,hv_TEXT_cb_loadout.loc
custom_battle_loadouts_name_hv_cb_loadout_yan_yu_01,嚴輿,False,Yan Yu,,,嚴輿,,,Vanilla,custom_battle_loadouts_name_hv_cb_loadout_yan_yu,hv_TEXT_cb_loadout.loc
custom_battle_loadouts_name_hv_cb_loadout_qu_gong_01,瞿恭,False,Qu Gong,,瞿恭,,,,Mapped by text,custom_battle_loadouts_name_hv_cb_loadout_qu_gong,hv_TEXT_cb_loadout.loc
custom_battle_loadouts_name_hv_cb_loadout_sun_ce_01,孫策,False,Sun Ce,,,孫策,,,Vanilla,custom_battle_loadouts_name_hv_cb_loadout_sun_ce,hv_TEXT_cb_loadout.loc
custom_battle_loadouts_name_hv_cb_loadout_sun_ce_02,小霸王,False,Little Conqueror,,,小霸王,,,Vanilla,custom_battle_loadouts_name_hv_cb_loadout_sun_ce,hv_TEXT_cb_loadout.loc
custom_battle_loadouts_name_hv_cb_loadout_lu_bu_01,呂布,False,Lu Bu,,呂布,,,,Mapped by text,custom_battle_loadouts_name_hv_cb_loadout_lu_bu,hv_TEXT_cb_loadout.loc
custom_battle_loadouts_name_hv_cb_loadout_lu_bu_02,無雙猛士,False,Warrior Without Equal,,無雙猛士,武藝無雙,,,Mapped by text,custom_battle_loadouts_name_hv_cb_loadout_lu_bu,hv_TEXT_cb_loadout.loc
custom_battle_loadouts_name_hv_cb_loadout_dong_zhuo_01,董卓,False,Dong Zhuo,,,董卓,,,Vanilla,custom_battle_loadouts_name_hv_cb_loadout_dong_zhuo,hv_TEXT_cb_loadout.loc
custom_battle_loadouts_name_hv_cb_loadout_dong_zhuo_02,暴君,False,Tyrant,,,暴君,,,Vanilla,custom_battle_loadouts_name_hv_cb_loadout_dong_zhuo,hv_TEXT_cb_loadout.loc
custom_battle_loadouts_name_hv_cb_loadout_gan_ning_01,甘寧,False,Gan Ning,,,甘寧,,,Vanilla,custom_battle_loadouts_name_hv_cb_loadout_gan_ning,hv_TEXT_cb_loadout.loc
custom_battle_loadouts_name_hv_cb_loadout_king_duosi_01,朵思大王,False,King Duosi,,,朵思大王,,,Vanilla,custom_battle_loadouts_name_hv_cb_loadout_king_duosi,hv_TEXT_cb_loadout.loc
custom_battle_loadouts_name_hv_cb_loadout_king_duosi_02,朵思大王 [[img:unit_elephant]][[/img]],False,King Duosi [[img:unit_elephant]][[/img]],,朵思大王 [[img:unit_elephant]][[/img]],,,,Mapped by text,custom_battle_loadouts_name_hv_cb_loadout_king_duosi,hv_TEXT_cb_loadout.loc
custom_battle_loadouts_name_hv_cb_loadout_king_meng_huo_01,孟獲大王,False,King Meng Huo,,,孟獲大王,,,Vanilla,custom_battle_loadouts_name_hv_cb_loadout_king_meng_huo,hv_TEXT_cb_loadout.loc
custom_battle_loadouts_name_hv_cb_loadout_king_meng_huo_02,孟獲大王 [[img:unit_elephant]][[/img]],False,King Meng Huo [[img:unit_elephant]][[/img]],,孟獲大王 [[img:unit_elephant]][[/img]],,,,Mapped by text,custom_battle_loadouts_name_hv_cb_loadout_king_meng_huo,hv_TEXT_cb_loadout.loc
custom_battle_loadouts_name_hv_cb_loadout_king_mulu_01,木鹿大王,False,King Mulu,,,木鹿大王,,,Vanilla,custom_battle_loadouts_name_hv_cb_loadout_king_mulu,hv_TEXT_cb_loadout.loc
custom_battle_loadouts_name_hv_cb_loadout_king_mulu_02,木鹿大王 [[img:unit_elephant]][[/img]],False,King Mulu [[img:unit_elephant]][[/img]],,木鹿大王 [[img:unit_elephant]][[/img]],,,,Mapped by text,custom_battle_loadouts_name_hv_cb_loadout_king_mulu,hv_TEXT_cb_loadout.loc
custom_battle_loadouts_name_hv_cb_loadout_king_shamoke_01,沙摩柯大王,False,King Shamoke,,,沙摩柯大王,,,Vanilla,custom_battle_loadouts_name_hv_cb_loadout_king_shamoke,hv_TEXT_cb_loadout.loc
custom_battle_loadouts_name_hv_cb_loadout_king_shamoke_02,沙摩柯大王 [[img:unit_elephant]][[/img]],False,King Shamoke [[img:unit_elephant]][[/img]],,沙摩柯大王 [[img:unit_elephant]][[/img]],,,,Mapped by text,custom_battle_loadouts_name_hv_cb_loadout_king_shamoke,hv_TEXT_cb_loadout.loc
custom_battle_loadouts_name_hv_cb_loadout_king_wutugu_01,兀突骨大王,False,King Wutugu,,,兀突骨大王,,,Vanilla,custom_battle_loadouts_name_hv_cb_loadout_king_wutugu,hv_TEXT_cb_loadout.loc
custom_battle_loadouts_name_hv_cb_loadout_king_wutugu_02,兀突骨大王 [[img:unit_elephant]][[/img]],False,King Wutugu [[img:unit_elephant]][[/img]],,兀突骨大王 [[img:unit_elephant]][[/img]],,,,Mapped by text,custom_battle_loadouts_name_hv_cb_loadout_king_wutugu,hv_TEXT_cb_loadout.loc
custom_battle_loadouts_name_hv_cb_loadout_lady_zhurong_01,祝融夫人,False,Lady Zhurong,,,祝融夫人,,,Vanilla,custom_battle_loadouts_name_hv_cb_loadout_lady_zhurong,hv_TEXT_cb_loadout.loc
custom_battle_loadouts_name_hv_cb_loadout_lady_zhurong_02,祝融夫人 [[img:unit_elephant]][[/img]],False,Lady Zhurong [[img:unit_elephant]][[/img]],,祝融夫人 [[img:unit_elephant]][[/img]],,,,Mapped by text,custom_battle_loadouts_name_hv_cb_loadout_lady_zhurong,hv_TEXT_cb_loadout.loc
custom_battle_loadouts_name_hv_cb_loadout_sima_yi_01,司馬懿,False,Sima Yi,,,司馬懿,,,Vanilla,custom_battle_loadouts_name_hv_cb_loadout_sima_yi,hv_TEXT_cb_loadout.loc
custom_battle_loadouts_name_hv_cb_loadout_tao_qian_01,陶謙,False,Tao Qian,,,陶謙,,,Vanilla,custom_battle_loadouts_name_hv_cb_loadout_tao_qian,hv_TEXT_cb_loadout.loc
custom_battle_loadouts_name_hv_cb_loadout_tao_qian_02,太守,False,Governor,,,太守,,,Vanilla,custom_battle_loadouts_name_hv_cb_loadout_tao_qian,hv_TEXT_cb_loadout.loc
custom_battle_loadouts_name_hv_cb_loadout_guo_jia_01,郭嘉,False,Guo Jia,,,郭嘉,,,Vanilla,custom_battle_loadouts_name_hv_cb_loadout_guo_jia,hv_TEXT_cb_loadout.loc
custom_battle_loadouts_name_hv_cb_loadout_jia_xu_01,賈詡,False,Jia Xu,,,賈詡,,,Vanilla,custom_battle_loadouts_name_hv_cb_loadout_jia_xu,hv_TEXT_cb_loadout.loc
custom_battle_loadouts_name_hv_cb_loadout_li_ru_01,李儒,False,Li Ru,,,李儒,,,Vanilla,custom_battle_loadouts_name_hv_cb_loadout_li_ru,hv_TEXT_cb_loadout.loc
custom_battle_loadouts_name_hv_cb_loadout_liu_chong_01,劉寵,False,Liu Chong,,,劉寵,,,Vanilla,custom_battle_loadouts_name_hv_cb_loadout_liu_chong,hv_TEXT_cb_loadout.loc
custom_battle_loadouts_name_hv_cb_loadout_liu_chong_02,陳王,False,King of Chen,,,陳王,,,Vanilla,custom_battle_loadouts_name_hv_cb_loadout_liu_chong,hv_TEXT_cb_loadout.loc
custom_battle_loadouts_name_hv_cb_loadout_xun_you_01,荀攸,False,Xun You,,,荀攸,,,Vanilla,custom_battle_loadouts_name_hv_cb_loadout_xun_you,hv_TEXT_cb_loadout.loc
custom_battle_loadouts_name_hv_cb_loadout_xun_yu_01,荀彧,False,Xun Yu,,,荀彧,,,Vanilla,custom_battle_loadouts_name_hv_cb_loadout_xun_yu,hv_TEXT_cb_loadout.loc
custom_battle_loadouts_name_hv_cb_loadout_zhou_yu_01,周瑜,False,Zhou Yu,,,周瑜,,,Vanilla,custom_battle_loadouts_name_hv_cb_loadout_zhou_yu,hv_TEXT_cb_loadout.loc
custom_battle_loadouts_name_hv_cb_loadout_gong_du_01,龔都,False,Gong Du,,,龔都,,,Vanilla,custom_battle_loadouts_name_hv_cb_loadout_gong_du,hv_TEXT_cb_loadout.loc
custom_battle_loadouts_name_hv_cb_loadout_gong_du_02,黃巾軍將領,False,The Yellow Warlord,,黃巾軍將領,,,,Mapped by text,custom_battle_loadouts_name_hv_cb_loadout_gong_du,hv_TEXT_cb_loadout.loc
custom_battle_loadouts_name_hv_cb_loadout_he_man_01,何曼,False,He Man,,,何曼,,,Vanilla,custom_battle_loadouts_name_hv_cb_loadout_he_man,hv_TEXT_cb_loadout.loc
custom_battle_loadouts_name_hv_cb_loadout_huang_shao_01,黃邵,False,Huang Shao,,,黃邵,,,Vanilla,custom_battle_loadouts_name_hv_cb_loadout_huang_shao,hv_TEXT_cb_loadout.loc
custom_battle_loadouts_name_hv_cb_loadout_huang_shao_02,黃巾軍將領,False,The Yellow Warlord,,黃巾軍將領,,,,Mapped by text,custom_battle_loadouts_name_hv_cb_loadout_huang_shao,hv_TEXT_cb_loadout.loc
custom_battle_loadouts_name_hv_cb_loadout_pei_yuanshao_01,裴元紹,False,Pei Yuanshao,,,裴元紹,,,Vanilla,custom_battle_loadouts_name_hv_cb_loadout_pei_yuanshao,hv_TEXT_cb_loadout.loc
custom_battle_loadouts_name_hv_cb_loadout_zhang_kai_01,張闓,False,Zhang Kai,,,張闓,,,Vanilla,custom_battle_loadouts_name_hv_cb_loadout_zhang_kai,hv_TEXT_cb_loadout.loc
custom_battle_loadouts_name_hv_cb_loadout_cheng_pu_01,程普,False,Cheng Pu,,,程普,,,Vanilla,custom_battle_loadouts_name_hv_cb_loadout_cheng_pu,hv_TEXT_cb_loadout.loc
custom_battle_loadouts_name_hv_cb_loadout_han_sui_01,韓遂,False,Han Sui,,,韓遂,,,Vanilla,custom_battle_loadouts_name_hv_cb_loadout_han_sui,hv_TEXT_cb_loadout.loc
custom_battle_loadouts_name_hv_cb_loadout_han_sui_02,諸侯,False,Warlord,,諸侯,賊首,,,Mapped by text,custom_battle_loadouts_name_hv_cb_loadout_han_sui,hv_TEXT_cb_loadout.loc
custom_battle_loadouts_name_hv_cb_loadout_huang_zhong_01,黃忠,False,Huang Zhong,,,黃忠,,,Vanilla,custom_battle_loadouts_name_hv_cb_loadout_huang_zhong,hv_TEXT_cb_loadout.loc
custom_battle_loadouts_name_hv_cb_loadout_sun_jian_01,孫堅,False,Sun Jian,,,孫堅,,,Vanilla,custom_battle_loadouts_name_hv_cb_loadout_sun_jian,hv_TEXT_cb_loadout.loc
custom_battle_loadouts_name_hv_cb_loadout_sun_jian_02,江東之虎,False,Tiger of Jiangdong,,江東之虎,江東猛虎,,,Mapped by text,custom_battle_loadouts_name_hv_cb_loadout_sun_jian,hv_TEXT_cb_loadout.loc
custom_battle_loadouts_name_hv_cb_loadout_taishi_ci_01,太史慈,False,Taishi Ci,,,太史慈,,,Vanilla,custom_battle_loadouts_name_hv_cb_loadout_taishi_ci,hv_TEXT_cb_loadout.loc
custom_battle_loadouts_name_hv_cb_loadout_xu_huang_01,徐晃,False,Xu Huang,,,徐晃,,,Vanilla,custom_battle_loadouts_name_hv_cb_loadout_xu_huang,hv_TEXT_cb_loadout.loc
custom_battle_loadouts_name_hv_cb_loadout_yue_jin_01,樂進,False,Yue Jin,,,樂進,,,Vanilla,custom_battle_loadouts_name_hv_cb_loadout_yue_jin,hv_TEXT_cb_loadout.loc
custom_battle_loadouts_name_hv_cb_loadout_dian_wei_01,典韋,False,Dian Wei,,,典韋,,,Vanilla,custom_battle_loadouts_name_hv_cb_loadout_dian_wei,hv_TEXT_cb_loadout.loc
custom_battle_loadouts_name_hv_cb_loadout_wei_yan_01,魏延,False,Wei Yan,,,魏延,,,Vanilla,custom_battle_loadouts_name_hv_cb_loadout_wei_yan,hv_TEXT_cb_loadout.loc
custom_battle_loadouts_name_hv_cb_loadout_xu_chu_01,許褚,False,Xu Chu,,,許褚,,,Vanilla,custom_battle_loadouts_name_hv_cb_loadout_xu_chu,hv_TEXT_cb_loadout.loc
custom_battle_loadouts_name_hv_cb_loadout_xiahou_dun_01,夏侯惇,False,Xiahou Dun,,,夏侯惇,,,Vanilla,custom_battle_loadouts_name_hv_cb_loadout_xiahou_dun,hv_TEXT_cb_loadout.loc
