Text,Count,MappedByText,MappedByPattern,File
Ability: Roar of the Beast,1,,技能：野獸咆哮,hv_TEXT_skills_skill_enable_effect.loc.tsv
Ability: Royal Blood,1,,技能：皇室貴胄,hv_TEXT_skills_skill_enable_effect.loc.tsv
Ability: Safe Haven,1,,技能：回春,[03]__MTU_skills__Passive_buff.loc.tsv
Ability: Scattering Blows,1,,技能：潰散攻擊,hv_TEXT_skills_skill_enable_effect.loc.tsv
Ability: Second Chance,1,,技能：餘燼復燃,hv_TEXT_skills_skill_enable_effect.loc.tsv
Ability: Shadow of the Black Mountain,1,,技能：黑影,[03]__MTU_skills__Active_buff.loc.tsv
Ability: Show of Force,1,,技能：揚威挫銳,hv_TEXT_skills_skill_enable_effect.loc.tsv
Ability: Sight of the Dragon,1,,技能：龍之慧眼,hv_TEXT_skills_skill_enable_effect.loc.tsv
Ability: Sinister Strike,1,,技能：險惡一擊,hv_TEXT_skills_skill_enable_effect.loc.tsv
Ability: Sister Outlaws,1,,技能：沆瀣,[03]__MTU_skills__Passive_buff.loc.tsv
Ability: Smouldering Fury,1,,技能：怒火中燒,hv_TEXT_skills_skill_enable_effect.loc.tsv
Ability: Sound Advice,1,,技能：勸諫,[03]__MTU_skills__Active_buff.loc.tsv
Ability: Spearhead,1,,技能：破繭,[03]__MTU_skills__Passive_buff.loc.tsv
Ability: Stalwart Defender,1,,技能：步步為營,hv_TEXT_skills_skill_enable_effect.loc.tsv
Ability: Stength of the Land,1,,技能：大地之力,hv_TEXT_skills_skill_enable_effect.loc.tsv
Ability: Stone Bulwark,3,,技能：堅若磐石,hv_TEXT_skills_skill_enable_effect.loc.tsv
Ability: Storytelling,2,,技能：妙語,[03]__MTU_skills__Passive_buff.loc.tsv
Ability: Striking Tide,1,,技能：刀浪澎湃,hv_TEXT_skills_skill_enable_effect.loc.tsv
Ability: Successor of the War God,1,,技能：箕裘,[03]__MTU_skills___Splash_attack.loc.tsv
Ability: Sundering Strike,1,,技能：開山劈石,hv_TEXT_skills_skill_enable_effect.loc.tsv
Ability: Suppressive Fire\\n,1,,,[03]__MTU_skills___Projectile.loc.tsv
Ability: Swallow,1,,技能：燕翔,hv_TEXT_skills_skill_enable_effect.loc.tsv
Ability: Sweeping Arc,1,,技能：橫掃千軍,hv_TEXT_skills_skill_enable_effect.loc.tsv
Ability: Swift Fingers,1,,技能：十指靈巧,hv_TEXT_skills_skill_enable_effect.loc.tsv
Ability: Swift Steps,1,,技能：靈動步伐,hv_TEXT_skills_skill_enable_effect.loc.tsv
Ability: Tantrum,1,,技能：痛斥,[03]__MTU_skills__Active_buff.loc.tsv
Ability: Targeted Strikes,1,,技能：精準打擊,hv_TEXT_skills_skill_ability__historical.loc.tsv
Ability: Tempered Deflection,1,,技能：鍛甲禦矢,hv_TEXT_skills_skill_enable_effect.loc.tsv
Ability: Tempest’s Roar,1,,,[03]__MTU_skills___Splash_attack.loc.tsv
Ability: Tenacity of Steel,2,,技能：堅韌如鋼,hv_TEXT_skills_skill_enable_effect.loc.tsv
Ability: The Dragon's Gaze,1,,技能：蛟龍怒目,hv_TEXT_skills_skill_enable_effect.loc.tsv
Ability: The weight on the shoulders,1,,技能：身負重擔,hv_TEXT_skills_skill_enable_effect.loc.tsv
Ability: Thunderous Blow,1,,技能：霆擊,[03]__MTU_skills___Splash_attack.loc.tsv
Ability: Tiger Suppression,1,,技能：伏虎,[03]__MTU_skills___Projectile.loc.tsv
Ability: Tracker,1,,技能：追蹤,hv_TEXT_skills_skill_ability__historical.loc.tsv
Ability: Trample,1,,技能：踐踏,[03]__MTU_skills___Splash_attack.loc.tsv
Ability: Turning the Tide,1,,技能：力挽狂瀾,hv_TEXT_skills_skill_enable_effect.loc.tsv
Ability: Two-Headed Dragon,1,,技能：龍虎,[03]__MTU_skills__Passive_buff.loc.tsv
Ability: Tyrant's Gaze,1,,技能：狼視,[03]__MTU_skills__Passive_buff.loc.tsv
Ability: Unbreakable Faith,1,,技能：鐵壁,[03]__MTU_skills__Passive_buff.loc.tsv
Ability: Undying Vow,1,,技能：誓死不屈,hv_TEXT_skills_skill_enable_effect.loc.tsv
Ability: Unexpected Strike,1,,技能：突襲,[03]__MTU_skills__Passive_buff.loc.tsv
Ability: Unfortunate Foresight,1,,技能：止戰,[03]__MTU_skills__Active_buff.loc.tsv
Ability: Unstoppable,1,,技能：無人可擋,hv_TEXT_skills_skill_enable_effect.loc.tsv
Ability: Unwed Warrior,1,,技能：處子,[03]__MTU_skills__Passive_buff.loc.tsv
Ability: Unyielding Earth,1,,技能：不屈之土,hv_TEXT_skills_skill_enable_effect.loc.tsv
Ability: Veil of Darkness,1,,技能：黑暗之幕,hv_TEXT_skills_skill_enable_effect.loc.tsv
Ability: Vengeance,1,,技能：有仇必報,hv_TEXT_skills_skill_enable_effect.loc.tsv
Ability: Vermilion Comet,1,,技能：流星,[03]__MTU_skills__Passive_buff.loc.tsv
Ability: Vigor of a Warrior,1,,技能：熱血,[03]__MTU_skills__Passive_buff.loc.tsv
Ability: Warning Shot,1,,技能：警告射擊,hv_TEXT_skills_skill_enable_effect.loc.tsv
Ability: Way of the Wind,1,,技能：預測風向,hv_TEXT_skills_skill_enable_effect.loc.tsv
Ability: White Tiger,1,,技能：白虎之威,hv_TEXT_skills_skill_enable_effect.loc.tsv
Ability: Whitewater,1,,技能：激流湧升,hv_TEXT_skills_skill_enable_effect.loc.tsv
Ability: Wild Cry,1,,技能：斷喝,[03]__MTU_skills__Active_debuff.loc.tsv
Ability: Wildfire Raider,1,,技能：野火劫匪,hv_TEXT_skills_skill_enable_effect.loc.tsv
Ability: Wisdom of the River,1,,技能：河之智慧,hv_TEXT_skills_skill_enable_effect.loc.tsv
Ability: Wisdom of the Waterfall,1,,技能：飛泉之智,hv_TEXT_skills_skill_enable_effect.loc.tsv
Ability: Wolf,1,,技能：惡狼,hv_TEXT_skills_skill_enable_effect.loc.tsv
Ability: Words of Encouragement,1,,技能：振奮,[03]__MTU_skills__Passive_buff.loc.tsv
Ability: Youthful Vigor,1,,技能：稚虎,[03]__MTU_skills__Passive_buff.loc.tsv
Ability: Zhou the Youth,1,,技能：美周郎,hv_TEXT_skills_skill_enable_effect.loc.tsv
Absent,1,缺席,,ifo_text_TWEAK.loc.tsv
Abundance,1,,充盈豐沛,hv_TEXT_skills_basic.loc.tsv
Academic Advancement,1,學術進步,,hv_TEXT_events.loc.tsv
Accept,5,,,hv_TEXT_events.loc.tsv
Accept Jian Yong,1,,,[04]__MTU_events___Cai_family.loc.tsv
Accumulating Wealth,6,,,hv_TEXT_events.loc.tsv
Active Buff,34,,,[03]__MTU_skills__Active_buff.loc.tsv
Active Buff All Entities,2,全體主動增益,,hv_TEXT_skills_skill_ability_name_desc.loc.tsv
Active Buff Ally,33,我方主動增益,,hv_TEXT_skills_skill_ability_name_desc.loc.tsv
Active Buff Ally (Auto),2,我方主動增益（自動）,,hv_TEXT_unit_abilities.loc.tsv
Active Buff Self,19,自身主動增益,,hv_TEXT_skills_skill_ability_name_desc.loc.tsv
Active Buff Self (Auto),10,自身主動增益（自動）,,hv_TEXT_unit_abilities.loc.tsv
Active Buff: Broad Knowledge,2,,,[03]__MTU_skills__Passive_buff.loc.tsv
Active Buff: Call of Courage,1,,,[03]__MTU_skills__Active_buff.loc.tsv
Active Buff: Eloquent Speaker,1,,,[03]__MTU_skills__Passive_buff.loc.tsv
Active Buff: Order to Advance,1,,,[03]__MTU_skills__Active_buff.loc.tsv
Active Debuff,7,,,[03]__MTU_skills__Active_debuff.loc.tsv
Active Debuff Enemy,14,敵方主動減益,,hv_TEXT_skills_skill_ability_name_desc.loc.tsv
Active Debuff Enemy (Auto),1,敵方主動減益（自動）,,hv_TEXT_unit_abilities.loc.tsv
Adamant Resolve,2,,堅定不移,hv_TEXT_skills_skill_skill_name_desc.loc.tsv
Adaptation is the only way to live.,1,,視情況變化而採因應之道。,hv_TEXT_unit_abilities.loc.tsv
Adoption Proposal to Guan Yu,1,,,[04]__MTU_events__Common.loc.tsv
Advisor,1,謀士,,[01]__MTU_generals__Water_strategist.loc.tsv
"After Dong Zhou's death at the hands of his adopted son Lu Bu, it was observed that the notable scholar Cai Yong mourned his passing. Upon hearing this, Wang Yun ordered troops to capture him and for his execution. ""Cai Yong mourned as the tyrant lie dead! It's clear his loyalty lied with Dong Zhou! Treason!"" exclaimed Wang Yun, madness in his eyes.\\n",1,,,[04]__MTU_events___Cai_family.loc.tsv
"After Dong Zhou's death, it was observed that the noted scholar Cai Yong mourned his passing. Upon hearing this, Wang Yun immediately sent troops to capture Cai Yong and ordered for his execution.\\n\\n ""Cai Yong mourned as the tyrant lie dead! It's clear that his loyalty lied with Dong Zhou! Treason!"" exclaimed Wang Yun, madness in his eyes.",1,,,[04]__MTU_events___Cai_family.loc.tsv
"After an epic struggle, you slay the enormous white tiger. Then, unexpectedly, the other tigers prostrate themselves as if submitting to your might! These white tigers don't seem to be ordinary beasts.",1,酣戰之後，您殺死了巨型白虎。然而出乎意料的是，其它老虎俯伏在您身前，好像屈服於您的力量！這些白虎似乎不是普通的野獸。,,hv_TEXT_events.loc.tsv
"After centuries, the old Han Dynasty has finally lost the Mandate of Heaven. Yet the people under heaven still suffer from the chaos of war brought by petty warlords and their false claims to the Mandate. My Lord, you must end this. China awaits a ruler who will bring unity and prosperity to the realm. How will you choose to rule the people of China?",1,,,hv_TEXT_events_rules.loc.tsv
"After hearing of Liu Bei's departure and intent on fighting the Yellow Turban Rebellion, his close childhood friend Jian Yong arrived with intent to join him. A long conversation was had about life and the state of the country, but the time for talk is quickly coming to a close. War looms on the horizon and your friend desires to join you.",1,,,[04]__MTU_events___Cai_family.loc.tsv
Against all odds,3,,不撓,hv_TEXT_unit_abilities.loc.tsv
Agitation,3,,攪亂,hv_TEXT_unit_abilities_hit_effects.loc.tsv
Agronomy,1,,農藝,z_dummy_hv_TEXT_non_deployable.loc.tsv
Aiming Fire,5,,精瞄,hv_TEXT_unit_abilities.loc.tsv
"Albeit young, a dragon is a dragon.",1,,,[02]__MTU_items__Weapons.loc.tsv
All economic activities have been hampered by the minting of a new coin. We have no choice but to wait for merchants to adjust to the new standard.,1,所有的經濟活動都因爲新幣的鑄造而受到阻礙。我們別無選擇，只能等待商人們適應新的標準。,,hv_TEXT_events.loc.tsv
All must take up their tools and participate in the enormous effort of rebuilding society.,1,,所有人都必須拿起工具，參與到重建社會的大業中去。,z_dummy_hv_TEXT_non_deployable.loc.tsv
"Although Yuan Shu is not a popular leader, fortunately, it is an era where money can buy loyalty. When he gathered the best warriors in the region and paid them the highest salaries with best equipments, a plausible royal guards was created. \\n\\n They are as confident as their master's desire for fame, and would rather die than accept failure.",1,雖然袁术稱帝並不得人心，但幸運的是，亂世之中只要用金錢就可以買到忠誠。當他募集了本地最優秀的戰士，並賦予他們最高的薪餉和最好的裝備，這支部隊亦可算作羽林騎了。\\n\\n他們與主公一樣渴望名聲，寧死也不願接受失敗。,,hv_TEXT_unit_long_desc.loc.tsv
"Although he lost one hand, he was one of the few who survived from duel with Lubu.",1,,,[01]__MTU_generals__Wood_champion.loc.tsv
"Although their palisade walls are an unfortunate necessity, the Shanyue seek only to live in peace.",1,,,hv_TEXT_building.loc.tsv
Always surrounded by people.,1,周圍總是很多人。,,z_dummy_hv_TEXT_non_deployable.loc.tsv
"Amongst the hills of Jingchu, the unwary may find themselves tripped upon a caltrop, and slain by the man who laid it.",1,在荊楚的山中，粗心的人可能會被一把蒺藜絆倒，然後被放它的人殺死。,,hv_TEXT_unit_desc.loc.tsv
"An ambitious woman, whose reasons to marry Zhang Yan are as mysterious as herself.",1,,,[01]__MTU_generals__Metal_sentienl.loc.tsv
An ancient chant that serves as a reminder that Heaven is with the virtuous.,1,,一首古老的歌謠，提醒人們上天會庇佑有德之人。,hv_TEXT_unit_abilities.loc.tsv
An excellent writing skill.,1,,擁有優秀的文筆。,z_dummy_hv_TEXT_non_deployable.loc.tsv
"An illustrious lineage provides many swords, along with men willing to wield them.",1,顯赫的血統可以使許多劍士願意效命。,,hv_TEXT_unit_desc.loc.tsv
An immovable mountain against the tide of the charge.,2,,任由驚濤拍岸，我自不動如山。,hv_TEXT_skills_skill_ability__historical.loc.tsv
An imperial ancestral rite is being held...,2,正在舉行皇家祭祀儀式……,,ifo_text_TWEAK.loc.tsv
An inevitable rule to stabilize the turmoil.,2,嚴政方能定亂。,,hv_TEXT_pooled_resource.loc.tsv
An outnumbered army will fight even harder. Skill trumps numbers.,2,,以寡擊眾之軍更能背水一戰。實力遠比數量重要。,hv_TEXT_skills_skill_skill_name_desc.loc.tsv
An untamable woman of the Trieu Dynasty who fights to see her people free.,1,,,[01]__MTU_generals__Wood_champion.loc.tsv
Analyse Weakness,1,,分析弱點,hv_TEXT_skills_skill_skill_name_desc.loc.tsv
Anger pushes their limits.,1,,憤怒把他們逼至極限。,hv_TEXT_unit_abilities.loc.tsv
Angry Scolding,4,,懿旨,[03]__MTU_skills__Active_debuff.loc.tsv
Anguo,1,,,[05]__MTU_sys__Names.loc.tsv
Animal Handlers (Buqu),4,,馴獸師（部曲）,hv_TEXT_unit_ui_group_t2_VM.loc.tsv
Animal Handlers (Elite),5,,馴獸師（精銳）,hv_TEXT_unit_ui_group_t3_VM.loc.tsv
Animal Handlers (Militia),4,,馴獸師（義勇）,hv_TEXT_unit_ui_group_t1_VM.loc.tsv
Anti-Cavalry Tactics,15,,反騎兵戰術,hv_TEXT_skills_skill_ability__historical.loc.tsv
"Anti-Cavalry, Average Armour-Piercing Damage",27,反騎兵，穿甲傷害一般,,hv_TEXT_unit_ui_group_VM.loc.tsv
"Anti-Cavalry, High Armour-Piercing Damage",6,反騎兵，穿甲傷害高,,hv_TEXT_unit_ui_group_t1.loc.tsv
"Anti-Cavalry, High Armour-Piercing Damage, Break Enemy's Shield",4,反騎兵，穿甲傷害高，破盾,,hv_TEXT_unit_ui_group_t3.loc.tsv
"Anti-Cavalry, Low Armour-Piercing Damage",23,反騎兵，穿甲傷害低,,hv_TEXT_unit_ui_group_VM.loc.tsv
Archer of the West,2,,,[01]__MTU_generals__Metal_sentienl.loc.tsv
"Archer of the West, Hua Lanli",1,,,[04]__MTU_events___Concubine.loc.tsv
Archery Masters,1,,,hv_TEXT_unit_text_replacements.loc.tsv
Argumentative and annoying scholars.,1,好辯又煩人的學者。,,z_dummy_hv_TEXT_non_deployable.loc.tsv
Arm of the Supreme Peace,1,,,hv_TEXT_unit_text_replacements.loc.tsv
"Armed with bow and sword, these disciplined riders enforce the will of their warlord.",1,佩戴劍弓，這些紀律嚴明的騎手執行他們主公的意志。,,hv_TEXT_unit_desc.loc.tsv
"Armed with bow and sword, these hardy soldiers enforce the will of their warlord.",1,佩戴劍弓，這些硬朗的士兵執行他們主公的意志。,,hv_TEXT_unit_desc.loc.tsv
Armour Breaker,3,,破甲,hv_TEXT_unit_abilities_hit_effects.loc.tsv
Armour broken.,1,,再堅韌的鎧甲也能被擊破。,hv_TEXT_unit_abilities_hit_effects.loc.tsv
"Armour of the West provides not only warmth, but also better protection with its masterful use of leather.",1,,,[02]__MTU_items__Armour.loc.tsv
Armour protects precious warhorses from enemy projectiles.,2,,保護馬匹免於箭矢兵器的傷害。,hv_TEXT_unit_abilities.loc.tsv
Army,3,,,hv_TEXT_etc.loc.tsv
Army of the Great Banner,1,集兵練卒,,hv_TEXT_events.loc.tsv
Artillery,4,遠程砲兵,,hv_TEXT_unit_ui_group_t1.loc.tsv
Artillery (Buqu),1,,遠程砲兵（部曲）,hv_TEXT_unit_ui_group_t2_VM.loc.tsv
Artillery (Elite),1,,遠程砲兵（精銳）,hv_TEXT_unit_ui_group_t3_VM.loc.tsv
Artillery (Militia),1,,遠程砲兵（義勇）,hv_TEXT_unit_ui_group_t1_VM.loc.tsv
"As Sun Ce's strength rises, his grip on rationality weakens…",1,,孫策戰力漸增，卻也愈加感情用事…,hv_TEXT_skills_skill_skill_name_desc.loc.tsv
As accurate and deadly as a viper’s strike.,1,,,[02]__MTU_items__Weapons.loc.tsv
"As big as it is, heavy but strong",1,,,[02]__MTU_items__Weapons.loc.tsv
"As the Black Mountain bandits increase in number, the more brazen they become.",1,黑山匪徒之數與日俱增，其行為亦更加肆無忌憚。,,hv_TEXT_frontend_features.loc.tsv
"As the enemy looms stronger, resolve deepens, granting boosts in morale and endurance, embodying the spirit of defiance and resilience.",2,,敵勢愈盛，我方意志更堅。怀著不屈戰志和堅韌精神，士氣和耐力得到提升。,hv_TEXT_unit_abilities.loc.tsv
"As the enemy spots the blue turbans on the field, they know the hardest fighting is about to begin.",1,當敵人在戰場上看到藍色頭巾時，他們就知道最艱苦的戰鬥即將開始。,,hv_TEXT_unit_desc.loc.tsv
"As the fight goes on, Chunyu Qiong’s rage and stubbornness will turn him into a reckless, but powerful fighter, rushing in the thick of battle over and over.",2,,,[03]__MTU_skills__Passive_buff.loc.tsv
"As the leading general of the Kingdom of Zhong, Zhang Xun commands the formidable army of the Yuan family.",1,,,[01]__MTU_generals__Earth_commander.loc.tsv
Assassination Attempt!,1,,,ifo_text_TWEAK.loc.tsv
Assemble,13,,集結,hv_TEXT_skills_skill_ability__historical.loc.tsv
Assignments,2,,,hv_TEXT_pooled_resource.loc.tsv
"At an early age, Dong Zhuo gave Dong Bai his land to her. For some reason, her personality and reputation are not very good, but no one has been treated recklessly because of Dong Zhuo who takes care of her.",1,,,[01]__MTU_generals__Water_strategist.loc.tsv
"At no surprise to many, war has been declared between Yuan Shu and Liu Bei. At your next court meeting, your strategists and advisors debate whether their war is a blessing or a curse for your faction. One advisor, opposed to the war, puts forths that you invite generals from both factions to a feast and suggest they abide by Heaven’s command - by means of you attempting an extraordinary, if not impossible feat of shooting the plume off your halberd from a great distance. If the shot is successful, they must make peace.",1,,,[04]__MTU_events__Common.loc.tsv
