Key,Text,Tooltip,English,Source,OverrideByKey,MappedByPattern,MappedByText,Iascus,Vanilla,Leiwai,Procrastinator,PikaMan,Mtu,File
building_ui_groups_onscreen_name_hv_ui_building_group_subtown_han,填地開發序列,True,Infill Development ,Procrastinator,,,,填地開發,,,填地開發序列,附加發展,,hv_TEXT_building.loc.tsv
building_ui_groups_onscreen_name_hv_ui_building_group_wuhuan,遊牧民族序列,True,Nomad,Procrastinator,,,,遊牧民族,,,遊牧民族序列,遊牧民族,,hv_TEXT_building.loc.tsv
building_ui_groups_onscreen_name_hv_ui_building_group_xiongnu,遊牧民族序列,True,Nomad,Procrastinator,,,,遊牧民族,,,遊牧民族序列,遊牧民族,,hv_TEXT_building.loc.tsv
campaign_effect_scopes_localised_text_character_to_force_own_when_commanding,[[col:scope_description]]（指揮時自軍隊）[[/col]],True,[[col:scope_description]](own army when commanding)[[/col]],MappedByText,,,[[col:scope_description]]（指揮時自軍隊）[[/col]],[[col:scope_description]]（指揮時自軍隊）[[/col]],,,[[col:scope_description]]（指揮時我方軍隊）[[/col]],,,hv_TEXT_effect_scope.loc.tsv
campaign_effect_scopes_localised_text_hv_effect_scope_character_to_character_enemy_regionwide,[[col:scope_description]]（本{{tr:map_region}}內的敵軍）[[/col]],True,[[col:scope_description]](enemies in local {{tr:map_region}})[[/col]],MappedByText,,,[[col:scope_description]]（本{{tr:map_region}}內的敵軍）[[/col]],[[col:scope_description]]（本{{tr:map_region}}內的敵軍）[[/col]],[[col:scope_description]]（所在{{tr:map_region}}內的敵人）[[/col]],,[[col:scope_description]]（{{tr:map_region}}內的敵軍）[[/col]],,,hv_TEXT_effect_scope.loc.tsv
campaign_effect_scopes_localised_text_hv_effect_scope_character_to_character_own_forcewide_when_commanding,[[col:scope_description]]（指揮時自軍隊）[[/col]],True,[[col:scope_description]](own army when commanding)[[/col]],MappedByText,,,[[col:scope_description]]（指揮時自軍隊）[[/col]],[[col:scope_description]]（指揮時自軍隊）[[/col]],,,[[col:scope_description]]（指揮時我方軍隊）[[/col]],,,hv_TEXT_effect_scope.loc.tsv
campaign_effect_scopes_localised_text_hv_effect_scope_character_to_faction_leader,[[col:scope_description]]（勢力領袖）[[/col]],True,[[col:scope_description]](faction leader)[[/col]],MappedByText,,,[[col:scope_description]]（勢力領袖）[[/col]],[[col:scope_description]]（勢力領袖）[[/col]],,,[[col:scope_description]]（派系領袖）[[/col]],,,hv_TEXT_effect_scope.loc.tsv
campaign_effect_scopes_localised_text_hv_effect_scope_region_to_character_own_in_adjacent_regions_all_owners,[[col:scope_description]]（相鄰各{{tr:map_provinces}}）[[/col]],True,[[col:scope_description]](adjacent {{tr:map_provinces}})[[/col]],Vanilla,,,,,[[col:scope_description]]（相鄰各{{tr:map_provinces}}）[[/col]],,,,,hv_TEXT_effect_scope.loc.tsv
campaign_effect_scopes_localised_text_hv_scope_dummy_character_unlock_units_rank_buqu,[[col:scope_description]]（此人等級1以上時）[[/col]],True,[[col:scope_description]](when this character's rank is 1 or higher)[[/col]],MappedByText,,,[[col:scope_description]]（此人等級1以上時）[[/col]],[[col:scope_description]]（此人等級1以上時）[[/col]],,,[[col:scope_description]]（此人等級1以上時）[[/col]],,,hv_TEXT_effect_scope.loc.tsv
campaign_effect_scopes_localised_text_hv_scope_dummy_character_unlock_units_rank_elite,[[col:scope_description]]（此人等級7以上時）[[/col]],True,[[col:scope_description]](when this character's rank is 7 or higher)[[/col]],MappedByText,,,[[col:scope_description]]（此人等級7以上時）[[/col]],[[col:scope_description]]（此人等級7以上時）[[/col]],,,[[col:scope_description]]（此人等級7以上時）[[/col]],,,hv_TEXT_effect_scope.loc.tsv
campaign_effect_scopes_localised_text_hv_scope_dummy_character_unlock_units_rank_militia,[[col:scope_description]]（此人等級1以上時）[[/col]],True,[[col:scope_description]](when this character's rank is 1 or higher)[[/col]],MappedByText,,,[[col:scope_description]]（此人等級1以上時）[[/col]],[[col:scope_description]]（此人等級1以上時）[[/col]],,,[[col:scope_description]]（此人等級1以上時）[[/col]],,,hv_TEXT_effect_scope.loc.tsv
campaign_effect_scopes_localised_text_hv_scope_dummy_character_unlock_units_rank_royal_guards,[[col:scope_description]]（此人等級11以上時）[[/col]],True,[[col:scope_description]](when this character's rank is 11 or higher)[[/col]],MappedByText,,,[[col:scope_description]]（此人等級11以上時）[[/col]],[[col:scope_description]]（此人等級11以上時）[[/col]],,,[[col:scope_description]]（此人等級11以上時）[[/col]],,,hv_TEXT_effect_scope.loc.tsv
campaign_effect_scopes_localised_text_region_to_force_own_in_adjacent_regions,[[col:scope_description]]（相鄰各{{tr:map_regions}}）[[/col]],True,[[col:scope_description]](adjacent all {{tr:map_regions}})[[/col]],PikaMan,,,[[col:scope_description]]（相鄰各{{tr:map_regions}}）[[/col]],[[col:scope_description]]（相鄰各{{tr:map_regions}}）[[/col]],,,[[col:scope_description]]（相鄰各{{tr:map_regions}}）[[/col]],[[col:scope_description]]（相鄰各{{tr:map_regions}}）[[/col]],,hv_TEXT_effects_building.loc.tsv
campaign_localised_strings_string_3k_dlc07_captains_armoury_whitewater_title,密計,True,A Secret Plan,Procrastinator,,,,一條密計,,,密計,,,hv_TEXT_effects_skills.loc.tsv
campaign_localised_strings_string_3k_dlc07_tutorial_mode_imperial_hud_description,選取之後將會打開朝廷權謀面板，統管獻帝於公元195年成年後開放使用的所有機制，代表著新任皇權所面臨的政治角力。,False,"Selecting this will open the Imperial Intrigue panel, which governs all the mechanics which become active once Emperor Xian comes of age in 195 CE, introducing a struggle over the influence of the new imperial power.",MappedByText,,,選取之後將會打開朝廷權謀面板，統管獻帝於公元195年成年後開放使用的所有機制，代表著新任皇權所面臨的政治角力。,選取之後將會打開朝廷權謀面板，統管獻帝於公元195年成年後開放使用的所有機制，代表著新任皇權所面臨的政治角力。,,,選擇此項將打開朝廷權謀面板，該面板統管着公元195年獻帝加元服後開啓的所有機制，代表着皇權所面臨的政治角力。,,,ifo_text_TWEAK.loc.tsv
campaign_localised_strings_string_dlc07_imperial_intrigue_panel_invalid_self_target,不能指向自己。,False,You can't target yourself. ,Procrastinator,,,不能指向自己。,不能指向自己。 ,,,不能指向自己。,,,ifo_text_TWEAK.loc.tsv
campaign_localised_strings_string_military_force_morale_effect_bonus_value_animosity,過剩,False,Congestion,Procrastinator,,,,擁堵,,,過剩,,,hv_TEXT_effect_faction.loc.tsv
campaign_localised_strings_string_unit_locked_ceo,您沒有所需的：%S。,False,You do not have the prerequisite: %S.,MappedByText,,,您沒有所需的：%S。,您沒有所需的：%S。,,,你沒有所需的隨從或飾品：%S。,,,!hv_TEXT_system.loc.tsv
campaign_payload_ui_details_description_3k_dlc_07_child_emperor_banquet_dilemma_text,結果不明,False,Unknown result,Procrastinator,,,結果不明,結果不明 ,,,結果不明,,,ifo_text_TWEAK.loc.tsv
campaign_payload_ui_details_description_3k_dlc_07_child_emperor_rites_dilemma_text,結果不明,False,Unknown result,Procrastinator,,,結果不明,結果不明 ,,,結果不明,,,ifo_text_TWEAK.loc.tsv
campaign_payload_ui_details_description_dummy_hv_cao_cao_qingzhoubing,或許可以招攬……,True,Perhaps you can bring them into your fold...,MappedByText,,,或許可以招攬……,或許可以招攬……,,,或許可以招攬他們……,,,hv_TEXT_events.loc.tsv
campaign_payload_ui_details_description_dummy_hv_mission_northern_mission,一個北軍兵團會加入您的勢力。,False,A regiment of the Northern Army will join your faction.,MappedByText,,,一個北軍兵團會加入您的勢力。,一個北軍兵團會加入您的勢力。,,,一個北軍兵團會加入你的派系。,,,hv_TEXT_events.loc.tsv
campaign_payload_ui_details_description_dummy_mtu_lady_trieu_historic,趙嫗將遵循歷史自成一派,False,The Lady Trieu will appear according to the flow of history.,Mtu,,,,,,趙嫗將遵循歷史自成一派,趙嫗將遵循歷史自成一派,,趙嫗將遵循歷史自成一派,[04]__MTU_events__Common.loc.tsv
campaign_payload_ui_details_description_dummy_mtu_lady_trieu_rumor,趙嫗將現身於一個南方國度,False,The Zhao Yu will appear in a country in the south.,Mtu,,,,,,趙嫗將現身於一個南方國度,趙嫗將現身於一個南方國度,,趙嫗將現身於一個南方國度,[04]__MTU_events__Common.loc.tsv
campaign_payload_ui_details_description_dummy_mtu_lu_bu_interpose,呂布介入了袁術與劉備的爭鬥之中，並嘗試促使雙方講和。,True,Lu Bu will interpose in dispute between Yuan Shu and Liu Bei and will lead peace between them.,Mtu,,,,,,呂布介入了袁術與劉備的爭鬥之中，並嘗試促使雙方講和。,呂布介入了袁術與劉備的爭鬥之中，並嘗試促使雙方講和。,,呂布介入了袁術與劉備的爭鬥之中，並嘗試促使雙方講和。,[04]__MTU_events__Common.loc.tsv
campaign_payload_ui_details_description_hv_dilemma_dongbai,人物來投：董白,False,Character Joins: Dong Bai,MappedByText,,,人物來投：董白,,,,,,,hv_TEXT_events.loc.tsv
campaign_payload_ui_details_description_hv_dilemma_kill_dong_bai,董卓全族已被誅滅。,False,The house of Dong is destroyed.,MappedByText,,,董卓全族已被誅滅。,,,,,,,hv_TEXT_events.loc.tsv
campaign_payload_ui_details_description_hv_dilemma_lu_bu_legacy,呂布之兵將追隨於您。,False,Lu Bu's army follows your faction.,MappedByText,,,呂布之兵將追隨於您。,呂布之兵將追隨於您。,,,袁術的大軍將追隨你的派系,,,hv_TEXT_events.loc.tsv
campaign_payload_ui_details_description_hv_dilemma_northern_army_intro,完成任務可以增强您的勢力！,False,Complete missions to bolster your faction!,MappedByText,,,完成任務可以增强您的勢力！,完成任務可以增强您的勢力！,,,完成任務可以增強你的勢力！,,,hv_TEXT_events.loc.tsv
campaign_payload_ui_details_description_hv_dilemma_yuan_shu_legacy,袁術之兵將追隨於您。,False,Yuan Shu's army follows your faction.,MappedByText,,,袁術之兵將追隨於您。,袁術之兵將追隨於您。,,,袁術的大軍將追隨你的派系,,,hv_TEXT_events.loc.tsv
campaign_payload_ui_details_description_hv_event_budda_unlock,您現在可以招募：{{tr:hv_unit_warrior_monks}},False,You may now recruit {{tr:hv_unit_warrior_monks}},MappedByPattern,,您現在可以招募：{{tr:hv_unit_warrior_monks}},,您現在可以招募：{{tr:hv_unit_warrior_monks}},,,你現在可以招募：{{tr:hv_unit_warrior_monks}},,,hv_TEXT_events.loc.tsv
campaign_payload_ui_details_description_hv_event_cao_cao_qingzhou,您現在可以招募：{{tr:hv_unit_qingzhou_hand_ji_infantry}}，{{tr:hv_unit_qingzhou_2h_axe_infantry}}，{{tr:hv_unit_qingzhou_raider_cavalry}}。,True,"You may now recruit {{tr:hv_unit_qingzhou_hand_ji_infantry}}, {{tr:hv_unit_qingzhou_2h_axe_infantry}}, {{tr:hv_unit_qingzhou_raider_cavalry}}.",MappedByText,,,您現在可以招募：{{tr:hv_unit_qingzhou_hand_ji_infantry}}，{{tr:hv_unit_qingzhou_2h_axe_infantry}}，{{tr:hv_unit_qingzhou_raider_cavalry}}。,您現在可以招募：{{tr:hv_unit_qingzhou_hand_ji_infantry}}， {{tr:hv_unit_qingzhou_2h_axe_infantry}}， {{tr:hv_unit_qingzhou_raider_cavalry}},,,你現在可以招募：{{tr:hv_unit_qingzhou_hand_ji_infantry}}， {{tr:hv_unit_qingzhou_2h_axe_infantry}}， {{tr:hv_unit_qingzhou_raider_cavalry}},,,hv_TEXT_events.loc.tsv
campaign_payload_ui_details_description_hv_event_tiger_hunt_white_tiger_cap,可招募{{tr:hv_unit_white_tiger_warriors}}數：+1,False,{{tr:hv_unit_white_tiger_warriors}} for recruitment: +1,MappedByPattern,,可招募{{tr:hv_unit_white_tiger_warriors}}數：+1,,{{tr:hv_unit_white_tiger_warriors}}部署量：+1,,,{{tr:hv_unit_white_tiger_warriors}}部署量：+1,,,hv_TEXT_events.loc.tsv
campaign_payload_ui_details_description_hv_event_tiger_hunt_white_tiger_unlock,您現在可以招募：{{tr:hv_unit_white_tiger_warriors}},False,You may now recruit {{tr:hv_unit_white_tiger_warriors}},MappedByPattern,,您現在可以招募：{{tr:hv_unit_white_tiger_warriors}},,您現在可以招募：{{tr:hv_unit_white_tiger_warriors}},,,你現在可以招募：{{tr:hv_unit_white_tiger_warriors}},,,hv_TEXT_events.loc.tsv
campaign_payload_ui_details_description_hv_event_tiger_tracking,尋覓怪獸……,False,Looking for the monster...,MappedByText,,,尋覓怪獸……,尋覓怪獸……,,,尋覓怪獸……,,,hv_TEXT_events.loc.tsv
campaign_payload_ui_details_description_hv_event_white_tiger,嚴白虎現可招募{{tr:hv_unit_white_tiger_warriors}}。,True,Yan Baihu may now recruit {{tr:hv_unit_white_tiger_warriors}}.,MappedByText,,,嚴白虎現可招募{{tr:hv_unit_white_tiger_warriors}}。,嚴白虎現可招募{{tr:hv_unit_white_tiger_warriors}}。,,,嚴白虎現在可以招募：{{tr:hv_unit_white_tiger_warriors}},,,hv_TEXT_events.loc.tsv
campaign_payload_ui_details_description_hv_event_zhuge_liang_yuanrong,您現在可以招募：{{tr:hv_unit_yuan_rong_crossbowmen}}。,True,You may now recruit {{tr:hv_unit_yuan_rong_crossbowmen}}.,MappedByPattern,,您現在可以招募：{{tr:hv_unit_yuan_rong_crossbowmen}}。,,您現在可以招募：{{tr:hv_unit_yuan_rong_crossbowmen}},,,你現在可以招募：{{tr:hv_unit_yuan_rong_crossbowmen}},,,hv_TEXT_events.loc.tsv
campaign_payload_ui_details_description_hv_incident_danyang_army,您現在可以招募：丹陽單位,False,You may now recruit Danyang units,MappedByPattern,,您現在可以招募：丹陽單位,,您現在可以招募：丹陽單位,,,你現在可以招募：丹陽部隊,,,hv_TEXT_events.loc.tsv
campaign_payload_ui_details_description_hv_incident_education,您的一些官員獲得額外經驗。,False,A few of your officers have gained additional experience.,MappedByText,,,您的一些官員獲得額外經驗。,您的一些官員獲得額外經驗。,,,我方的一些官員獲得了額外的經驗。,,,hv_TEXT_events.loc.tsv
campaign_payload_ui_details_description_hv_incident_ironfist_army,您現在可以招募：鐵拳騎兵,False,You may now recruit Ironfist Cavalry,MappedByPattern,,您現在可以招募：鐵拳騎兵,,您現在可以招募：鐵拳騎兵,,,你現在可以招募：鐵拳騎兵,,,hv_TEXT_events.loc.tsv
campaign_payload_ui_details_description_hv_incident_jingchou_army,您現在可以招募：荊楚單位,False,You may now recruit Jingchu units,MappedByPattern,,您現在可以招募：荊楚單位,,您現在可以招募：荊楚單位,,,你現在可以招募：荊楚部隊,,,hv_TEXT_events.loc.tsv
campaign_payload_ui_details_description_hv_incident_xiliang_army,您現在可以招募：西涼單位,False,You may now recruit Xiliang units,MappedByPattern,,您現在可以招募：西涼單位,,您現在可以招募：西涼單位,,,你現在可以招募：西涼部隊,,,hv_TEXT_events.loc.tsv
campaign_payload_ui_details_description_hv_incident_ytr_resurrection,黃天之下千萬教友將紛紛揭竿而起。,True,Thousands of comrades across China will rise against oppression.,MappedByText,,,黃天之下千萬教友將紛紛揭竿而起。,,,,,,,hv_TEXT_events.loc.tsv
