Key,English,MappedZhcn,SourceZhcn,VanillaZhcn,IascusZhcn,ProcrastinatorZhcn,DiffZhcn,DiffZhtw,MappedZhtw,SourceZhtw,VanillaZhtw,IascusZhtw,ProcrastinatorZhtw
ceo_nodes_title_hv_ceo_node_faction_rank_unlock_legacy_yuan_shu,Legacy of Yuan Shu,袁术余部,MappedByText,,袁术余部,袁术残党,True,True,袁術餘部,MappedByText,,袁術餘部,袁術殘黨
ceo_nodes_title_hv_ceo_node_faction_rank_unlock_qingzhou,Conquest Yellow Turbans,剿灭黄巾,MappedByText,,剿灭黄巾,收复黄巾,True,True,剿滅黃巾,MappedByText,,剿滅黃巾,收復黃巾
character_skills_localised_description_3k_main_skill_special_ability_earth_imperious_presence,Cao Cao's presence unnerves the enemy general!,曹操在场，敌将备受压制！,MappedByPattern,,曹操在场，敌将备受压制！,曹操的威势会激励周围所有部队，从而增强其战斗效率。,True,True,曹操在場，敵將備受壓制！,MappedByPattern,,曹操在場，敵將備受壓制！,曹操的威勢會激勵周圍所有部隊，從而增強其戰鬥效率。
character_skills_localised_description_3k_main_skill_special_ability_wood_last_resist,"Revered for his allegiance to his Lord and his cause, Shen Pei shall never retreat as long as his Lord’s interests are threatened.",就算被围，也拒不投降，背水一战。,Leiwai,,,就算被围，审配也拒不投降，背水一战。,True,True,就算被圍，也拒不投降，背水一戰。,Leiwai,,,就算被圍，審配也拒不投降，背水一戰。
character_skills_localised_description_hv_historical_skill_ability_earth_02,"With skin of earth, arrows rebound, harmless.",凭地利，如披坚甲，箭若无物。,MappedByPattern,凭地利，如披坚甲，箭若无物,凭地利，如披坚甲，箭若无物,凭地利，如披坚甲，箭若无物,True,True,皮若堅石，箭矢觸及皆反彈無傷。,MappedByPattern,皮若堅石，箭矢觸及皆反彈無傷。,皮若堅石，箭矢觸及皆反彈無傷。,憑地利，如披堅甲，箭若無物
character_skills_localised_description_hv_historical_skill_ability_earth_03,Soldiers gather under the banner of this hero.,军士聚于此英雄之旗下。,MappedByPattern,,军士聚于此英雄之旗下。,英雄大志者必能凝聚人心。,True,True,军士聚于此英雄之旗下。,MappedByPattern,,军士聚于此英雄之旗下。,英雄大志者必能凝聚人心。
character_skills_localised_description_hv_historical_skill_ability_fire_01,"A charge, fuelled by stern hearts and sterner blades, will rip enemy lines apart.",坚定之心，锋利宝刃，足以撕破敌阵,Vanilla,坚定之心，锋利宝刃，足以撕破敌阵,坚定之心，锋利宝刃，足以撕破敌阵,坚定之心，锐利宝刃，足矣！,True,True,以堅定的心智和強硬的刀刃發起衝鋒，便能一舉撕裂敵陣。,Vanilla,以堅定的心智和強硬的刀刃發起衝鋒，便能一舉撕裂敵陣。,以堅定的心智和強硬的刀刃發起衝鋒，便能一舉撕裂敵陣。,堅定之心，銳利寶刃，足矣！
character_skills_localised_description_hv_historical_skill_ability_healer_01,This hero believes you can only kill that which you can catch.,此人行动迅如狡兔，万军擒拿亦若无物。,MappedByPattern,,此人相信，要将敌人除之而后快，就必须先追得上敌人。,此人相信，要将敌人除之而后快，就必须先追得上敌人。,True,False,此人相信，要將敵人除之而後快，就必須先追得上敵人。,MappedByPattern,,此人相信，要將敵人除之而後快，就必須先追得上敵人。,此人相信，要將敵人除之而後快，就必須先追得上敵人。
character_skills_localised_description_hv_historical_skill_ability_healer_02,"A charge, fuelled by stern hearts and sterner blades, that will rip enemy lines apart.",坚定之心，锋利宝刃，足以撕破敌阵,Vanilla,坚定之心，锋利宝刃，足以撕破敌阵,坚定之心，锋利宝刃，足以撕破敌阵,坚定之心，锐利宝刃，足矣！,True,True,以堅定的心智和強硬的刀刃發起衝鋒，便能一舉撕裂敵陣。,Vanilla,以堅定的心智和強硬的刀刃發起衝鋒，便能一舉撕裂敵陣。,以堅定的心智和強硬的刀刃發起衝鋒，便能一舉撕裂敵陣。,堅定之心，銳利寶刃，足矣！
character_skills_localised_description_hv_historical_skill_ability_healer_03,Knowledge that your comrades will never abandon you brings tremendous comfort.,兄弟不弃，可谓安心,Vanilla,兄弟不弃，可谓安心,兄弟不弃，可谓安心,兄弟不弃，可谓安心。,True,True,知道同胞絕不會捨自己而去，能讓人大感安心。,Vanilla,知道同胞絕不會捨自己而去，能讓人大感安心。,知道同胞絕不會捨自己而去，能讓人大感安心。,兄弟不棄，可謂安心。
character_skills_localised_description_hv_historical_skill_ability_metal_02,This hero believes you can only kill that which you can catch.,此人行动迅如狡兔，万军擒拿亦若无物。,MappedByPattern,,此人相信，要将敌人除之而后快，就必须先追得上敌人。,此人相信，要将敌人除之而后快，就必须先追得上敌人。,True,False,此人相信，要將敵人除之而後快，就必須先追得上敵人。,MappedByPattern,,此人相信，要將敵人除之而後快，就必須先追得上敵人。,此人相信，要將敵人除之而後快，就必須先追得上敵人。
character_skills_localised_description_hv_historical_skill_ability_scholar_01,Look up and you will see the sky; look inward and you will see heaven.,上观则为天，深察则为妙,Vanilla,上观则为天，深察则为妙,上观则为天，深察则为妙,上观则为天，深察则为妙。,True,True,往頭上看，看到的是天空，往心裡看，看到的便是黃天。,Vanilla,往頭上看，看到的是天空，往心裡看，看到的便是黃天。,往頭上看，看到的是天空，往心裡看，看到的便是黃天。,上觀則爲天，深察則爲妙。
character_skills_localised_description_hv_historical_skill_ability_scholar_02,"With skin of earth, arrows rebound, harmless.",凭地利，如披坚甲，箭若无物。,MappedByPattern,凭地利，如披坚甲，箭若无物,凭地利，如披坚甲，箭若无物,凭地利，如披坚甲，箭若无物,True,True,皮若堅石，箭矢觸及皆反彈無傷。,MappedByPattern,皮若堅石，箭矢觸及皆反彈無傷。,皮若堅石，箭矢觸及皆反彈無傷。,憑地利，如披堅甲，箭若無物
character_skills_localised_description_hv_historical_skill_ability_veteran_03,Organise your troops into a solid wall to deter horses. It's a simple but effective tactic.,将士兵组成人墙来抵御马匹。此战术简单有效。,MappedByPattern,,将士兵组成人墙来抵御马匹。此战术简单有效。,以其人之道，还治其人之身。,True,True,將士兵組成人墻來抵禦馬匹。此戰術簡單有效。,MappedByPattern,,將士兵組成人墻來抵禦馬匹。此戰術簡單有效。,以其人之道，還治其人之身。
character_skills_localised_description_hv_historical_skill_ability_water_02,Organised volleys prove more effective.,依序射击更为有效。,MappedByPattern,,依序射击更为有效。,静下心来瞄准方能百发百中。,True,True,依序射擊更為有效。,MappedByPattern,,依序射擊更為有效。,靜下心來瞄準方能百發百中。
character_skills_localised_description_hv_historical_skill_ability_water_03,Organise your troops into a solid wall to deter horses. It's a simple but effective tactic.,将士兵组成人墙来抵御马匹。此战术简单有效。,MappedByPattern,,将士兵组成人墙来抵御马匹。此战术简单有效。,以其人之道，还治其人之身。,True,True,將士兵組成人墻來抵禦馬匹。此戰術簡單有效。,MappedByPattern,,將士兵組成人墻來抵禦馬匹。此戰術簡單有效。,以其人之道，還治其人之身。
character_skills_localised_description_hv_skill_ability_adamant_resolve_expertise,Determination and grit allow all attacks to be dodged.,勇气决心，平扫万难,Vanilla,勇气决心，平扫万难,勇气决心，平扫万难,勇气决心，平扫万难。,True,True,抱有足夠的決心與膽識便可避開所有攻勢。,Vanilla,抱有足夠的決心與膽識便可避開所有攻勢。,抱有足夠的決心與膽識便可避開所有攻勢。,勇氣決心，平掃萬難。
character_skills_localised_description_hv_skill_ability_anti_cavalry_authority,Organise your troops into a solid wall to deter horses. It's a simple but effective tactic.,将士兵组成人墙来抵御马匹。此战术简单有效。,MappedByPattern,,将士兵组成人墙来抵御马匹。此战术简单有效。,以其人之道，还治其人之身。,True,True,將士兵組成人墻來抵禦馬匹。此戰術簡單有效。,MappedByPattern,,將士兵組成人墻來抵禦馬匹。此戰術簡單有效。,以其人之道，還治其人之身。
character_skills_localised_description_hv_skill_ability_anti_cavalry_cunning,Organise your troops into a solid wall to deter horses. It's a simple but effective tactic.,将士兵组成人墙来抵御马匹。此战术简单有效。,MappedByPattern,,将士兵组成人墙来抵御马匹。此战术简单有效。,以其人之道，还治其人之身。,True,True,將士兵組成人墻來抵禦馬匹。此戰術簡單有效。,MappedByPattern,,將士兵組成人墻來抵禦馬匹。此戰術簡單有效。,以其人之道，還治其人之身。
character_skills_localised_description_hv_skill_ability_anti_cavalry_resolve,Organise your troops into a solid wall to deter horses. It's a simple but effective tactic.,将士兵组成人墙来抵御马匹。此战术简单有效。,MappedByPattern,,将士兵组成人墙来抵御马匹。此战术简单有效。,以其人之道，还治其人之身。,True,True,將士兵組成人墻來抵禦馬匹。此戰術簡單有效。,MappedByPattern,,將士兵組成人墻來抵禦馬匹。此戰術簡單有效。,以其人之道，還治其人之身。
character_skills_localised_description_hv_skill_ability_assemble_authority,Soldiers gather under the banner of this hero.,军士聚于此英雄之旗下。,MappedByPattern,,军士聚于此英雄之旗下。,英雄大志者必能凝聚人心。,True,True,军士聚于此英雄之旗下。,MappedByPattern,,军士聚于此英雄之旗下。,英雄大志者必能凝聚人心。
character_skills_localised_description_hv_skill_ability_assemble_expertise,Soldiers gather under the banner of this hero.,军士聚于此英雄之旗下。,MappedByPattern,,军士聚于此英雄之旗下。,英雄大志者必能凝聚人心。,True,True,军士聚于此英雄之旗下。,MappedByPattern,,军士聚于此英雄之旗下。,英雄大志者必能凝聚人心。
character_skills_localised_description_hv_skill_ability_assemble_instinct,Soldiers gather under the banner of this hero.,军士聚于此英雄之旗下。,MappedByPattern,,军士聚于此英雄之旗下。,英雄大志者必能凝聚人心。,True,True,军士聚于此英雄之旗下。,MappedByPattern,,军士聚于此英雄之旗下。,英雄大志者必能凝聚人心。
character_skills_localised_description_hv_skill_ability_assemble_resolve,Soldiers gather under the banner of this hero.,军士聚于此英雄之旗下。,MappedByPattern,,军士聚于此英雄之旗下。,英雄大志者必能凝聚人心。,True,True,军士聚于此英雄之旗下。,MappedByPattern,,军士聚于此英雄之旗下。,英雄大志者必能凝聚人心。
character_skills_localised_description_hv_skill_ability_assemble_scholar,Soldiers gather under the banner of this hero.,军士聚于此英雄之旗下。,MappedByPattern,,军士聚于此英雄之旗下。,英雄大志者必能凝聚人心。,True,True,军士聚于此英雄之旗下。,MappedByPattern,,军士聚于此英雄之旗下。,英雄大志者必能凝聚人心。
character_skills_localised_description_hv_skill_ability_binding_fury_instinct,The strength of the forest brought to bear against a single foe.,聚山林盛怒，以对抗一人,Vanilla,聚山林盛怒，以对抗一人,聚山林盛怒，以对抗一人,聚山林盛怒，以对抗一人。,True,True,集結全森林之力對付一個敵人。,Vanilla,集結全森林之力對付一個敵人。,集結全森林之力對付一個敵人。,聚山林盛怒，以對抗一人。
character_skills_localised_description_hv_skill_ability_binding_fury_resolve,The strength of the forest brought to bear against a single foe.,聚山林盛怒，以对抗一人,Vanilla,聚山林盛怒，以对抗一人,聚山林盛怒，以对抗一人,聚山林盛怒，以对抗一人。,True,True,集結全森林之力對付一個敵人。,Vanilla,集結全森林之力對付一個敵人。,集結全森林之力對付一個敵人。,聚山林盛怒，以對抗一人。
character_skills_localised_description_hv_skill_ability_binding_fury_scholar,The strength of the forest brought to bear against a single foe.,聚山林盛怒，以对抗一人,Vanilla,聚山林盛怒，以对抗一人,聚山林盛怒，以对抗一人,聚山林盛怒，以对抗一人。,True,True,集結全森林之力對付一個敵人。,Vanilla,集結全森林之力對付一個敵人。,集結全森林之力對付一個敵人。,聚山林盛怒，以對抗一人。
character_skills_localised_description_hv_skill_ability_bleed_expertise,There's something about this strike that just feels off.,这种攻击似乎阴险歹毒。,MappedByPattern,,这种攻击让人觉得不太对劲。,竭尽全力，致命一击。,True,True,這種攻擊似乎陰險歹毒。,MappedByPattern,,這種攻擊讓人覺得不太對勁。,竭盡全力，致命一擊。
character_skills_localised_description_hv_skill_ability_bleed_resolve,There's something about this strike that just feels off.,这种攻击似乎阴险歹毒。,MappedByPattern,,这种攻击让人觉得不太对劲。,竭尽全力，致命一击。,True,True,這種攻擊似乎陰險歹毒。,MappedByPattern,,這種攻擊讓人覺得不太對勁。,竭盡全力，致命一擊。
character_skills_localised_description_hv_skill_ability_brawl_authority,Send your warriors into the thick of battle and watch as they fight even more fiercely.,将你的勇士们送入战场，看着他们更加激烈的战斗。,MappedByPattern,,将你的勇士们送入战场，看着他们更加激烈的战斗。,奋不顾身，得失难记。,True,True,将你的勇士们送入战场，看着他们更加激烈的战斗。,MappedByPattern,,将你的勇士们送入战场，看着他们更加激烈的战斗。,奮不顧身，得失難記。
character_skills_localised_description_hv_skill_ability_brawl_instinct,Send your warriors into the thick of battle and watch as they fight even more fiercely.,将你的勇士们送入战场，看着他们更加激烈的战斗。,MappedByPattern,,将你的勇士们送入战场，看着他们更加激烈的战斗。,奋不顾身，得失难记。,True,True,将你的勇士们送入战场，看着他们更加激烈的战斗。,MappedByPattern,,将你的勇士们送入战场，看着他们更加激烈的战斗。,奮不顧身，得失難記。
character_skills_localised_description_hv_skill_ability_burning_instinct,The light that burns twice as bright burns half as long.,火势越猛，持烧之时越短。,MappedByPattern,,火势越猛，持烧之时越短。,怒火中烧，浴血奋战。,True,True,火勢越猛，持燒之時越短。,MappedByPattern,,火勢越猛，持燒之時越短。,怒火中燒，浴血奮戰。
character_skills_localised_description_hv_skill_ability_burning_resolve,The light that burns twice as bright burns half as long.,火势越猛，持烧之时越短。,MappedByPattern,,火势越猛，持烧之时越短。,怒火中烧，浴血奋战。,True,True,火勢越猛，持燒之時越短。,MappedByPattern,,火勢越猛，持燒之時越短。,怒火中燒，浴血奮戰。
character_skills_localised_description_hv_skill_ability_calm_down_authority,Reassuring words prevent soldiers from wavering on a chaotic battlefield.,安慰之言以防士卒于乱战中摇摆不定。,MappedByPattern,,安慰之言以防士卒于乱战中摇摆不定。,临危不惧，从容自若，真乃将才也！,True,True,安慰之言以防士卒于乱战中摇摆不定。,MappedByPattern,,安慰之言以防士卒于乱战中摇摆不定。,臨危不懼，從容自若，真乃將才也！
