Skill,eng,zh-cn,zh-tw,Key,File
hv_ability_barded_missile_resistance,Armour protects precious warhorses from enemy projectiles.,保护马匹免于箭矢兵器的伤害。,保護馬匹免於箭矢兵器的傷害。,unit_abilities_tooltip_text_hv_ability_barded_missile_resistance,hv_TEXT_unit_abilities.loc.tsv
hv_ability_battle_hardened_cavalry,Battle Hardened (Cavalry),久经沙场（骑兵）,久經沙場（騎兵）,unit_abilities_onscreen_name_hv_ability_battle_hardened_cavalry,hv_TEXT_unit_abilities.loc.tsv
hv_ability_battle_hardened_cavalry,Endless war has disciplined them.,身经百战，纪律严明。,身經百戰，紀律嚴明。,unit_abilities_tooltip_text_hv_ability_battle_hardened_cavalry,hv_TEXT_unit_abilities.loc.tsv
hv_ability_battle_hardened_melee,Battle Hardened (Melee),久经沙场（近战）,久經沙場（近戰）,unit_abilities_onscreen_name_hv_ability_battle_hardened_melee,hv_TEXT_unit_abilities.loc.tsv
hv_ability_battle_hardened_ranged,Battle Hardened (Ranged),久经沙场（远程）,久經沙場（遠程）,unit_abilities_onscreen_name_hv_ability_battle_hardened_ranged,hv_TEXT_unit_abilities.loc.tsv
hv_ability_battle_hardened_spear,Battle Hardened (Spear),久经沙场（矛兵）,久經沙場（槍兵）,unit_abilities_onscreen_name_hv_ability_battle_hardened_spear,hv_TEXT_unit_abilities.loc.tsv
hv_ability_battle_trance,Battle Trance,乱战,亂戰,unit_abilities_onscreen_name_hv_ability_battle_trance,hv_TEXT_unit_abilities.loc.tsv
hv_ability_battle_trance,Fighting revitalises them.,战斗使他们重焕活力。,戰鬥使他們重煥活力。,unit_abilities_tooltip_text_hv_ability_battle_trance,hv_TEXT_unit_abilities.loc.tsv
hv_ability_beihai_accuracy,Aiming Fire,精瞄,精瞄,unit_abilities_onscreen_name_hv_ability_beihai_accuracy,hv_TEXT_unit_abilities.loc.tsv
hv_ability_beihai_accuracy,With each volley their shots become ever more powerful and accurate.,下一击将更为精准且更有杀伤力。,下一擊將更爲精準且更有殺傷力。,unit_abilities_tooltip_text_hv_ability_beihai_accuracy,hv_TEXT_unit_abilities.loc.tsv
hv_ability_beihai_reload,Calm Reload,冷静装填,冷靜裝填,unit_abilities_onscreen_name_hv_ability_beihai_reload,hv_TEXT_unit_abilities.loc.tsv
hv_ability_beihai_reload,Promptly and Accurately,既快又准,既快又准,unit_abilities_tooltip_text_hv_ability_beihai_reload,hv_TEXT_unit_abilities.loc.tsv
hv_ability_black_mountain_brotherhood,Black Mountain Brotherhood,手足,手足,unit_abilities_onscreen_name_hv_ability_black_mountain_brotherhood,hv_TEXT_unit_abilities.loc.tsv
hv_ability_black_mountain_brotherhood,"The Black Mountain bandits share a special bond. Together, their boldness knows no bounds.",黑山盗匪们有非常深的兄弟情谊。当他们聚在一起时，勇气倍增。,黑山盜匪們有非常深的兄弟情誼。當他們聚在一起時，勇氣倍增。,unit_abilities_tooltip_text_hv_ability_black_mountain_brotherhood,hv_TEXT_unit_abilities.loc.tsv
hv_ability_blood_thirst,Blood Thirst,嗜血成性,嗜血成性,unit_abilities_onscreen_name_hv_ability_blood_thirst,hv_TEXT_unit_abilities.loc.tsv
hv_ability_blood_thirst,They becomes frenzied when blood is spilled.,他们闻到血腥就会疯狂。,他們聞到血腥就會瘋狂。,unit_abilities_tooltip_text_hv_ability_blood_thirst,hv_TEXT_unit_abilities.loc.tsv
hv_ability_brotherhood,Solidarity,共济,共濟,unit_abilities_onscreen_name_hv_ability_brotherhood,hv_TEXT_unit_abilities.loc.tsv
hv_ability_brotherhood,Years of fighting have solidified the faith these soldiers have in each other.,军团的成员皆长年共处的伙伴，对彼此充满了信念。,軍團的成員皆長年共處的夥伴，對彼此充滿了信念。,unit_abilities_tooltip_text_hv_ability_brotherhood,hv_TEXT_unit_abilities.loc.tsv
hv_ability_bulwark,Defence Hardened,墨守,墨守,unit_abilities_onscreen_name_hv_ability_bulwark,hv_TEXT_unit_abilities.loc.tsv
hv_ability_bulwark,Defense is the best attack.,金石之坚，牢不可破。,金石之堅，牢不可破。,unit_abilities_tooltip_text_hv_ability_bulwark,hv_TEXT_unit_abilities.loc.tsv
hv_ability_captain_active,A shout to inspire soldiers.,军令如山，凡不听约束者斩无赦。,軍令如山，凡不聽約束者斬無赦。,unit_abilities_tooltip_text_hv_ability_captain_active,hv_TEXT_unit_abilities.loc.tsv
hv_ability_captain_passive,A Secret Plan,密计,密計,unit_abilities_onscreen_name_hv_ability_captain_passive,hv_TEXT_unit_abilities.loc.tsv
hv_ability_captain_passive,“You're not brave. Men are brave.”,有锦囊密计，我方无忧！,有錦囊密計，我方無憂！,unit_abilities_tooltip_text_hv_ability_captain_passive,hv_TEXT_unit_abilities.loc.tsv
hv_ability_counter_strike,Counter Strike,反击,反擊,unit_abilities_onscreen_name_hv_ability_counter_strike,hv_TEXT_unit_abilities.loc.tsv
hv_ability_counter_strike,Attack is the best defence.,进攻就是最好的防守。,進攻就是最好的防禦。,unit_abilities_tooltip_text_hv_ability_counter_strike,hv_TEXT_unit_abilities.loc.tsv
hv_ability_dead_or_alive,Dead or Alive,孤注,孤注,unit_abilities_onscreen_name_hv_ability_dead_or_alive,hv_TEXT_unit_abilities.loc.tsv
hv_ability_defense_mastery_melee,Mastery of Defensive Melee,近战防御大师,精通近戰防禦,unit_abilities_onscreen_name_hv_ability_defense_mastery_melee,hv_TEXT_unit_abilities.loc.tsv
hv_ability_defense_mastery_melee,Bring the fight to them and they will hold their ground.,一旦交锋，他们能坚守阵地。,一旦交鋒，他們能堅守陣地。,unit_abilities_tooltip_text_hv_ability_defense_mastery_melee,hv_TEXT_unit_abilities.loc.tsv
hv_ability_defense_mastery_ranged,Mastery of Ranged Defence,远程防御大师,精通遠程防禦,unit_abilities_onscreen_name_hv_ability_defense_mastery_ranged,hv_TEXT_unit_abilities.loc.tsv
hv_ability_desperate_resistance,Desperate Stand,背水一战,背水一戰,unit_abilities_onscreen_name_hv_ability_desperate_resistance,hv_TEXT_unit_abilities.loc.tsv
hv_ability_desperate_resistance,I have no choice but to pretend that I am a warrior who knows no fear.,我别无选择，只能假装自己是一个无畏战士,我别无选择，只能假装自己是一個無畏战士,unit_abilities_tooltip_text_hv_ability_desperate_resistance,hv_TEXT_unit_abilities.loc.tsv
hv_ability_desperate_savior,Second Wind,重振旗鼓,重振旗鼓,unit_abilities_onscreen_name_hv_ability_desperate_savior,hv_TEXT_unit_abilities.loc.tsv
hv_ability_desperate_savior,The flame of hope shines bright in the darkest hour.,希望之火在最黯时刻光芒闪耀。,希望之火在最黯時刻光芒閃耀。,unit_abilities_tooltip_text_hv_ability_desperate_savior,hv_TEXT_unit_abilities.loc.tsv
hv_ability_double_blades_ecstasy,Ecstasy,好战,好戰,unit_abilities_onscreen_name_hv_ability_double_blades_ecstasy,hv_TEXT_unit_abilities.loc.tsv
hv_ability_double_blades_ecstasy,Their thirst for battle goes beyond physical limits.,黩武穷兵，赶尽杀绝。,黷武窮兵，趕盡殺絕。,unit_abilities_tooltip_text_hv_ability_double_blades_ecstasy,hv_TEXT_unit_abilities.loc.tsv
hv_ability_dragon_rising,Dragon Rising,觉醒之龙,覺醒之龍,unit_abilities_onscreen_name_hv_ability_dragon_rising,hv_TEXT_unit_abilities.loc.tsv
hv_ability_dragon_rising,Their energy is like a dragon.,羽林精锐，内卫京师，外备征战。,羽林精銳，內衛京師，外備征戰。,unit_abilities_tooltip_text_hv_ability_dragon_rising,hv_TEXT_unit_abilities.loc.tsv
hv_ability_eight_talent_defence,Guardians of Jing,能武,能武,unit_abilities_onscreen_name_hv_ability_eight_talent_defence,hv_TEXT_unit_abilities.loc.tsv
hv_ability_eight_talent_defence,"Instilled with the resolve of Jing's finest soldiers stand unyielding, their defense bolstered by a legacy of loyalty and skill, making them an immovable force against adversity.",武术训练能使本就优秀的战士更加善战。,武術訓練能使本就優秀的戰士更加善戰。,unit_abilities_tooltip_text_hv_ability_eight_talent_defence,hv_TEXT_unit_abilities.loc.tsv
hv_ability_energy_of_blackmountain,Energy of Black Mountain,黑山之能,黑山之能,unit_abilities_onscreen_name_hv_ability_energy_of_blackmountain,hv_TEXT_unit_abilities.loc.tsv
hv_ability_energy_of_blackmountain,The Black Mountain bandits make their move.,黑山匪徒开始出动。,黑山匪徒開始出動。,unit_abilities_tooltip_text_hv_ability_energy_of_blackmountain,hv_TEXT_unit_abilities.loc.tsv
hv_ability_enlightenment,Enlightenment,开化,得道,unit_abilities_onscreen_name_hv_ability_enlightenment,hv_TEXT_unit_abilities.loc.tsv
hv_ability_enlightenment,The Force will be with you... always.,老天保佑！,老天保佑！,unit_abilities_tooltip_text_hv_ability_enlightenment,hv_TEXT_unit_abilities.loc.tsv
hv_ability_fearless_charge,Fearless Charge,无畏冲锋,無畏衝鋒,unit_abilities_onscreen_name_hv_ability_fearless_charge,hv_TEXT_unit_abilities.loc.tsv
hv_ability_fearless_charge,"Ride, ride to ruin and the world's ending!",冲啊！冲啊！为了捍卫天下！勇往直前！,冲啊！ 冲啊！ 为了捍卫天下！勇往直前！,unit_abilities_tooltip_text_hv_ability_fearless_charge,hv_TEXT_unit_abilities.loc.tsv
hv_ability_ferocity,Ferocity,凶猛残暴,凶猛殘暴,unit_abilities_onscreen_name_hv_ability_ferocity,hv_TEXT_unit_abilities.loc.tsv
hv_ability_ferocity,Anger pushes their limits.,愤怒把他们逼至极限。,憤怒把他們逼至極限。,unit_abilities_tooltip_text_hv_ability_ferocity,hv_TEXT_unit_abilities.loc.tsv
hv_ability_forest_strategy,Forest Strategy,林战,森林戰略,unit_abilities_onscreen_name_hv_ability_forest_strategy,hv_TEXT_unit_abilities.loc.tsv
hv_ability_forest_strategy,The trees are their friends.,树林是他们的朋友。,樹林是他們的朋友。,unit_abilities_tooltip_text_hv_ability_forest_strategy,hv_TEXT_unit_abilities.loc.tsv
hv_ability_fortification_tactics,Fortification Tactics,坚壁,堅壁自守,unit_abilities_onscreen_name_hv_ability_fortification_tactics,hv_TEXT_unit_abilities.loc.tsv
hv_ability_fortification_tactics,Troops reinforce where they are and solidify their defenses.,部队原地守卫巩固防御。,部隊原地守衛鞏固防禦。,unit_abilities_tooltip_text_hv_ability_fortification_tactics,hv_TEXT_unit_abilities.loc.tsv
hv_ability_frenzy,Some care not for their own personal safety and so work themselves into a whirlwind of destruction and mindless violence!,及锋而试，乘胜重击。,及鋒而試，乘勝重擊。,unit_abilities_tooltip_text_hv_ability_frenzy,hv_TEXT_unit_abilities.loc.tsv
hv_ability_furious_charge,Bulldoze,横冲直撞,橫衝直撞,unit_abilities_onscreen_name_hv_ability_furious_charge,hv_TEXT_unit_abilities.loc.tsv
hv_ability_furious_charge,Charge like unstoppable bulls.,登锋履刃，先登陷锐。,登鋒履刃，先登陷銳。,unit_abilities_tooltip_text_hv_ability_furious_charge,hv_TEXT_unit_abilities.loc.tsv
hv_ability_gas_bomb,Toxic Gas Bomb,毒气弹,毒氣彈,unit_abilities_onscreen_name_hv_ability_gas_bomb,hv_TEXT_unit_abilities.loc.tsv
hv_ability_gas_bomb,"The bandits of Taishan discovered how to create thick, rolling smoke by burning certain plants. It's also toxic.",泰山匪徒发现某些植物燃烧时所冒的烟雾对人体有害。,泰山匪徒發現某些植物燃燒時所冒的煙霧對人體有害。,unit_abilities_tooltip_text_hv_ability_gas_bomb,hv_TEXT_unit_abilities.loc.tsv
hv_ability_gas_bomb_inside,Toxic Gas,毒气,毒氣,special_ability_phases_onscreen_name_hv_ability_gas_bomb_inside,hv_TEXT_unit_abilities.loc.tsv
hv_ability_grenade,Grenade!,爆弹,爆彈,unit_abilities_onscreen_name_hv_ability_grenade,hv_TEXT_unit_abilities.loc.tsv
hv_ability_grenade,"Throw an ""unstable concoction"".",由学士研制的奇物。,由學士研製的奇物。,unit_abilities_tooltip_text_hv_ability_grenade,hv_TEXT_unit_abilities.loc.tsv
hv_ability_guardian,"In the midst of a bloodbath, it's nice to know that someone has your back.",在腥风血雨中你仍有所依靠。,在腥風血雨中你仍有所依靠。,unit_abilities_tooltip_text_hv_ability_guardian,hv_TEXT_unit_abilities.loc.tsv
hv_ability_half_barded_missile_resistance,Half Barded,轻马铠,輕馬鎧,unit_abilities_onscreen_name_hv_ability_half_barded_missile_resistance,hv_TEXT_unit_abilities.loc.tsv
hv_ability_hero_slayer,Slayer of Heroes,诛将,豪傑剋星,unit_abilities_onscreen_name_hv_ability_hero_slayer,hv_TEXT_unit_abilities.loc.tsv
hv_ability_hero_slayer,"When fighting against or duelling other heroes on the battlefield, they will find their skill and prowess much improved.",遇强则强，狭路相逢勇者胜。,遇強則強，狹路相逢勇者勝。,unit_abilities_tooltip_text_hv_ability_hero_slayer,hv_TEXT_unit_abilities.loc.tsv
hv_ability_importunity,Importunity,坚韧不屈,堅韌不屈,unit_abilities_onscreen_name_hv_ability_importunity,hv_TEXT_unit_abilities.loc.tsv
hv_ability_importunity,"In the face of adversity, those left standing will close ranks and bolster their resolve.",面对逆境，所剩兵士只能集结起来坚定决心。,面對逆境，所剩兵士只能集結起來坚定决心。,unit_abilities_tooltip_text_hv_ability_importunity,hv_TEXT_unit_abilities.loc.tsv
hv_ability_jing_missile_resistance,Wall of Steel,精甲,精甲,unit_abilities_onscreen_name_hv_ability_jing_missile_resistance,hv_TEXT_unit_abilities.loc.tsv
hv_ability_jing_missile_resistance,This unit maneuvers carefully to guard against missile attacks.,被甲执锐，牢不可破。,被甲執銳，牢不可破。,unit_abilities_tooltip_text_hv_ability_jing_missile_resistance,hv_TEXT_unit_abilities.loc.tsv
hv_ability_joint_shot,Joint Shot,齐射,齊射,unit_abilities_onscreen_name_hv_ability_joint_shot,hv_TEXT_unit_abilities.loc.tsv
hv_ability_joint_shot,Raining arrows.,箭如雨下。,箭如雨下。,unit_abilities_tooltip_text_hv_ability_joint_shot,hv_TEXT_unit_abilities.loc.tsv
hv_ability_lucky_shot,Lucky Shot,幸运一击,幸運一擊,unit_abilities_onscreen_name_hv_ability_lucky_shot,hv_TEXT_unit_abilities.loc.tsv
hv_ability_lucky_shot,Fortune is with them.,正是鸿运当头之时。,正是鴻運當頭之時。,unit_abilities_tooltip_text_hv_ability_lucky_shot,hv_TEXT_unit_abilities.loc.tsv
hv_ability_mercenary_passive,Onslaught,猛攻,猛攻,unit_abilities_onscreen_name_hv_ability_mercenary_passive,hv_TEXT_unit_abilities.loc.tsv
hv_ability_mercenary_passive,They knows how to drive their enemies off the battlefield.,以进为退，以攻为守。,以進爲退，以攻爲守。,unit_abilities_tooltip_text_hv_ability_mercenary_passive,hv_TEXT_unit_abilities.loc.tsv
hv_ability_messenger_recovery,Faith of the Messengers,使者信念,使者信念,unit_abilities_onscreen_name_hv_ability_messenger_recovery,hv_TEXT_unit_abilities.loc.tsv
hv_ability_messenger_recovery,Faith makes a miracle.,信念可带来奇迹。,信念可帶來奇跡。,unit_abilities_tooltip_text_hv_ability_messenger_recovery,hv_TEXT_unit_abilities.loc.tsv
hv_ability_moment_of_courage,Moment of Courage,一时之勇,一時之勇,unit_abilities_onscreen_name_hv_ability_moment_of_courage,hv_TEXT_unit_abilities.loc.tsv
hv_ability_moment_of_courage,Courage and energy are rising.,勇气与精力皆以重振。,勇氣與精力皆以重振。,unit_abilities_tooltip_text_hv_ability_moment_of_courage,hv_TEXT_unit_abilities.loc.tsv
hv_ability_overfight,Overfight,先登,先登,unit_abilities_onscreen_name_hv_ability_overfight,hv_TEXT_unit_abilities.loc.tsv
hv_ability_overfight,They push the limits of the human body.,敢死先登，无往不利。,敢死先登，無往不利。,unit_abilities_tooltip_text_hv_ability_overfight,hv_TEXT_unit_abilities.loc.tsv
hv_ability_pounce,Pounce,猛扑,猛撲,unit_abilities_onscreen_name_hv_ability_pounce,hv_TEXT_unit_abilities.loc.tsv
hv_ability_pounce,They rush like wolves.,像狼一样冲刺。,像狼一樣衝刺。,unit_abilities_tooltip_text_hv_ability_pounce,hv_TEXT_unit_abilities.loc.tsv
hv_ability_protection_of_blackmountain,Protection of Black Mountain,黑山之佑,黑山之佑,unit_abilities_onscreen_name_hv_ability_protection_of_blackmountain,hv_TEXT_unit_abilities.loc.tsv
hv_ability_protection_of_blackmountain,The Black Mountain bandits make their stand.,黑山匪徒摆开阵势。,黑山匪徒擺開陣勢。,unit_abilities_tooltip_text_hv_ability_protection_of_blackmountain,hv_TEXT_unit_abilities.loc.tsv
hv_ability_pulverize,Pulverize,粉碎一击,粉碎一擊,unit_abilities_onscreen_name_hv_ability_pulverize,hv_TEXT_unit_abilities.loc.tsv
hv_ability_pulverize,They'll smash anything in their way. Or die.,他们将粉碎阻挡他们的一切！,他們將粉碎阻擋他們的一切！,unit_abilities_tooltip_text_hv_ability_pulverize,hv_TEXT_unit_abilities.loc.tsv
hv_ability_qiang_fatigue,Tempered,抖擞,抖擻,unit_abilities_onscreen_name_hv_ability_qiang_fatigue,hv_TEXT_unit_abilities.loc.tsv
hv_ability_qiang_fatigue,These warriors know how to control fatigue.,生龙活虎，跋山涉水犹如股掌之上。,生龍活虎，跋山涉水猶如股掌之上。,unit_abilities_tooltip_text_hv_ability_qiang_fatigue,hv_TEXT_unit_abilities.loc.tsv
hv_ability_rage_of_blackmountain,Rage of Black Mountain,黑山之怒,黑山之怒,unit_abilities_onscreen_name_hv_ability_rage_of_blackmountain,hv_TEXT_unit_abilities.loc.tsv
hv_ability_rage_of_blackmountain,The Black Mountain bandits unleash their fury.,黑山匪徒怒不可遏。,黑山匪徒怒不可遏。,unit_abilities_tooltip_text_hv_ability_rage_of_blackmountain,hv_TEXT_unit_abilities.loc.tsv
hv_ability_rage_of_hooves,Hooves of Rage,怒蹄,怒蹄,unit_abilities_onscreen_name_hv_ability_rage_of_hooves,hv_TEXT_unit_abilities.loc.tsv
hv_ability_rage_of_hooves,Take out their archers. I'll meet you in the middle.,解决掉他们的弓手，我们到中间会合。,解決掉他們的弓手，我們到中間會合。,unit_abilities_tooltip_text_hv_ability_rage_of_hooves,hv_TEXT_unit_abilities.loc.tsv
hv_ability_reckless_onslaught,Reckless Onslaught,莽击,魯莽猛攻,unit_abilities_onscreen_name_hv_ability_reckless_onslaught,hv_TEXT_unit_abilities.loc.tsv
hv_ability_reckless_onslaught,"This fearless approach exemplifies their commitment to decisive action, willing to trade safety for the chance of a crushing blow.",奋勇无畏，果敢行事，甘冒危险以谋求致命一击的机会。,奮勇無畏，果敢行事，甘冒危險以求致命一擊的機會。,unit_abilities_tooltip_text_hv_ability_reckless_onslaught,hv_TEXT_unit_abilities.loc.tsv
hv_ability_retreat_cover,Retreat Cover,掩护撤退,掩護撤退,unit_abilities_onscreen_name_hv_ability_retreat_cover,hv_TEXT_unit_abilities.loc.tsv
hv_ability_retreat_cover,Covers ally troops to retreat safely.,掩护友军安全撤离。,掩護友軍安全撤離。,unit_abilities_tooltip_text_hv_ability_retreat_cover,hv_TEXT_unit_abilities.loc.tsv
hv_ability_skirmishing_shot,Skirmishing Shot,游击,游擊,unit_abilities_onscreen_name_hv_ability_skirmishing_shot,hv_TEXT_unit_abilities.loc.tsv
hv_ability_skirmishing_shot,Shoot and run.,放一箭换一个地方。,放一箭換一個地方。,unit_abilities_tooltip_text_hv_ability_skirmishing_shot,hv_TEXT_unit_abilities.loc.tsv
hv_ability_sniper_position,Sniper Position,狙击位置,狙擊位置,unit_abilities_onscreen_name_hv_ability_sniper_position,hv_TEXT_unit_abilities.loc.tsv
hv_ability_sniper_position,This unit can fire at the enemy whilst remaining hidden.,匿影潜形，寻找机会行致命一击。,匿影潛形，尋找機會行致命一擊。,unit_abilities_tooltip_text_hv_ability_sniper_position,hv_TEXT_unit_abilities.loc.tsv
hv_ability_strength_of_blackmountain,Strength of Black Mountain,黑山之力,黑山之力,unit_abilities_onscreen_name_hv_ability_strength_of_blackmountain,hv_TEXT_unit_abilities.loc.tsv
hv_ability_strength_of_blackmountain,The Black Mountain bandits make their advance.,黑山匪徒开始进军。,黑山匪徒開始進軍。,unit_abilities_tooltip_text_hv_ability_strength_of_blackmountain,hv_TEXT_unit_abilities.loc.tsv
hv_ability_stubborn,Stubborn,冥顽不灵,頑固執拗,unit_abilities_onscreen_name_hv_ability_stubborn,hv_TEXT_unit_abilities.loc.tsv
hv_ability_stubborn,Make the impossible possible!,军纪严明，死战不退。,軍紀嚴明，死戰不退。,unit_abilities_tooltip_text_hv_ability_stubborn,hv_TEXT_unit_abilities.loc.tsv
hv_ability_tactical_move,Tactical Advance,健步,健步,unit_abilities_onscreen_name_hv_ability_tactical_move,hv_TEXT_unit_abilities.loc.tsv
hv_ability_tactical_move,Speed is the essence of war.,兵贵神速。,兵貴神速。,unit_abilities_tooltip_text_hv_ability_tactical_move,hv_TEXT_unit_abilities.loc.tsv
hv_ability_tactical_stance_defensive,Defensive Stance,防御姿态,防禦姿態,unit_abilities_onscreen_name_hv_ability_tactical_stance_defensive,hv_TEXT_unit_abilities.loc.tsv
hv_ability_tactical_stance_defensive,The unit inspires nearby soldiers to fight more cautiously.,此部队激励附近士卒更谨慎地战斗。,此單位激勵附近士卒更謹慎地戰鬥。,unit_abilities_tooltip_text_hv_ability_tactical_stance_defensive,hv_TEXT_unit_abilities.loc.tsv
hv_ability_tactical_stance_offensive,Offensive Stance,进攻姿态,進攻姿態,unit_abilities_onscreen_name_hv_ability_tactical_stance_offensive,hv_TEXT_unit_abilities.loc.tsv
hv_ability_tactical_stance_offensive,The unit inspires nearby soldiers to fight more aggressively.,此部队激励附近士卒更粗莽地战斗。,此單位激勵附近士卒更粗莽地戰鬥。,unit_abilities_tooltip_text_hv_ability_tactical_stance_offensive,hv_TEXT_unit_abilities.loc.tsv
hv_ability_the_armies_of_the_north_melee,The Armies of the North,北军,北軍,unit_abilities_onscreen_name_hv_ability_the_armies_of_the_north_melee,hv_TEXT_unit_abilities.loc.tsv
hv_ability_the_armies_of_the_north_melee,"High morale unlocks their true potential, enhancing their prowess in the heat of battle.",士气高昂解锁其真正潜力，在激烈战斗中提升其战力。,士氣高昂解鎖其真正潛力，在激烈戰鬥中提升其戰力。,unit_abilities_tooltip_text_hv_ability_the_armies_of_the_north_melee,hv_TEXT_unit_abilities.loc.tsv
hv_ability_the_armies_of_the_north_ranged,The Armies of the West ,西军,西軍,special_ability_phases_onscreen_name_hv_ability_the_armies_of_the_north_ranged,hv_TEXT_unit_abilities.loc.tsv
hv_ability_the_armies_of_the_west_melee,"Forged in the crucible of conflict with the nomads, their discipline and courage bloom in battle.",在与游牧民族的烈火锻炼中，他们的纪律和勇气在战斗中绽放。,在與游牧民族的烈火鍛鍊中，他們的紀律和勇氣在戰鬥中綻放。,unit_abilities_tooltip_text_hv_ability_the_armies_of_the_west_melee,hv_TEXT_unit_abilities.loc.tsv
hv_ability_tiger_skin,Tiger Hides,虎皮,虎皮,unit_abilities_onscreen_name_hv_ability_tiger_skin,hv_TEXT_unit_abilities.loc.tsv
hv_ability_tiger_skin,Tiger furs provide protection against missile attacks.,虎皮可抵御箭矢攻击。,虎皮可抵禦箭矢攻擊。,unit_abilities_tooltip_text_hv_ability_tiger_skin,hv_TEXT_unit_abilities.loc.tsv
hv_ability_transition,Transition,攻防转换,攻防轉換,unit_abilities_onscreen_name_hv_ability_transition,hv_TEXT_unit_abilities.loc.tsv
hv_ability_transition,These soldiers can quickly switch between offense and defense.,这些士兵能够迅速在进攻和防守之间切换。,這些士兵能夠迅速在進攻和防守之間切換。,unit_abilities_tooltip_text_hv_ability_transition,hv_TEXT_unit_abilities.loc.tsv
hv_ability_wind_of_north,Wind of the North,北风,北風,unit_abilities_onscreen_name_hv_ability_wind_of_north,hv_TEXT_unit_abilities.loc.tsv
hv_ability_wind_of_north,A fierce wind blows.,狂风大作。,狂風大作。,unit_abilities_tooltip_text_hv_ability_wind_of_north,hv_TEXT_unit_abilities.loc.tsv
hv_ability_words_of_the_way,Sacred Chants,神咏,神詠,unit_abilities_onscreen_name_hv_ability_words_of_the_way,hv_TEXT_unit_abilities.loc.tsv
hv_ability_words_of_the_way,An ancient chant that serves as a reminder that Heaven is with the virtuous.,吟诵古调，天德犹存,一首古老的歌謠，提醒人們上天會庇佑有德之人。,unit_abilities_tooltip_text_hv_ability_words_of_the_way,hv_TEXT_unit_abilities.loc.tsv
hv_ability_wuhuan_riding,Wuhuan Riding Skill,乌桓骑术,烏桓騎術,unit_abilities_onscreen_name_hv_ability_wuhuan_riding,hv_TEXT_unit_abilities.loc.tsv
hv_ability_wuhuan_riding,Wuhuan horsemanship is unparalleled.,乌桓马术天下无双。,烏桓馬術天下無雙。,unit_abilities_tooltip_text_hv_ability_wuhuan_riding,hv_TEXT_unit_abilities.loc.tsv
hv_ability_xianchenying,Breakthrough,突破,突破,unit_abilities_onscreen_name_hv_ability_xianchenying,hv_TEXT_unit_abilities.loc.tsv
hv_ability_xianchenying,"When they face Xianchenying, they lose confidence.",陷阵营前人人胆怯。,陷陣營前人人膽怯。,unit_abilities_tooltip_text_hv_ability_xianchenying,hv_TEXT_unit_abilities.loc.tsv
hv_ability_xiliang_army,Xiliang Veterancy - Melee,西凉老兵 - 近战,西涼老兵 - 近戰,unit_abilities_onscreen_name_hv_ability_xiliang_army,hv_TEXT_unit_abilities.loc.tsv
hv_ability_xiliang_army,The Xiliang army is experienced.,西凉军经验丰富。,西涼軍經驗豐富。,unit_abilities_tooltip_text_hv_ability_xiliang_army,hv_TEXT_unit_abilities.loc.tsv
hv_ability_xiliang_army_ranged,Xiliang Veterancy - Ranged,西凉老兵 - 远程,西涼老兵 - 遠程,unit_abilities_onscreen_name_hv_ability_xiliang_army_ranged,hv_TEXT_unit_abilities.loc.tsv
hv_ability_young_blood,Young Blood,血气方刚,血氣方剛,unit_abilities_onscreen_name_hv_ability_young_blood,hv_TEXT_unit_abilities.loc.tsv
hv_ability_young_blood,Immature but passionate.,不经世故但斗志昂扬。,不經世故但鬥志昂揚。,unit_abilities_tooltip_text_hv_ability_young_blood,hv_TEXT_unit_abilities.loc.tsv
hv_ability_yuan_officer_passive,Bolster,支持,支持,unit_abilities_onscreen_name_hv_ability_yuan_officer_passive,hv_TEXT_unit_abilities.loc.tsv
hv_ability_yuan_officer_passive,"Stop the horse, pull the rider down, and kill without mercy.",强强联手，鼎力相助。,強強聯手，鼎力相助。,unit_abilities_tooltip_text_hv_ability_yuan_officer_passive,hv_TEXT_unit_abilities.loc.tsv
hv_abillity_a_rush_of_tigers_and_leopards,A Rush of Tigers and Leopards,虎豹狂奔,虎豹狂奔,unit_abilities_onscreen_name_hv_abillity_a_rush_of_tigers_and_leopards,hv_TEXT_unit_abilities.loc.tsv
hv_abillity_a_rush_of_tigers_and_leopards,"On their first charge, the Tiger & Leopard Cavalry unleash their full might, embodying the overwhelming force of their namesakes. This devastating surge enhances their power, striking fear into the hearts of those who stand against them.",虎豹骑兵首次冲锋，展现出猛兽般的强大威势。这种毁灭性的冲击使他们的力量提升，令敌人心生畏惧。,虎豹騎兵首次衝鋒，展現出猛獸般的強大威勢。這種毀滅性的衝擊使他們的力量提升，令敵人心生畏懼。,unit_abilities_tooltip_text_hv_abillity_a_rush_of_tigers_and_leopards,hv_TEXT_unit_abilities.loc.tsv
hv_abillity_danyang_tradition,Against all odds,不挠,不撓,unit_abilities_onscreen_name_hv_abillity_danyang_tradition,hv_TEXT_unit_abilities.loc.tsv
hv_abillity_danyang_tradition,They will fight hard to uphold the honour of their homeland.,百折不屈，克服万难。,百折不屈，克服萬難。,unit_abilities_tooltip_text_hv_abillity_danyang_tradition,hv_TEXT_unit_abilities.loc.tsv
hv_abillity_danyang_turning_tide_melee,Turning Tide,逆转乾坤,逆轉乾坤,unit_abilities_onscreen_name_hv_abillity_danyang_turning_tide_melee,hv_TEXT_unit_abilities.loc.tsv
