File,eng,zh-cn,zh-tw
hv_TEXT_unit_ui_group_t1.loc.tsv,Artillery,远程砲兵,遠程砲兵
hv_TEXT_unit_ui_group_t1.loc.tsv,Crossbow Artillery,弩炮,弩炮
hv_TEXT_unit_ui_group_t1.loc.tsv,"High Hit Rate, Average Armour-Piercing Damage",命中率高，穿甲伤害一般,命中率高，穿甲傷害一般
hv_TEXT_unit_ui_group_t1.loc.tsv,"High Hit Rate, High Armour-Piercing Damage",命中率高，穿甲伤害高,命中率高，穿甲傷害高
hv_TEXT_unit_ui_group_t1.loc.tsv,"Long Range, Anti-Cavalry",远距，反骑兵,遠距，反騎兵
hv_TEXT_unit_ui_group_t1.loc.tsv,"Long Range, Siege",远距，攻城,遠距，攻城
hv_TEXT_unit_ui_group_t1.loc.tsv,"Low Hit Rate, High Armour-Piercing Damage",命中率低，穿甲伤害高,命中率低，穿甲傷害高
hv_TEXT_unit_ui_group_t1.loc.tsv,"Low Hit Rate, High Armour-Piercing Damage, Break Enemy's Shield",命中率低，穿甲伤害高，破盾,命中率低，穿甲傷害高，破盾
hv_TEXT_unit_ui_group_t1.loc.tsv,"Low Hit Rate, Low Armour-Piercing Damage",命中率低，穿甲伤害低,命中率低，穿甲傷害低
hv_TEXT_unit_ui_group_t1.loc.tsv,"Medium Range, Low Armour-Piercing Damage, Fast Reload",中距，穿甲伤害低，射击速率快,中距，穿甲傷害低，射擊速率快
hv_TEXT_unit_ui_group_t1.loc.tsv,Morale Shock Projectile,箭矢打击士气,箭矢打擊士氣
hv_TEXT_unit_ui_group_t1.loc.tsv,"Using Various Weapons, Multi-Role",使用多种武器，多重角色,使用多種武器，多重角色
hv_TEXT_unit_ui_group_t1.loc.tsv,"Very High Hit Rate, Very Low Damage",命中率非常高，伤害非常低,命中率非常高，傷害非常低
hv_TEXT_unit_ui_group_t1_VM.loc.tsv,"Average Hit Rate, Multi-Role",命中率一般，多重角色,命中率一般，多重角色
hv_TEXT_unit_ui_group_t1_VM.loc.tsv,"Average Range, Low Armour-Piercing Damage, Fast Reload",一般距离，穿甲伤害低，射击速率快,一般距離，穿甲傷害低，射擊速率快
hv_TEXT_unit_ui_group_t1_VM.loc.tsv,"Flank, Charge, Chase",包抄，冲锋，追击,包抄，衝鋒，追擊
hv_TEXT_unit_ui_group_t1_VM.loc.tsv,"Long Range, High Armour-Piercing Damage, Slow Reload",远距，穿甲伤害高，射击速率慢,遠距，穿甲傷害高，射擊速率慢
hv_TEXT_unit_ui_group_t1_VM.loc.tsv,Powerful Charge,强力冲锋,强力衝鋒
hv_TEXT_unit_ui_group_t1_VM.loc.tsv,"Short Range, High Armour-Piercing Damage, Average Reload",近距，穿甲伤害高，射击速率一般,近距，穿甲傷害高，射擊速率一般
hv_TEXT_unit_ui_group_t1_VM.loc.tsv,"Short Range, Low Armour-Piercing Damage, Fast Reload",近距，穿甲伤害低，射击速率快,近距，穿甲傷害低，射擊速率快
hv_TEXT_unit_ui_group_t1_VM.loc.tsv,"Short Range, Low Armour-Piercing Damage, Supress, Slow Reload",近距，穿甲伤害低，压制，射击速率慢,近距，穿甲傷害低，壓制，射擊速率慢
hv_TEXT_unit_ui_group_t1_VM.loc.tsv,"Short Range, Powerful Flame Damage, Average Reload",近距，火焰伤害强，射击速率一般,近距，火焰傷害強，射擊速率一般
hv_TEXT_unit_ui_group_t1_VM.loc.tsv,"Skirmish, Chase",散兵，追击,散兵，追擊
hv_TEXT_unit_ui_group_t1_VM.loc.tsv,Using Furious Beast,使用怒兽,使用怒獸
hv_TEXT_unit_ui_group_t1_VM.loc.tsv,"Very Long Range, High Armour-Piercing Damage, Very Slow Reload",超远距，穿甲伤害高，射击速率非常慢,超遠距，穿甲傷害高，射擊速率非常慢
hv_TEXT_unit_ui_group_t3.loc.tsv,"Anti-Cavalry, High Armour-Piercing Damage, Break Enemy's Shield",反骑兵，穿甲伤害高，破盾,反騎兵，穿甲傷害高，破盾
ifo_text_TWEAK.loc.tsv,"A cowardly conspiracy! There was a failed attempt to assassinate you during the banquet. Unfortunately, the assaliant was slain by the guards before he could be made to reveal the conspirator's identity.",阴谋！有人于宴会中欲加害于你。事虽未成，但刺客已被护卫弑杀，无法得知是谁在背后主谋。,陰謀！有人於宴會中欲加害於你。事雖未成，但刺客已被护卫弑杀，無法得知是誰在背後主謀。
ifo_text_TWEAK.loc.tsv,"A decree has arrived from the imperial court. A banquet is to be held, and influential nobles from across China are invited to the imperial palace. Wary of our influence, the imperial protector may be plotting something. However, refusing an imperial decree may have grave consequences...",朝廷下达了一道诏书，将在皇宫设宴邀请天下有影响力的贵族。这恐怕是辅政大臣因为担心我们的影响力设下的计谋，但违背诏书可能会有严重后果……,朝廷下達了一道詔書，將在皇宮設宴邀請天下有影響力的貴族。这恐怕是輔政大臣因爲擔心我們的影響力設下的计谋，但违背诏书可能會有嚴重後果……
ifo_text_TWEAK.loc.tsv,Absent,缺席,缺席
ifo_text_TWEAK.loc.tsv,An imperial ancestral rite is being held...,正在举行皇家祭祀仪式……,正在舉行皇家祭祀儀式……
ifo_text_TWEAK.loc.tsv,Attend,出席,出席
ifo_text_TWEAK.loc.tsv,"Fortunately, nothing of note happened during the banquet.",幸运的是，宴会中没发生什么大事。,幸運的是，宴會中沒發生什麼大事。
ifo_text_TWEAK.loc.tsv,"If the year is beyond 195 CE and the emperor token is still in play, then the Imperial Intrigue panel will become unlocked.",如果年份已超过公元195年，而汉朝天子依然存在，则朝廷权谋面板将会解锁。,假如公元195年後象徵性的皇帝依然在位，到時候朝廷權謀面板將會解除鎖定。
ifo_text_TWEAK.loc.tsv,Imperial Favour: Ancestral Rite,天子宠信：祭祀仪式,皇帝寵信：祭祀儀式
ifo_text_TWEAK.loc.tsv,Imperial Favour: Banquet,天子宠信：皇家宴会,皇帝寵信：皇家宴會
ifo_text_TWEAK.loc.tsv,Imperial ancestral rite ended,皇家祭祀仪式结束,皇家祭祀儀式結束
ifo_text_TWEAK.loc.tsv,Imperial banquet ended without incident,皇家宴会结束，并无意外发生,皇家宴會結束，並無意外發生
ifo_text_TWEAK.loc.tsv,It seems you've offended the imperial court...,看来你得罪了朝廷……,看來你得罪了朝廷……
ifo_text_TWEAK.loc.tsv,"Perhaps out of admiration or to curry favour, a faction has put in a good word for you with the emperor. Talk of your exploits is is all that is on everyone's lips at the palace of late. ",也许是出于钦佩，也许是向你示好，有一派系在皇帝面前为你多加褒词。最近在宫中人人都在谈论你的功绩。,也許是出於欽佩，也許是向您示好，有一勢力在皇帝面前爲你多加褒詞。最近在宮中人人都在談論您的功績。
ifo_text_TWEAK.loc.tsv,Political Maneuvering,政治斡旋,政治斡旋
ifo_text_TWEAK.loc.tsv,"Selecting this will open the Imperial Intrigue panel, which governs all the mechanics which become active once Emperor Xian comes of age in 195 CE, introducing a struggle over the influence of the new imperial power.",选择此项将打开朝廷权谋面板，该面板统管着公元195年献帝加元服后开启的所有机制，代表着皇权所面临的政治角力。,選取之後將會打開朝廷權謀面板，統管獻帝於公元195年成年後開放使用的所有機制，代表著新任皇權所面臨的政治角力。
ifo_text_TWEAK.loc.tsv,Send civil officials,派文官前去,派文官前去
ifo_text_TWEAK.loc.tsv,Send military officers,派武官前去,派武官前去
ifo_text_TWEAK.loc.tsv,"Slander! A rival warlord is spreading malicious rumours at the imperial court, causing Emperor Xian to doubt our loyalty to the Han.",诽谤！一个敌对的军阀在朝廷散布恶意的谣言，使献帝怀疑我们对大汉的忠诚。,誹謗！一個敵對的軍閥在朝廷散佈惡意的謠言，使獻帝懷疑我們對大漢的忠誠。
ifo_text_TWEAK.loc.tsv,The banquet proceeds...,宴会继续进行……,宴會繼續進行……
ifo_text_TWEAK.loc.tsv,The emperor thinks highly of you. His majesty has decided to gift you a small fortune in honour of your contributions to the state.,天子对你甚有好感，决定给你一些赏赐，来表彰你对朝廷的贡献。,天子對你甚有好感，决定給你一些賞賜，來表彰你對朝廷的貢獻。
ifo_text_TWEAK.loc.tsv,"The imperial ancestral rite ended without incident. Unfortunately, the emperor returned to the place without acknowledging your contribution.",皇家祭祀仪式顺利完成，但天子一言不发便回宫了。,皇家祭祀儀式順利完成，但天子一言不發便回宮了。
ifo_text_TWEAK.loc.tsv,"The imperial ancestral rite was completed successfully, and the emperor shows favour to the attending nobles. ",皇家祭祀仪式圆满完成，天子对到场的贵族示恩。,皇家祭祀儀式圓滿完成，天子對到場的貴族示恩。
ifo_text_TWEAK.loc.tsv,"The imperial ancestral rite, a significant event in China, will be held soon. An imperial decree demands that you send civil officials to assist in administrative affairs or military officers for the imperial guard detail. If you fulfill your duties as a faithful servant, the imperial court will grant you grace. If you refuse, you may incurr the emperor's disfavour...",即将举行的皇家祭祀仪式是朝中的一项重大活动。诏书要求您派文官去协助行政事务，或派武官去协助禁卫。如果您尽忠职守，朝廷会给予赏赐。拒不执行，则可能招致天子的不满。,即將舉行的皇家祭祀儀式是朝中的一項重大活動。詔書要求您派文官去協助行政事務，或派武官去協助禁衛。如果您盡忠職守，朝廷會給予賞賜。拒不執行，則可能招致天子的不滿。
ifo_text_TWEAK.loc.tsv,Unknown result,结果不明,結果不明
ifo_text_TWEAK.loc.tsv,"Unlocked in 195 CE. Once this is unlocked, you can use imperial favour to preform [[b]]imperial decrees[[/b]]",在公元195年解锁。解锁后，可以使用天子宠信来颁布[[b]]圣旨[[/b]]。,於公元195年解鎖。一旦解除此鎖定，您便可以運用皇帝寵信度發佈[[b]]皇帝詔書[[/b]]
ifo_text_TWEAK.loc.tsv,Unlocked when Emperor Xian comes of age in 195 CE,公元195年献帝加元服后解锁,公元195年獻帝成年時解除鎖定
ifo_text_TWEAK.loc.tsv,You can't target yourself. ,不能指向自己。,不能指向自己。
z_dummy_hv_TEXT_non_deployable.loc.tsv,A quiet but enthusiastic supporter.,安静但热情的支持者。,安靜但熱情的支持者。
z_dummy_hv_TEXT_non_deployable.loc.tsv,Always surrounded by people.,周围总是很多人。,周圍總是很多人。
z_dummy_hv_TEXT_non_deployable.loc.tsv,Argumentative and annoying scholars.,好辩又烦人的学者。,好辯又煩人的學者。
z_dummy_hv_TEXT_non_deployable.loc.tsv,Confucianist,儒生,儒生
z_dummy_hv_TEXT_non_deployable.loc.tsv,Council Proctor,县丞,縣丞
z_dummy_hv_TEXT_non_deployable.loc.tsv,"For farmers, they are higher than the emperor.",对佃户来说，他们的地位比皇帝还高。,對佃戶來説，他們的地位比皇帝還高。
z_dummy_hv_TEXT_non_deployable.loc.tsv,Hostess,女主人,女主人
z_dummy_hv_TEXT_non_deployable.loc.tsv,Lady Liu always cares about her family.,「袁尚母刘氏之妒，其酷烈也甚矣。乃城破之后，不能死节，而献甄氏于曹丕，以图苟全，又何其无烈性至此乎！可见妇之贞者必不妒，妇之妒者必不贞。」,「袁尚母劉氏之妒，其酷烈也甚矣。乃城破之後，不能死節，而獻甄氏於曹丕，以圖苟全，又何其無烈性至此乎！可見婦之貞者必不妒，婦之妒者必不貞。」
z_dummy_hv_TEXT_non_deployable.loc.tsv,Landlord,地主,地主
z_dummy_hv_TEXT_non_deployable.loc.tsv,Local Celebrity,名士,名士
z_dummy_hv_TEXT_non_deployable.loc.tsv,Scribe,主簿,主簿
z_dummy_hv_TEXT_non_deployable.loc.tsv,They get everything down to a note.,他们会记录一切事务。,他們會記錄一切事務。
z_dummy_hv_TEXT_non_deployable.loc.tsv,Those who intervene instead of the lord.,这些人代替主公处理事务。,這些人代替主公處理事務。
