Text,Mapped,Count,Override (manual),Override (pattern),C1,Unit type,Unit name,Unit key,Old,File,Duplicated
[[b]]%+n[[/b]] {{tr:public_order}},{{tr:public_order}} [[b]]%+n%[[/b]],1,,{{tr:public_order}} [[b]]%+n%[[/b]],{{tr:public_order}},,,,{{tr:public_order}}[[b]]%+n[[/b]],hv_TEXT_events_rules.loc,FALSE
[[b]]%+n[[/b]] black mountain,黑山 [[b]]%+n[[/b]],2,,黑山 [[b]]%+n[[/b]],黑山,,,,[[b]]陸政[[/b]]\\n晉陽女賊\\n\\n將領類型：{{tr:3k_general_type_water}}\\n\\n[[col:flavour]][[i]]狡黠之徒，矢不虛發，乃魁首之腕。[[/col]][[/i]],hv_TEXT_effects_pooled_resource.loc,FALSE
[[b]]%+n[[/b]] charge bonus for {{tr:hv_unit_xian_chen_ying}},陷陣營衝鋒加成 [[b]]%+n[[/b]],1,,陷陣營衝鋒加成 [[b]]%+n[[/b]],衝鋒加成,陷陣營,,{{tr:hv_unit_xian_chen_ying}},陷陣營的衝鋒加成 [[b]]%+n[[/b]],hv_TEXT_effects_ceo.loc,FALSE
[[b]]%+n[[/b]] charge bonus for cavalry,騎兵衝鋒加成 [[b]]%+n[[/b]],1,,騎兵衝鋒加成 [[b]]%+n[[/b]],衝鋒加成,騎兵,騎兵,cavalry,騎兵衝鋒加成 [[b]]%+n%[[/b]],hv_TEXT_skills_attributes.loc,FALSE
[[b]]%+n[[/b]] charge bonus for Danyang units,丹陽衝鋒加成 [[b]]%+n[[/b]],1,,丹陽衝鋒加成 [[b]]%+n[[/b]],衝鋒加成,丹陽,,Danyang,丹陽兵的衝鋒加成 [[b]]%+n[[/b]],hv_TEXT_effects_ceo.loc,FALSE
[[b]]%+n[[/b]] charge bonus for melee cavalry,近戰騎兵衝鋒加成 [[b]]%+n[[/b]],1,,近戰騎兵衝鋒加成 [[b]]%+n[[/b]],衝鋒加成,近戰騎兵,,melee cavalry,[[b]]陸政[[/b]]\\n晉陽女賊\\n\\n將領類型：{{tr:3k_general_type_water}}\\n\\n[[col:flavour]][[i]]狡黠之徒，矢不虛發，乃魁首之腕。[[/col]][[/i]],hv_TEXT_skills_additional.loc,FALSE
[[b]]%+n[[/b]] charge bonus for melee infantry,近戰步兵衝鋒加成 [[b]]%+n[[/b]],1,,近戰步兵衝鋒加成 [[b]]%+n[[/b]],衝鋒加成,近戰步兵,,melee infantry,[[b]]陸政[[/b]]\\n晉陽女賊\\n\\n將領類型：{{tr:3k_general_type_water}}\\n\\n[[col:flavour]][[i]]狡黠之徒，矢不虛發，乃魁首之腕。[[/col]][[/i]],hv_TEXT_skills_additional.loc,FALSE
[[b]]%+n[[/b]] charge bonus for Yue units,越族衝鋒加成 [[b]]%+n[[/b]],1,,越族衝鋒加成 [[b]]%+n[[/b]],衝鋒加成,越族,,Yue,越族單位加成 [[b]]%+n%[[/b]],hv_TEXT_effects_technology.loc,FALSE
[[b]]%+n[[/b]] charge speed for melee infantry,近戰步兵衝鋒速度 [[b]]%+n[[/b]],1,,近戰步兵衝鋒速度 [[b]]%+n[[/b]],衝鋒速度,近戰步兵,,melee infantry,[[b]]陸政[[/b]]\\n晉陽女賊\\n\\n將領類型：{{tr:3k_general_type_water}}\\n\\n[[col:flavour]][[i]]狡黠之徒，矢不虛發，乃魁首之腕。[[/col]][[/i]],hv_TEXT_skills_additional.loc,FALSE
[[b]]%+n[[/b]] charge speed for shock cavalry,突擊騎兵衝鋒速度 [[b]]%+n[[/b]],1,,突擊騎兵衝鋒速度 [[b]]%+n[[/b]],衝鋒速度,突擊騎兵,,shock cavalry,[[b]]陸政[[/b]]\\n晉陽女賊\\n\\n將領類型：{{tr:3k_general_type_water}}\\n\\n[[col:flavour]][[i]]狡黠之徒，矢不虛發，乃魁首之腕。[[/col]][[/i]],hv_TEXT_skills_additional.loc,FALSE
[[b]]%+n[[/b]] construction time,建造時間 [[b]]%+n[[/b]],1,,建造時間 [[b]]%+n[[/b]],建造時間,,,,建造時間[[b]]%+n[[/b]],hv_TEXT_events_rules.loc,FALSE
[[b]]%+n[[/b]] diplomatic relation with all factions,與所有勢力的外交關係 [[b]]%+n[[/b]],1,,與所有勢力的外交關係 [[b]]%+n[[/b]],與所有勢力的外交關係,,,,與所有勢力的外交關係[[b]]%+n[[/b]],hv_TEXT_events_rules.loc,FALSE
[[b]]%+n[[/b]] food distribution,糧食配給 [[b]]%+n[[/b]],1,,糧食配給 [[b]]%+n[[/b]],糧食配給,,,,糧食配給 [[b]]%+n[[/b]],hv_TEXT_etc.loc,FALSE
[[b]]%+n[[/b]] hit bonus,命中率加成 [[b]]%+n[[/b]],1,,命中率加成 [[b]]%+n[[/b]],命中率加成,,,,[[b]]陸政[[/b]]\\n晉陽女賊\\n\\n將領類型：{{tr:3k_general_type_water}}\\n\\n[[col:flavour]][[i]]狡黠之徒，矢不虛發，乃魁首之腕。[[/col]][[/i]],hv_TEXT_etc.loc,FALSE
[[b]]%+n[[/b]] horse breeding,養馬 [[b]]%+n[[/b]],1,,養馬 [[b]]%+n[[/b]],養馬,,,,[[b]]陸政[[/b]]\\n晉陽女賊\\n\\n將領類型：{{tr:3k_general_type_water}}\\n\\n[[col:flavour]][[i]]狡黠之徒，矢不虛發，乃魁首之腕。[[/col]][[/i]],hv_TEXT_effects_pooled_resource.loc,FALSE
[[b]]%+n[[/b]] horse breeding per turn,每回合養馬 [[b]]%+n[[/b]],1,,每回合養馬 [[b]]%+n[[/b]],每回合養馬,,,,[[b]]陸政[[/b]]\\n晉陽女賊\\n\\n將領類型：{{tr:3k_general_type_water}}\\n\\n[[col:flavour]][[i]]狡黠之徒，矢不虛發，乃魁首之腕。[[/col]][[/i]],hv_TEXT_effects_pooled_resource.loc,FALSE
[[b]]%+n[[/b]] melee evasion,近戰迴避 [[b]]%+n[[/b]],1,,近戰迴避 [[b]]%+n[[/b]],近戰迴避,,,,近戰迴避[[b]]%+n[[/b]],hv_TEXT_skills_attributes.loc,FALSE
[[b]]%+n[[/b]] melee evasion for Buqu units,部曲近戰迴避 [[b]]%+n[[/b]],1,,部曲近戰迴避 [[b]]%+n[[/b]],近戰迴避,部曲,,Buqu,正規軍和盜匪單位近戰迴避 [[b]]%+n[[/b]],hv_TEXT_effects_technology.loc,FALSE
[[b]]%+n[[/b]] melee evasion for Militia units,義勇近戰迴避 [[b]]%+n[[/b]],1,,義勇近戰迴避 [[b]]%+n[[/b]],近戰迴避,義勇,,Militia,農民兵、民兵和流民單位的近戰迴避 [[b]]%+n[[/b]],hv_TEXT_effects_technology.loc,FALSE
[[b]]%+n[[/b]] melee evasion for shock cavalry,突擊騎兵近戰迴避 [[b]]%+n[[/b]],1,,突擊騎兵近戰迴避 [[b]]%+n[[/b]],近戰迴避,突擊騎兵,,shock cavalry,[[b]]陸政[[/b]]\\n晉陽女賊\\n\\n將領類型：{{tr:3k_general_type_water}}\\n\\n[[col:flavour]][[i]]狡黠之徒，矢不虛發，乃魁首之腕。[[/col]][[/i]],hv_TEXT_skills_basic.loc,FALSE
[[b]]%+n[[/b]] melee evasion in enemy territory,敵方領土近戰迴避 [[b]]%+n[[/b]],1,,敵方領土近戰迴避 [[b]]%+n[[/b]],近戰迴避,敵方領土,,,近戰迴避在敵方領土 [[b]]%+n%[[/b]],hv_TEXT_effects_skills.loc,FALSE
[[b]]%+n[[/b]] melee evasion in own territory,我方領土近戰迴避 [[b]]%+n[[/b]],1,,我方領土近戰迴避 [[b]]%+n[[/b]],近戰迴避,我方領土,,,近戰迴避在我方領土 [[b]]%+n%[[/b]],hv_TEXT_effects_skills.loc,FALSE
[[b]]%+n[[/b]] melee hit bonus for Buqu units,部曲近戰命中率 [[b]]%+n[[/b]],1,,部曲近戰命中率 [[b]]%+n[[/b]],近戰命中率,部曲,,Buqu,正規軍和盜匪單位近戰命中率 [[b]]%+n[[/b]],hv_TEXT_effects_technology.loc,FALSE
[[b]]%+n[[/b]] military supplies,軍事物資補給 [[b]]%+n[[/b]],1,,軍事物資補給 [[b]]%+n[[/b]],軍事物資補給,,,,軍事物資補給 [[b]]%+n%[[/b]],hv_TEXT_skills_attributes.loc,FALSE
[[b]]%+n[[/b]] morale for black mountain bandit units,黑山匪徒單位士氣 [[b]]%+n[[/b]],1,,黑山匪徒單位士氣 [[b]]%+n[[/b]],單位士氣,黑山匪徒,,black mountain bandit,[[b]]陸政[[/b]]\\n晉陽女賊\\n\\n將領類型：{{tr:3k_general_type_water}}\\n\\n[[col:flavour]][[i]]狡黠之徒，矢不虛發，乃魁首之腕。[[/col]][[/i]],hv_TEXT_effects_pooled_resource.loc,FALSE
[[b]]%+n[[/b]] morale for Buqu units,部曲單位士氣 [[b]]%+n[[/b]],1,,部曲單位士氣 [[b]]%+n[[/b]],單位士氣,部曲,,Buqu,正規軍和盜匪單位的士氣 [[b]]%+n[[/b]],hv_TEXT_effects_technology.loc,FALSE
[[b]]%+n[[/b]] morale for Militia units,義勇單位士氣 [[b]]%+n[[/b]],1,,義勇單位士氣 [[b]]%+n[[/b]],單位士氣,義勇,,Militia,民兵單位士氣[[b]]%+n[[/b]],hv_TEXT_effects_technology.loc,FALSE
[[b]]%+n[[/b]] morale for Nomad units,游牧單位士氣 [[b]]%+n[[/b]],1,,游牧單位士氣 [[b]]%+n[[/b]],單位士氣,游牧,,Nomad,游牧單位的士氣[[b]]%+n%[[/b]],hv_TEXT_effects_technology.loc,FALSE
[[b]]%+n[[/b]] morale for Yue units,越族單位士氣 [[b]]%+n[[/b]],1,,越族單位士氣 [[b]]%+n[[/b]],單位士氣,越族,,Yue,越族單位的士氣[[b]]%+n%[[/b]],hv_TEXT_effects_technology.loc,FALSE
[[b]]%+n[[/b]] reserves ,儲備 [[b]]%+n[[/b]],1,,儲備 [[b]]%+n[[/b]],儲備,,,,存糧[[b]]%+n[[/b]] ,hv_TEXT_etc.loc,FALSE
[[b]]%+n[[/b]] satisfaction for all characters,所有人物滿意度 [[b]]%+n[[/b]],1,,所有人物滿意度 [[b]]%+n[[/b]],滿意度,所有人物,,all characters,所有人物滿意度[[b]]%+n[[/b]],hv_TEXT_skills_attributes.loc,FALSE
[[b]]%+n[[/b]] starting rank for Buqu units,部曲起始等級 [[b]]%+n[[/b]],1,,部曲起始等級 [[b]]%+n[[/b]],起始等級,部曲,,Buqu,正規軍和盜匪單位的起始等級 [[b]]%+n[[/b]],hv_TEXT_effects_technology.loc,FALSE
[[b]]%+n[[/b]] starting rank for Elite units,精銳起始等級 [[b]]%+n[[/b]],1,,精銳起始等級 [[b]]%+n[[/b]],起始等級,精銳,,Elite,精銳單位起始等級 [[b]]%+n[[/b]],hv_TEXT_effects_technology.loc,FALSE
[[b]]%+n[[/b]] starting rank for Militia units,義勇起始等級 [[b]]%+n[[/b]],1,,義勇起始等級 [[b]]%+n[[/b]],起始等級,義勇,,Militia,農民兵、民兵和流民單位的起始等級 [[b]]%+n[[/b]],hv_TEXT_effects_technology.loc,FALSE
[[b]]%+n[[/b]] stratocracy per turn,每回合軍政 [[b]]%+n[[/b]],2,,每回合軍政 [[b]]%+n[[/b]],每回合軍政,,,,[[b]]陸政[[/b]]\\n晉陽女賊\\n\\n將領類型：{{tr:3k_general_type_water}}\\n\\n[[col:flavour]][[i]]狡黠之徒，矢不虛發，乃魁首之腕。[[/col]][[/i]],hv_TEXT_effects_pooled_resource.loc,FALSE
[[b]]%+n[[/b]] unity,團結度 [[b]]%+n[[/b]],1,,團結度 [[b]]%+n[[/b]],團結度,,,,團結度[[b]]%+n[[/b]],hv_TEXT_effects_building.loc,FALSE
[[b]]Administrator[[/b]] is a position within your government. An administrator oversees the local government in a commandery and provides certain bonuses to these lands.,,1,,,,,,,[[b]]行政官員[[/b]]是您官府體制中的一個職位。行政官員負責監督一郡的地方官府，同時為其領土提供特定的加成。,hv_TEXT_frontend_features.loc,FALSE
"[[b]]ARMOUR[[/b]]\\n\\n Decreases standard melee, ranged and explosion damages. Doesn't help against armour-piercing damage.",[[b]]護甲[[/b]]\\n\\n 減少單位受到的標準近戰傷害、遠程傷害以及爆炸傷害。無法防禦穿甲傷害。,1,[[b]]護甲[[/b]]\\n\\n 減少單位受到的標準近戰傷害、遠程傷害以及爆炸傷害。無法防禦穿甲傷害。,,,,,,[[b]]陸政[[/b]]\\n晉陽女賊\\n\\n將領類型：{{tr:3k_general_type_water}}\\n\\n[[col:flavour]][[i]]狡黠之徒，矢不虛發，乃魁首之腕。[[/col]][[/i]],hv_TEXT_etc.loc,FALSE
"[[b]]Bandits[[/b]]\\n[[col:scope_description]]Base army[[/col]]\\n\\n[[col:yellow]]Faction unique units[[/col]]\\n• {{tr:hv_unit_militia_black_mountain_outlaws}}\\n• {{tr:hv_unit_black_mountain_bandits}}\\n• {{tr:hv_unit_black_mountain_bandits_javelineer}}\\n\\n[[col:flavour]][[i]]When China fell into chaos, peasants and deserters fled to the mountains and returned as bandits.[[/col]][[/i]]",,1,,,,,,,[[b]]盜賊[[/b]]\\n[[col:scope_description]]基本軍隊[[/col]]\\n\\n[[col:yellow]]派系獨特兵種[[/col]]\\n• {{tr:hv_unit_militia_black_mountain_outlaws}}\\n• {{tr:hv_unit_black_mountain_bandits}}\\n• {{tr:hv_unit_black_mountain_bandits_javelineer}}\\n\\n[[col:flavour]][[i]]天下大亂，流民與逃丁躲入山中，變成匪徒。[[/col]][[/i]],hv_TEXT_frontend_features.loc,FALSE
"[[b]]Bandits[[/b]]\\n[[col:scope_description]]Base army[[/col]]\\n\\n[[col:yellow]]Faction unique units[[/col]]\\n• {{tr:hv_unit_militia_taishan_outlaws}}\\n• {{tr:hv_unit_taishan_phantoms}}\\n• {{tr:hv_unit_taishan_poison_wind}}\\n\\n[[col:flavour]][[i]]When China fell into chaos, peasants and deserters fled to the mountains and returned as bandits.[[/col]][[/i]]",,1,,,,,,,[[b]]盜賊[[/b]]\\n[[col:scope_description]]基本軍隊[[/col]]\\n\\n[[col:yellow]]派系獨特兵種[[/col]]\\n• {{tr:hv_unit_militia_taishan_outlaws}}\\n• {{tr:hv_unit_taishan_phantoms}}\\n• {{tr:hv_unit_taishan_poison_wind}}\\n\\n[[col:flavour]][[i]]天下大亂，流民與逃丁躲入山中，變成匪徒。[[/col]][[/i]],hv_TEXT_frontend_features.loc,FALSE
"[[b]]Bandits[[/b]]\\n[[col:scope_description]]Base army[[/col]]\\n\\n[[col:yellow]]Faction unique units[[/col]]\\n• {{tr:hv_unit_militia_white_tiger_outlaws}}\\n• {{tr:hv_unit_white_tiger_bandits}}\\n• {{tr:hv_unit_white_tiger_warriors}}\\n\\n[[col:flavour]][[i]]When China fell into chaos, peasants and deserters fled to the mountains and returned as bandits.[[/col]][[/i]]",,1,,,,,,,[[b]]盜賊[[/b]]\\n[[col:scope_description]]基本軍隊[[/col]]\\n\\n[[col:yellow]]派系獨特兵種[[/col]]\\n• {{tr:hv_unit_militia_white_tiger_outlaws}}\\n• {{tr:hv_unit_white_tiger_bandits}}\\n• {{tr:hv_unit_white_tiger_warriors}}\\n\\n[[col:flavour]][[i]]天下大亂，流民與逃丁躲入山中，變成匪徒。[[/col]][[/i]],hv_TEXT_frontend_features.loc,FALSE
[[b]]Black Mountain[[/b]] is this faction's unique resource.\\n\\n[[i]][[col:flavour]] Black Mountain bandits exploit the chaos to bolster their numbers. [[/col]][[/i]],,1,,,,,,,[[b]]黑山[[/b]]是此勢力的獨特資源。\\n\\n[[i]][[col:flavour]]黑山贼乘乱以增其之数。[[/col]][[/i]],hv_TEXT_frontend_features.loc,FALSE
[[b]]Black Mountain[[/b]] is this faction's unique resource.\\n\\n[[i]][[col:flavour]] Black Mountain bandits exploit the chaos to bolster their numbers. [[/col]][[/i]] \\n\\n [[b]]Opportunistic Alignment[[/b]]is this faction's unique feature.\\n\\n[[i]][[col:flavour]] There is an advantage in diplomatic relations with Yellow Turbans and  Your army will have the opportunity to fight when attacking.[[/col]],,0,,,,,,,,,FALSE
[[b]]BONUS VS. CAVALRY[[/b]]\\n\\n Increases melee damage against cavalry.,[[b]]對抗騎兵加成[[/b]]\\n\\n 提高對騎兵的近戰傷害。,1,[[b]]對抗騎兵加成[[/b]]\\n\\n 提高對騎兵的近戰傷害。,,,,,,[[b]]陸政[[/b]]\\n晉陽女賊\\n\\n將領類型：{{tr:3k_general_type_water}}\\n\\n[[col:flavour]][[i]]狡黠之徒，矢不虛發，乃魁首之腕。[[/col]][[/i]],hv_TEXT_etc.loc,FALSE
[[b]]BONUS VS. INFANTRY[[/b]]\\n\\n Increases melee damage against infantry.,[[b]]對抗步兵加成[[/b]]\\n\\n 提高對步兵的近戰傷害。,1,[[b]]對抗步兵加成[[/b]]\\n\\n 提高對步兵的近戰傷害。,,,,,,[[b]]陸政[[/b]]\\n晉陽女賊\\n\\n將領類型：{{tr:3k_general_type_water}}\\n\\n[[col:flavour]][[i]]狡黠之徒，矢不虛發，乃魁首之腕。[[/col]][[/i]],hv_TEXT_etc.loc,FALSE
[[b]]Buqu[[/b]]\\n[[col:scope_description]]Base army[[/col]]\\n\\n[[col:yellow]]Faction unique units[[/col]]\\n• {{tr:3k_dlc07_unit_earth_tiger_cubs}}\\n • {{tr:hv_unit_tiger_and_leopard_cavalry}}\\n • {{tr:hv_unit_tiger_and_leopard_barded_cavalry}}\\n\\n[[col:flavour]][[i]]A warlord's private army. Well balanced and versatile.[[/col]][[/i]],,1,,,,,,,[[b]]部曲[[/b]]\\n[[col:scope_description]]基本軍隊[[/col]]\\n\\n[[col:yellow]]派系獨特兵種[[/col]]\\n• {{tr:3k_dlc07_unit_earth_tiger_cubs}}\\n • {{tr:hv_unit_tiger_and_leopard_cavalry}}\\n • {{tr:hv_unit_tiger_and_leopard_barded_cavalry}}\\n\\n[[col:flavour]][[i]]群雄自備軍隊。屬性平衡，能力廣汎。[[/col]][[/i]],hv_TEXT_frontend_features.loc,FALSE
[[b]]Buqu[[/b]]\\n[[col:scope_description]]Base army[[/col]]\\n\\n[[col:yellow]]Faction unique units[[/col]]\\n• {{tr:3k_dlc07_unit_wood_dongzhoubing_defenders}}\\n• {{tr:3k_dlc07_unit_water_dongzhoubing_marksmen}}\\n\\n[[col:flavour]][[i]]A warlord's private army.Well balanced and versatile.[[/col]][[/i]],,0,,,,,,,,,FALSE
[[b]]Buqu[[/b]]\\n[[col:scope_description]]Base army[[/col]]\\n\\n[[col:yellow]]Faction unique units[[/col]]\\n• {{tr:hv_unit_chen_spear_defenders}}\\n• {{tr:hv_unit_chen_crossbow_defenders}}\\n• {{tr:hv_unit_chen_rep_crossbow_defenders}}\\n• {{tr:hv_unit_chen_peacekeepers_halberd_infantry}}\\n• {{tr:hv_unit_chen_peacekeepers_crossbowmen}}\\n• {{tr:hv_unit_chen_royal_guard_cavalry}}\\n\\n[[col:flavour]][[i]]A warlord's private army. Well balanced and versatile.[[/col]][[/i]],,1,,,,,,,[[b]]部曲[[/b]]\\n[[col:scope_description]]基本軍隊[[/col]]\\n\\n[[col:yellow]]派系獨特兵種[[/col]]\\n• {{tr:hv_unit_chen_spear_defenders}}\\n• {{tr:hv_unit_chen_crossbow_defenders}}\\n• {{tr:hv_unit_chen_rep_crossbow_defenders}}\\n• {{tr:hv_unit_chen_peacekeepers_halberd_infantry}}\\n• {{tr:hv_unit_chen_peacekeepers_crossbowmen}}\\n• {{tr:hv_unit_chen_royal_guard_cavalry}}\\n\\n[[col:flavour]][[i]]群雄自備軍隊。屬性平衡，能力廣汎。[[/col]][[/i]],hv_TEXT_frontend_features.loc,FALSE
[[b]]Buqu[[/b]]\\n[[col:scope_description]]Base army[[/col]]\\n\\n[[col:yellow]]Faction unique units[[/col]]\\n• {{tr:hv_unit_guanxibing_swordsmen}}\\n• {{tr:hv_unit_guanxibing_spearmen}}\\n\\n[[col:flavour]][[i]]A warlord's private army.Well balanced and versatile.[[/col]][[/i]],,0,,,,,,,,,FALSE
[[b]]Buqu[[/b]]\\n[[col:scope_description]]Base army[[/col]]\\n\\n[[col:yellow]]Faction unique units[[/col]]\\n• {{tr:hv_unit_jei_fan_infantry}}\\n• {{tr:hv_unit_blue_turban_infantry}}\\n\\n[[col:flavour]][[i]]A warlord's private army. Well balanced and versatile.[[/col]][[/i]],,2,,,,,,,[[b]]部曲[[/b]]\\n[[col:scope_description]]基本軍隊[[/col]]\\n\\n[[col:yellow]]派系獨特兵種[[/col]]\\n• {{tr:hv_unit_jei_fan_infantry}}\\n• {{tr:hv_unit_blue_turban_infantry}}\\n\\n[[col:flavour]][[i]]群雄自備軍隊。屬性平衡，能力廣汎。[[/col]][[/i]],hv_TEXT_frontend_features.loc,FALSE
[[b]]Buqu[[/b]]\\n[[col:scope_description]]Base army[[/col]]\\n\\n[[col:yellow]]Faction unique units[[/col]]\\n• {{tr:hv_unit_jianan_hand_ji_infantry}}\\n• {{tr:hv_unit_jianan_archers}}\\n• {{tr:hv_unit_jianan_crossbowmen_cavalry}}\\n• {{tr:hv_unit_jianan_crossbowmen}}\\n• {{tr:hv_unit_jianan_rep_crossbowmen}}\\n[[col:flavour]][[i]]A warlord's private army. Well balanced and versatile.[[/col]][[/i]],,1,,,,,,,[[b]]部曲[[/b]]\\n[[col:scope_description]]基本軍隊[[/col]]\\n\\n[[col:yellow]]派系獨特兵種[[/col]]\\n• {{tr:hv_unit_jianan_hand_ji_infantry}}\\n• {{tr:hv_unit_jianan_archers}}\\n• {{tr:hv_unit_jianan_crossbowmen_cavalry}}\\n• {{tr:hv_unit_jianan_crossbowmen}}\\n• {{tr:hv_unit_jianan_rep_crossbowmen}}\\n[[col:flavour]][[i]]群雄自備軍隊。屬性平衡，能力廣汎。[[/col]][[/i]],hv_TEXT_frontend_features.loc,FALSE
[[b]]Buqu[[/b]]\\n[[col:scope_description]]Base army[[/col]]\\n\\n[[col:yellow]]Faction unique units[[/col]]\\n• {{tr:hv_unit_northern_mace_cavalry}}\\n• {{tr:hv_unit_northern_spear_cavalry}}\\n\\n[[col:flavour]][[i]]A warlord's private army. Well balanced and versatile.[[/col]][[/i]],,1,,,,,,,[[b]]部曲[[/b]]\\n[[col:scope_description]]基本軍隊[[/col]]\\n\\n[[col:yellow]]派系獨特兵種[[/col]]\\n• {{tr:hv_unit_northern_mace_cavalry}}\\n• {{tr:hv_unit_northern_spear_cavalry}}\\n\\n[[col:flavour]][[i]]群雄自備軍隊。屬性平衡，能力廣汎。[[/col]][[/i]],hv_TEXT_frontend_features.loc,FALSE
[[b]]Buqu[[/b]]\\n[[col:scope_description]]Base army[[/col]]\\n\\n[[col:yellow]]Faction unique units[[/col]]\\n• {{tr:hv_unit_qingzhou_hand_ji_infantry}}\\n• {{tr:hv_unit_qingzhou_2h_axe_infantry}}\\n• {{tr:hv_unit_qingzhou_raider_cavalry}}\\n• {{tr:3k_dlc07_unit_earth_tiger_cubs}}\\n • {{tr:hv_unit_tiger_and_leopard_cavalry}}\\n • {{tr:hv_unit_tiger_and_leopard_barded_cavalry}}\\n\\n[[col:flavour]][[i]]A warlord's private army. Well balanced and versatile.[[/col]][[/i]],,1,,,,,,,[[b]]部曲[[/b]]\\n[[col:scope_description]]基本軍隊[[/col]]\\n\\n[[col:yellow]]派系獨特兵種[[/col]]\\n• {{tr:hv_unit_qingzhou_hand_ji_infantry}}\\n• {{tr:hv_unit_qingzhou_2h_axe_infantry}}\\n• {{tr:hv_unit_qingzhou_raider_cavalry}}\\n• {{tr:3k_dlc07_unit_earth_tiger_cubs}}\\n • {{tr:hv_unit_tiger_and_leopard_cavalry}}\\n • {{tr:hv_unit_tiger_and_leopard_barded_cavalry}}\\n\\n[[col:flavour]][[i]]群雄自備軍隊。屬性平衡，能力廣汎。[[/col]][[/i]],hv_TEXT_frontend_features.loc,FALSE
[[b]]Buqu[[/b]]\\n[[col:scope_description]]Base army[[/col]]\\n\\n[[col:yellow]]Faction unique units[[/col]]\\n• {{tr:hv_unit_spice_guard}}\\n\\n[[col:flavour]][[i]]A warlord's private army. Well balanced and versatile.[[/col]][[/i]],,1,,,,,,,[[b]]部曲[[/b]]\\n[[col:scope_description]]基本軍隊[[/col]]\\n\\n[[col:yellow]]派系獨特兵種[[/col]]\\n• {{tr:hv_unit_spice_guard}}\\n\\n[[col:flavour]][[i]]群雄自備軍隊。屬性平衡，能力廣汎。[[/col]][[/i]],hv_TEXT_frontend_features.loc,FALSE
[[b]]Buqu[[/b]]\\n[[col:scope_description]]Base army[[/col]]\\n\\n[[col:yellow]]Faction unique units[[/col]]\\n• {{tr:hv_unit_stray_artisans}}\\n[[col:flavour]][[i]]A warlord's private army. Well balanced and versatile.[[/col]][[/i]],,1,,,,,,,[[b]]部曲[[/b]]\\n[[col:scope_description]]基本軍隊[[/col]]\\n\\n[[col:yellow]]派系獨特兵種[[/col]]\\n• {{tr:hv_unit_stray_artisans}}\\n[[col:flavour]][[i]]群雄自備軍隊。屬性平衡，能力廣汎。[[/col]][[/i]],hv_TEXT_frontend_features.loc,FALSE
[[b]]Buqu[[/b]]\\n[[col:scope_description]]Base army[[/col]]\\n\\n[[col:yellow]]Faction unique units[[/col]]\\n• {{tr:hv_unit_sword_guards_of_the_eight_talents}}\\n• {{tr:hv_unit_ji_guards_of_the_eight_talents}}\\n\\n[[col:flavour]][[i]]A warlord's private army.Well balanced and versatile.[[/col]][[/i]],,0,,,,,,,,,FALSE
[[b]]Buqu[[/b]]\\n[[col:scope_description]]Base army[[/col]]\\n\\n[[col:yellow]]Faction unique units[[/col]]\\n• {{tr:hv_unit_white_feathers}}\\n\\n[[col:flavour]][[i]]A warlord's private army. Well balanced and versatile.[[/col]][[/i]],,1,,,,,,,[[b]]部曲[[/b]]\\n[[col:scope_description]]基本軍隊[[/col]]\\n\\n[[col:yellow]]派系獨特兵種[[/col]]\\n• {{tr:hv_unit_white_feathers}}\\n\\n[[col:flavour]][[i]]群雄自備軍隊。屬性平衡，能力廣汎。[[/col]][[/i]],hv_TEXT_frontend_features.loc,FALSE
[[b]]Buqu[[/b]]\\n[[col:scope_description]]Base army[[/col]]\\n\\n[[col:yellow]]Faction unique units[[/col]]\\n• {{tr:hv_unit_xiliang_elite_enforcers}}\\n• {{tr:hv_unit_enforcer_archer_cavalry}}\\n\\n[[col:flavour]][[i]]A warlord's private army.Well balanced and versatile.[[/col]][[/i]],,0,,,,,,,,,FALSE
[[b]]Buqu[[/b]]\\n[[col:scope_description]]Base army[[/col]]\\n\\n[[col:yellow]]Faction unique units[[/col]]\\n• {{tr:hv_unit_yuan_sword_infantry}}\\• {{tr:hv_unit_hidden_snakes}}\\n• {{tr:hv_unit_rapid_tigers}}\\n\\n[[col:flavour]][[i]]A warlord's private army. Well balanced and versatile.[[/col]][[/i]],,1,,,,,,,[[b]]部曲[[/b]]\\n[[col:scope_description]]基本軍隊[[/col]]\\n\\n[[col:yellow]]派系獨特兵種[[/col]]\\n• {{tr:hv_unit_yuan_sword_infantry}}\\n• {{tr:hv_unit_hidden_snakes}}\\n• {{tr:hv_unit_rapid_tigers}}\\n\\n[[col:flavour]][[i]]群雄自備軍隊。屬性平衡，能力廣汎。[[/col]][[/i]],hv_TEXT_frontend_features.loc,FALSE
